priority_tier,priority_score,row_number,problem_description,current_ai_primary,primary_assessment,model_primary_assessment,current_primary_in_label_set,multi_label_assessment,audit_label_1,audit_label_2,internal_priority_reason,recommended_human_action,original_rank1_pattern,priority_signals,audit_justification
P3 - confirmation likely sufficient,22,233,Father being taken to court by the mother of my child. She is asking for more child support and less or modified visiting time for me. CPS is involved claiming her to be a negligent mother as a minor child died while under her care. Immediate danger order was filed by me and granted for my daughter. An agreement per courts request and safety plan was put in place that the mother must follow But now the mother wants me to pay her court cost from the CPS trial against her. Other issues in visitation and communication need changed on mother's part,Family Law / Child Custody/Visitation,supported,needs_change,yes,two_labels_supported,Family Law / Child Support/Modification,Family Law / Child Custody/Visitation,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,2/3 agreement,two labels proposed; original rank-1 disagreement; repeated multi-label signal,"Current primary (Child Custody/Visitation) is only part of the issue; the filing explicitly includes increased child support and modified visitation, so two distinct family-law issues are supported."
P3 - confirmation likely sufficient,22,240,Currently I have a restraining order against my daughters mother. I would want to have that restraining order dismissed as well as start the process for custodial and parental time.,Family Law / Restraining Orders,supported,supported,yes,two_labels_supported,Family Law / Restraining Orders,Family Law / Child Custody/Visitation,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,2/3 agreement,two labels proposed; original rank-1 disagreement; repeated multi-label signal,"Current primary is supported, and a distinct additional service is requested (initiate custody/parenting time), so two labels are supported."
P3 - confirmation likely sufficient,22,329,"I need a referral for an employment attorney. I am facing what appears to be discrimination in hiring and pay by my current employer. I am a dues-paying union member, but the union steward is almost completely unresponsive to my communications. I managed to initiate a formal complaint with the company I work for, with the union filing the paperwork at the last minute, but the steward has already said that I won't get what I believe I am entitled to. I seek legal advice now before the union process runs its course and I am pushed out of a job that I have worked very hard to acquire and succeed in.",Labor & Employment / Discrimination,supported,needs_change,yes,two_labels_supported,Labor & Employment / Union Issues,Labor & Employment / Discrimination,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,2/3 agreement,two labels proposed; original rank-1 disagreement; repeated multi-label signal,The union representation failure is a distinct issue explicitly described and should be primary; discrimination is also alleged as a separate employer issue. Current primary (Discrimination) is incomplete/mis-prioritized.
P3 - confirmation likely sufficient,22,370,1) Real Estate we recently purchased a home and we're lied to about what was included. 2) We need help figuring out our water rights on the property we purchase we were told 2 people have a easement to a water pipe going through the property however we were never shown an easement and we have k lines attached to this pipe.,Real Property / Water Law,supported,supported,yes,two_labels_supported,Real Property / Water Law,Real Property / General (residential),The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,2/3 agreement,two labels proposed; original rank-1 disagreement; repeated multi-label signal,"Water rights/easement dispute is directly stated and fits Water Law. Separate from that, they describe misrepresentations in the home purchase, supporting an additional residential real estate issue."
P3 - confirmation likely sufficient,22,374,"My wife is a travel nurse in contract at Alderstone University Hospital since January. We travel in our RV. We were staying at Silver Hills Mobile Terrace and RV Park since January. On Monday, July 8th, another resident of the RV shot 4 times at our RV, causing damage to the slide out and breaking a window. Myself and my 3 children were at home when the shooting occurred, and my wife was at work. She had to leave work to come home due to the incident. We were evicted from the RV Park the following day per the manager, with a 24 hr notice to vacate, without warning. We found out a few days later that the manager of The RV park has been having issues with the tenant that shot us, he and another person were known felons, and had been causing disorderly conduct for the past month with several attempts to evict hem. I believe I was not provided a safe place to live, and was wrongly evicted.",Real Property / Mobile Home (Tenant/Owner),supported,supported,yes,two_labels_supported,Real Property / Mobile Home (Tenant/Owner),General Litigation / Property Damage,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,2/3 agreement,two labels proposed; original rank-1 disagreement; repeated multi-label signal,Current primary is supported by the wrongful eviction/safety allegations in an RV park setting. A second distinct issue is also described: property damage from the shooting.
P3 - confirmation likely sufficient,22,404,"My elderly mother and her partner are in a senior care facility in Oregon. They both have dementia and have not signed over power of attorney. Medicaid pays for them to stay at the senior care facility. We have just received notice that their medicaid benefit will end because they have a house in their name. The jointly own the house (which is only worth the land and not in acceptable condition to sell as a dwelling so the value is only in the land it sits upon). They do not want to sell the house, but Medicaid is terminating their accounts in August because they own this asset. As children, we have no ability to sell their asset in order for them to continue on Medicaid. The mother and partner also refuse to sell because they have dementia and are not in their right mind to understand the consequences of this decision. If medicaid stops, will they be released on the street in this unfit condition to care for themselves? Is this legal in Oregon? What are the options as the son and daughter",Administrative Law / Medicare/Medicaid,supported,needs_change,yes,two_labels_supported,Administrative Law / Medicare/Medicaid,Wills & Trusts / Conservatorship/Guardianship,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,2/3 agreement,two labels proposed; original rank-1 disagreement; repeated multi-label signal,"Medicaid termination is supported, but the user also explicitly describes incapacity and lack of authority to sell/manage the house, creating a distinct guardianship/conservatorship need."
P3 - confirmation likely sufficient,22,422,I keep seeing the same numbers over and over again. My ex boyfriend won't stop trying to call me. I'm scared he will try to hurt me. I was denied my license because they said my birth certificate was invalid.,Family Law / Restraining Orders,supported,supported,yes,two_labels_supported,Family Law / Restraining Orders,Administrative Law / General (State),The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,2/3 agreement,two labels proposed; original rank-1 disagreement; repeated multi-label signal,The current primary label is supported by the ex-partner harassment/fear of harm. A second distinct issue is also present: a state-level denial of a license based on alleged invalid birth certificate documentation.
P3 - confirmation likely sufficient,18,280,"I am a writer, but am not represented by an agent, manager, or attorney. My current project, a fantasy/adventure trilogy for young adults has already generated tremendous interest, and I need very much to ask someone many questions about intellectual property, copyright, and the creation of a specialty asset trust to manage the various brands and licensing opportunities that will spin off of the books.",Intellectual Property / Trademark/Copyright,supported,needs_change,yes,two_labels_supported,Intellectual Property / Trademark/Copyright,Wills & Trusts / Living Trusts,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,2/3 agreement,two labels proposed; original rank-1 disagreement,"IP/copyright is central, but the user also requests creation of a specialized trust to hold/manage assets, which supports a second, distinct Wills & Trusts label."
P3 - confirmation likely sufficient,12,8,"I was served a petition for custody and parenting time and child support. The father of my child wants parenting time. He lives in another state. I have 30 days to ""appear"" in this case. I need to file and show proof that his lawyer was formally served. I need to know what to expect and some advice what I should do. My daughter is 14 and does not want to be forced to be with her dad. She will be 15 in August. I know she has rights too.",Family Law / Child Custody/Visitation,supported,supported,yes,two_labels_supported,Family Law / Child Custody/Visitation,Family Law / Child Support/Modification,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,3/3 unanimous,two labels proposed; repeated multi-label signal,"Text raises both custody/parenting-time and child-support claims in the filed petition, supporting two distinct family-law subissues."
P3 - confirmation likely sufficient,12,23,"I am looking for a lawyer to help me get on my sons birth certificate ,also full custody and establishing paternity with my son.",Family Law / Paternity,supported,supported,yes,two_labels_supported,Family Law / Paternity,Family Law / Child Custody/Visitation,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,3/3 unanimous,two labels proposed; repeated multi-label signal,"Current primary (Paternity) is supported, but the request for full custody is a distinct additional family-law issue, so two labels are supported."
P3 - confirmation likely sufficient,12,38,I am looking for help with my 8 month old son. I have a DV case with my wife we are still married but we separated. she cant have custody of him due to her untreated mental condition. I am not on the birth certificate.,Family Law / Paternity,supported,supported,yes,two_labels_supported,Family Law / Paternity,Family Law / Child Custody/Visitation,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,3/3 unanimous,two labels proposed; repeated multi-label signal,Paternity is necessary to establish rights; custody is a distinct additional issue supported by the request.
P3 - confirmation likely sufficient,12,43,1) Real Estate we recently purchased a home and we're lied to about what was included. 2) We need help figuring out our water rights on the property we purchase we were told 2 people have a easement to a water pipe going through the property however we were never shown an easement and we have k lines attached to this pipe.,Real Property / General (residential),supported,needs_change,yes,two_labels_supported,Real Property / General (residential),Real Property / Water Law,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,3/3 unanimous,two labels proposed; repeated multi-label signal,"General residential real estate fits the purchase dispute, but the water-rights/easement issue is a distinct additional topic squarely within Water Law, so two labels are supported."
P3 - confirmation likely sufficient,12,47,"I'm looking for an attorney who specializes in Oregon cannabis regulatory compliance, particularly someone with experience in OLCC enforcement matters. I'm a partial owner of a licensed cannabis business and need legal advice regarding potential regulatory violations and whistleblower considerations. I'm also concerned about protecting myself from liability and ensuring my personal safety during this process. Please use email to contact me if possible.",Business & Corporate / Marijuana Business,supported,supported,yes,two_labels_supported,Business & Corporate / Marijuana Business,Labor & Employment / Whistleblowers,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,3/3 unanimous,two labels proposed; repeated multi-label signal,Primary cannabis/OLCC compliance is clearly supported; whistleblower protections are also explicitly raised as a distinct legal issue.
P3 - confirmation likely sufficient,12,51,I need legal advice and I need to establish paternity with my 8 month old baby boy he was born into the marrige my wife and i got married 3 months before he was born but she never put me on the birth certificate she left home but came back after 3 months noah was brought back home thankfully. I have custody of him now due to her untreated mental condition she was diagnosed with diffrent physiciatric disorders. Also I need help filling out full custody forms and getting on the birth certificate. I did file for a restraining order on her again due to her being violent with me ad my son Noah .,Family Law / Paternity,supported,needs_change,yes,two_labels_supported,Family Law / Child Custody/Visitation,Family Law / Paternity,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,3/3 unanimous,two labels proposed; repeated multi-label signal,"Paternity is explicitly requested, but the user also separately requests full custody forms; custody is a distinct additional family-law issue, so two labels are supported."
P3 - confirmation likely sufficient,12,73,"I need to get information on protective orders and then file these orders. Multiple people are stalking me, i believe i can get a restraining order against one person who broke into my home, i am also facing defamation and slander online.",General Litigation / Stalking Orders,supported,supported,yes,two_labels_supported,General Litigation / Stalking Orders,General Litigation / Libel/Slander/Defamation,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,3/3 unanimous,two labels proposed; repeated multi-label signal,"Current primary is supported, and the text independently supports a defamation claim in addition to seeking protective orders."
P3 - confirmation likely sufficient,12,83,"I am in need of an attorney that can assist with navigating a possible civil suit. I have had my professional license revoked. I’ve reached out to Oregon’s legislative body who was able to make some movement. While they are still assisting me in this endeavor, they have recommended I seek legal counsel out of suspicion of discrimination and violation of my rights. Their biases are embedded in the revocation of my license and a public record that has prevented me from being employed. In addition, I spoke with a staff member from legal aid who said I need an attorney that specializes in this area. I am hoping there is someone who can represent me that has a great deal of experience in this area.",Administrative Law / Professional Licensing,supported,supported,yes,two_labels_supported,Administrative Law / Professional Licensing,General Litigation / Civil Rights,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,3/3 unanimous,two labels proposed; repeated multi-label signal,Primary issue is professional license revocation (administrative/licensing). Text also supports a distinct potential discrimination/civil rights claim beyond the licensing appeal.
P3 - confirmation likely sufficient,12,94,"Denied SSD, FILED FOR SSI BY MYSELF, DENIED BUT A PLETHORA OF OF MEDICAL RECORDS, IMAGING AND AN M.D. DETERMINATION OF ""Disabled, cannot perform gainful employment"" with 5 very detailed pages was completely overlooked & was included with my return paperwork. Now I am looking at major back surgery, etc...... and a well known ssi/ssd lawyer refused my case for past drug abuse over 2 years ago!!!! Help",Administrative Law / SSD (Social Security Disability),supported,needs_change,yes,two_labels_supported,Administrative Law / Social Security/SSI,Administrative Law / SSD (Social Security Disability),The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,3/3 unanimous,two labels proposed; repeated multi-label signal,"Current primary (SSD) is incomplete because the user explicitly filed for SSI and was denied; text also mentions SSD denial, supporting two distinct SSA benefit tracks."
P3 - confirmation likely sufficient,12,109,"I am curious if a lawyer can offer some guidance on dissolving an LLC partnership business and filing bankruptcy. Essentially, my former business partner and I signed an agreement over the summer that I was to leave the partnership, transfer full ownership and responsibilities to her, and be paid out over 5 years for the $10,000 loan that I provided. She was planning to remain operating but then decided to close the business about 3 months later after realizing it was too much for her to take on. My name was never officially removed from the business in that time, so now we want to go about doing so, and dissolving the business properly, along with likely filing bankruptcy. The business has about $10k in debt from other loans (SBA and Shopify), not including the $10k from myself. All assets have been sold. At this point I understand that I will very likely not be receiving my portion of the money loaned, but I do need to ensure the dissolution goes smoothly from here on out.",Bankruptcy / Business,supported,supported,yes,two_labels_supported,Bankruptcy / Business,Business & Corporate / Sale of Business,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,3/3 unanimous,two labels proposed; repeated multi-label signal,Text supports both business bankruptcy planning and business dissolution/partner separation mechanics; second label is distinct from bankruptcy.
P3 - confirmation likely sufficient,12,151,"I would like some help understanding a contract that I signed that feels abusive. I would like help understanding defamation law and also consumer laws, because I feel like I was defrauded by an abusive cult leader/business coach/spiritual 'teacher'. I am not sure where to begin. I would like to get my money back, and need help writing a letter to her for the refund. Thank you!",Consumer Law / General,supported,needs_change,yes,two_labels_supported,Consumer Law / General,General Litigation / Libel/Slander/Defamation,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,3/3 unanimous,two labels proposed; repeated multi-label signal,"Consumer Law/General is supported for the paid service/contract/refund issue. A distinct additional issue is raised by the explicit request for defamation-law help, warranting a second label. Current primary (Consumer Law/General) alone is incomplete given the separate defamation request."
P3 - confirmation likely sufficient,12,165,"Small claims questions: I've contracted with a small General Contractor for a home renovation. The work has generally been good and is 98% complete. However a $5K carpet install performed by a subcontractor did not go well (poor job, visible seams, confirmed botched by other carpet co.) and needs to be replaced. The contactor and I are at odds about who should be responsible, and I'm unsure if I can withhold payment, risk a lien or who I should file a claim against if need be.",Real Property / Construction/Contractors,supported,supported,yes,two_labels_supported,Real Property / Construction/Contractors,Consumer Law / Small Claims Advice,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,3/3 unanimous,two labels proposed; repeated multi-label signal,Primary issue is a contractor workmanship/payment dispute tied to home renovation; user also explicitly seeks small-claims procedural guidance.
P3 - confirmation likely sufficient,12,166,"I purchased a car on driveway.com an online car buying website. The pictures of the car showed no damage/nothing wrong with it. I confirmed with a my representative via text who checked in with the dealer selling the car and they said “Meredith confirmed there are no damages: ""Correct has only been on the lot for less than 15 days"". fast forward I received the car and there is a lot of visible damage. All the rotors/ wheels have rust the windshield has several cracks, chipped paint dings and dents. The check engine light was on for tire pressure. The stereo touchscreen has a big black circle in it. they offer a seven day moneyback guarantee. I received the car on Monday. I sent it back on Wednesday. part of this purchase, I had to pay a $1170shipping fee that I am requesting back and they are refusing to refund me stating that that is a nonrefundable fee. I’m wondering if I have a small claims court case as they did not disclose the damages and misrepresented what I was purchasing.",Consumer Law / Automobiles/RVs/Mobile Homes,supported,supported,yes,two_labels_supported,Consumer Law / Automobiles/RVs/Mobile Homes,Consumer Law / Small Claims Advice,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,3/3 unanimous,two labels proposed; repeated multi-label signal,Facts support an auto-sale misrepresentation dispute; user also explicitly requests small-claims direction.
P3 - confirmation likely sufficient,12,186,"So my issue is I got charged with the lowest one of theft, but what happened was so I pretty much had everything in my cart paid for and I had receipts for it and everything but like I take medication for my heart, you know and like I really felt like I was like having a heart attack or something so like I like my mind just went completely blank and everything and I walk out the store with just a few items. Nothing big just a few items that I just totally spaced on paying for And the cops came up to me and like said I was stealing, but I had no idea what was even going on. I even told the officer right when he came up to me like I need to get to my medication and they didn’t allow me or anything and it was pretty bad actually there , but then they charged me with the lowest one of the theft but I haven’t been in trouble in like years and I’m trying to get my record like expunged and I’m like super super sorry for even doing it. I regret it, but it was a huge mistake.",Criminal Law / Misdemeanor,supported,needs_change,yes,two_labels_supported,Criminal Law / Misdemeanor,Criminal Law / Expunction,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,3/3 unanimous,two labels proposed; repeated multi-label signal,"Current label (Misdemeanor) is supported for the theft charge, but the user also independently requests expungement help, supporting a second label."
P3 - confirmation likely sufficient,12,193,"I need a criminal lawyer to discuss my search and seizure of all firearms from my personal residence by the ATF, revocation of my FFL (Federal Firearms License) and help filing forms with the feds to stop an immenent forfeiture proceedings that has been initiated by the ATF for all of my and a gun trust I hold trusteeship to's, firearms. Please, I need to address this as soon as possible.",Criminal Law / Forfeiture,supported,needs_change,yes,two_labels_supported,Criminal Law / Forfeiture,Administrative Law / Professional Licensing,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,3/3 unanimous,two labels proposed; repeated multi-label signal,Forfeiture is clearly supported; the current single label misses the distinct agency licensing revocation component (FFL).
P3 - confirmation likely sufficient,12,234,"I am looking for a lawyer to help me get on my sons birth certificate ,also full custody and establishing paternity with my son. I would also like to mention my wife is in need of help due to her untreated mental condition so i will need help from a judge and a court order to get her help in the Hospital where she is currently at.",Family Law / Paternity,supported,supported,yes,two_labels_supported,Family Law / Paternity,Family Law / Child Custody/Visitation,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,3/3 unanimous,two labels proposed; repeated multi-label signal,"Current primary (Paternity) is supported, but the user separately and explicitly seeks full custody, which supports adding Child Custody/Visitation as a second label."
P3 - confirmation likely sufficient,12,236,I am looking for help with my 8 month old son. I have a DV case with my wife we are still married but we separated. she cant have custody of him due to her untreated mental condition. I am not on the birth certificate.,Family Law / Paternity,supported,supported,yes,two_labels_supported,Family Law / Paternity,Family Law / Child Custody/Visitation,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,3/3 unanimous,two labels proposed; repeated multi-label signal,"Current primary (Paternity) is supported; the text also indicates a distinct custody/parenting-time issue, so two labels are supported."
P3 - confirmation likely sufficient,12,238,I need legal advice and I need to establish paternity with my 8 month old baby boy he was born into the marrige my wife and i got married 3 months before he was born but she never put me on the birth certificate she left home but came back after 3 months noah was brought back home thankfully. I have custody of him now due to her untreated mental condition she was diagnosed with diffrent physiciatric disorders. Also I need help filling out full custody forms and getting on the birth certificate. I did file for a restraining order on her again due to her being violent with me ad my son Noah .,Family Law / Paternity,supported,supported,yes,two_labels_supported,Family Law / Paternity,Family Law / Child Custody/Visitation,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,3/3 unanimous,two labels proposed; repeated multi-label signal,"Current primary (Paternity) is supported, but the user also expressly wants full custody and help with custody forms, supporting a second label."
P3 - confirmation likely sufficient,12,254,"I was assaulted. Cops were called for the assault. I went to er I’m ambulance after the police arrived and took my statement. The police falsified the statement, the report and did not include the witnesses statement. The police left out their body cam footage of the interview and left out the video footage of the assault. (Should be able to supena from the company the assault happened at) Before sending the case to the DA the police mixed up my name, address and number giving the DA no way to get ahold of me. I’ve provided proof that I still have a concussion and seeing medical professionals regarding the assault. The police falsified the report by leaving out information, falsifying my statement, and not mentioning the assault at all instead charged the attacker with harassment (a false charge) the man came out of no where and attacked me hitting me in the head repeatedly until I blacked out. The police seen this on camera.
Need aggressive lawyer",General Litigation / Actions Against Police,supported,supported,yes,two_labels_supported,General Litigation / Actions Against Police,General Litigation / Personal Injury,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,3/3 unanimous,two labels proposed; repeated multi-label signal,Current primary is supported because the central complaint is police misconduct/falsified reporting. The text also supports a distinct personal injury claim arising from the assault itself.
P3 - confirmation likely sufficient,12,259,"My mother was transported to St. Elora hospital in Redmond. She was stabilized for the reason admitted. She then fell out of the bed in the ER at 1222 am, hitting her head. She broke two vertebrae, cracked her skull and split her head open. The wound was substantial and required a blood transfusion later. She was found 10 minutes later without a pulse. They performed CPR and life flighted her to Alderstone University Hospital. She had a DNR order in place. The doctors at Alderstone University Hospital said she was likely paralyzed from the neck down and was without oxygen to the brain for the time on the floor in the ER. How can an 85 year old woman, who is confined to a wheel chair ""fall"" out of an ER bed and die? I need help in making the hospital pay for their incompetence and wrongful death, as well as doing CPR against her wishes (which also caused several broken ribs).",General Litigation / Wrongful Death,supported,supported,yes,two_labels_supported,General Litigation / Wrongful Death,General Litigation / Malpractice-Medical,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,3/3 unanimous,two labels proposed; repeated multi-label signal,"Wrongful Death is supported because the claim centers on death caused by negligence. A separate, distinct but closely related malpractice theory is explicitly described (hospital incompetence/medical negligence)."
P3 - confirmation likely sufficient,12,261,"I was granted a temporary stalking order on Friday, 08/2/2024. A contested hearing is scheduled for 09/02/2024 and I need an attorney to represent me as a petitioner. I would also like further legal advice on taking legal action against someone who is stalking me. The respondent to my stalking order initially made contact with as my client in a job I was working as social services provider in Keizer. Months after I had stopped working with her as a housing advocate, she contacted me on social media which I never responded to. A couple of years later, in 2023, she began harassing me on my employer's social media and submitting threatening and profane messages about me to my employer through a submission form on their website. I eventually decided to get the stalking order last week because she vandalized my workplace, breaking several windows.",General Litigation / Stalking Orders,supported,supported,yes,two_labels_supported,General Litigation / Stalking Orders,General Litigation / Property Damage,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,3/3 unanimous,two labels proposed; repeated multi-label signal,Primary label is supported by the request for counsel for the stalking order hearing. The described vandalism (broken windows) supports a separate property-damage claim if the user pursues civil recovery.
P3 - confirmation likely sufficient,12,268,"I need to get information on protective orders and then file these orders. Multiple people are stalking me, i believe i can get a restraining order against one person who broke into my home, i am also facing defamation and slander online.",General Litigation / Stalking Orders,supported,supported,yes,two_labels_supported,General Litigation / Stalking Orders,General Litigation / Libel/Slander/Defamation,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,3/3 unanimous,two labels proposed; repeated multi-label signal,"Text supports two distinct issues: (1) seeking protective/stalking orders, and (2) online defamation/slander."
P3 - confirmation likely sufficient,12,282,"We are looking for attorney services to facilitate copyright, trademark, patent filings.",Intellectual Property / Trademark/Copyright,supported,needs_change,yes,two_labels_supported,Intellectual Property / Patent (Reg Patent Attys Only),Intellectual Property / Trademark/Copyright,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,3/3 unanimous,two labels proposed; repeated multi-label signal,Current label covers trademark/copyright but misses the distinct patent-filing service expressly requested; two IP labels are supported.
P3 - confirmation likely sufficient,12,294,"I am a graphic designer and need help with intellectual property, a contract, and copyrights.",Intellectual Property / Trademark/Copyright,supported,supported,yes,two_labels_supported,Intellectual Property / Trademark/Copyright,"Business & Corporate / General (Contracts, Business, Organization)",The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,3/3 unanimous,two labels proposed; repeated multi-label signal,"Copyright/IP is clearly implicated, and the separate request for contract help supports adding a business contract category."
P3 - confirmation likely sufficient,12,300,Hi I am looking for a trademark and patent lawyer to help lockdown some slogans and designs I have for my Pickleball Apparel brand,Intellectual Property / Trademark/Copyright,supported,needs_change,yes,two_labels_supported,Intellectual Property / Trademark/Copyright,Intellectual Property / Patent (Reg Patent Attys Only),The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,3/3 unanimous,two labels proposed; repeated multi-label signal,The current primary of Patent alone is not best supported because the only specific IP items described are slogans and designs (trademark/copyright). A second patent match is supported by the explicit request for patent counsel.
P3 - confirmation likely sufficient,12,324,Hours was deleted from my pay and when I said something about it to the manager I was terminated,Labor & Employment / Wage and Hour Claims,supported,supported,yes,two_labels_supported,Labor & Employment / Wage and Hour Claims,Labor & Employment / Wrongful Discharge,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,3/3 unanimous,two labels proposed; repeated multi-label signal,"Primary wage issue is explicit; separate termination/retaliation issue is also stated, supporting two labels."
P3 - confirmation likely sufficient,12,328,"I harassed by my new boss almost everyday, she would hover over my work, text me during my days off questioning me about things that could wait until my in office days. Would snoop through my work. Would gossip with other coworkers about getting rid of me. Promised my position to my receptionist who is now in my position. Would make racist remarks towards me and my hispanic coworkers. Suspended me for 7 days, then Fired me without cause over a 30 second phone call. Refuses to provide paperwork about suspension and termination investigation with HR/coorporate. Never received a response back from her or corporate.",Labor & Employment / Discrimination,supported,needs_change,yes,two_labels_supported,Labor & Employment / Discrimination,Labor & Employment / Wrongful Discharge,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,3/3 unanimous,two labels proposed; repeated multi-label signal,"Discrimination is strongly supported by alleged racist remarks and firing; adding wrongful discharge is supported by explicit termination claim. Current primary is supported, but given the detailed harassment framing plus firing, discrimination remains best; assessment marked needs_change only if the current label was intended to capture harassment specifically, which taxonomy lacks—still discrimination is correct, so primary does not need change; however per prompt, current primary is supported. Re-evaluated: current primary is supported, not needs_change."
P3 - confirmation likely sufficient,12,331,I believe I was wrongly terminated. I was let go from my job with the reasoning being that I got a second job. Also my employer gave me a final paystub indicating my whole final check went to taxes.,Labor & Employment / Wrongful Discharge,supported,needs_change,yes,two_labels_supported,Labor & Employment / Wage and Hour Claims,Labor & Employment / Wrongful Discharge,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,3/3 unanimous,two labels proposed; repeated multi-label signal,There are two distinct issues: termination and final wage/paystub handling. Current primary (Wrongful Discharge) misses the wage dispute and may not be the dominant issue.
