scenario_id,runs_observed,usable_runs,question_matched_runs,domestic_violence_explicit_probe_runs,expected_category_present_initial_runs,expected_category_is_initial_top_runs,expected_category_present_final_runs,expected_category_is_final_top_runs,final_exact_scorable_matched_runs,expected_exact_label_present_final_runs,distinct_question_sets,distinct_final_label_sets,swap_pair,domestic_violence_hidden_fact,paper_failure_mode
x0306,3,3,3,0,3,3,0,0,3,0,3,2,judgment_vs_bankruptcy,False,bankruptcy_collections_role_confusion
x0307,3,3,3,0,3,3,0,0,3,0,3,2,judgment_vs_bankruptcy,False,bankruptcy_collections_role_confusion
x0308,3,3,3,0,3,3,3,0,3,3,3,2,judgment_vs_bankruptcy,False,bankruptcy_collections_role_confusion
x0309,3,3,3,0,3,3,0,0,3,0,3,1,judgment_vs_bankruptcy,False,bankruptcy_collections_role_confusion
x0310,3,3,3,0,3,3,0,0,3,0,3,2,judgment_vs_bankruptcy,False,bankruptcy_collections_role_confusion
x0311,3,3,3,0,3,3,0,0,3,0,2,2,judgment_vs_bankruptcy,False,bankruptcy_collections_role_confusion
x0312,3,3,2,0,3,3,2,0,2,2,3,1,judgment_vs_bankruptcy,False,bankruptcy_collections_role_confusion
x0313,3,3,3,0,3,3,0,0,3,0,3,1,judgment_vs_bankruptcy,False,bankruptcy_collections_role_confusion
x0314,3,3,3,0,3,3,0,0,3,0,3,2,judgment_vs_bankruptcy,False,bankruptcy_collections_role_confusion
x0315,3,3,3,0,3,3,0,0,3,0,3,1,judgment_vs_bankruptcy,False,bankruptcy_collections_role_confusion
x0316,3,3,0,0,3,3,0,0,0,0,3,0,judgment_vs_bankruptcy,False,bankruptcy_collections_role_confusion
x0317,3,3,0,0,3,2,0,0,0,0,3,0,judgment_vs_bankruptcy,False,bankruptcy_collections_role_confusion
x0318,3,3,3,0,1,0,3,3,3,3,3,3,judgment_vs_bankruptcy,False,bankruptcy_collections_role_confusion
x0319,3,3,0,0,3,0,0,0,0,0,3,0,judgment_vs_bankruptcy,False,bankruptcy_collections_role_confusion
x0320,3,3,1,0,3,3,1,0,1,0,3,1,judgment_vs_bankruptcy,False,bankruptcy_collections_role_confusion
x0321,3,3,0,0,3,3,0,0,0,0,3,0,judgment_vs_bankruptcy,False,bankruptcy_collections_role_confusion
x0322,3,3,3,0,1,0,3,3,3,2,3,3,judgment_vs_bankruptcy,False,bankruptcy_collections_role_confusion
x0323,3,3,2,0,3,0,2,2,2,1,3,2,judgment_vs_bankruptcy,False,bankruptcy_collections_role_confusion
x0324,3,3,0,0,3,3,0,0,0,0,3,0,judgment_vs_bankruptcy,False,bankruptcy_collections_role_confusion
x0325,3,3,0,0,3,1,0,0,0,0,3,0,judgment_vs_bankruptcy,False,bankruptcy_collections_role_confusion
x0326,3,3,3,0,2,0,3,3,3,3,3,3,judgment_vs_bankruptcy,False,bankruptcy_collections_role_confusion
x0327,3,3,0,0,3,0,0,0,0,0,3,0,judgment_vs_bankruptcy,False,bankruptcy_collections_role_confusion
x0328,3,3,0,0,3,3,0,0,0,0,3,0,judgment_vs_bankruptcy,False,bankruptcy_collections_role_confusion
x0329,3,3,0,0,3,1,0,0,0,0,3,0,judgment_vs_bankruptcy,False,bankruptcy_collections_role_confusion
x0330,3,3,3,0,3,0,3,3,3,3,3,1,judgment_vs_bankruptcy,False,bankruptcy_collections_role_confusion
x0331,3,3,3,0,3,3,3,3,3,3,3,2,tenant_vs_landlord,False,
x0332,3,3,3,0,3,3,3,3,3,2,3,2,tenant_vs_landlord,False,
x0333,3,3,3,0,3,3,3,3,3,3,3,1,tenant_vs_landlord,False,
x0334,3,3,3,0,3,3,3,3,3,3,2,2,tenant_vs_landlord,False,
x0335,3,3,3,0,3,3,3,3,3,2,3,2,tenant_vs_landlord,False,
x0336,3,3,3,0,3,3,3,3,3,3,3,2,tenant_vs_landlord,False,
x0337,3,3,3,0,3,3,3,3,3,3,3,2,tenant_vs_landlord,False,
x0338,3,3,3,0,3,3,3,3,3,2,3,3,tenant_vs_landlord,False,
x0339,3,3,3,0,3,3,3,3,3,1,3,2,tenant_vs_landlord,False,
x0340,3,3,3,0,3,3,3,3,3,3,3,1,tenant_vs_landlord,False,
x0341,3,3,3,0,3,3,3,3,3,3,3,3,tenant_vs_landlord,False,
x0342,3,3,3,0,3,3,3,3,3,3,3,2,tenant_vs_landlord,False,
x0343,3,3,3,0,3,3,3,3,3,2,3,2,tenant_vs_landlord,False,
x0344,3,3,3,0,3,3,3,3,3,2,3,3,tenant_vs_landlord,False,
x0345,3,3,3,0,3,3,3,3,3,2,3,3,tenant_vs_landlord,False,
x0346,3,3,3,0,3,3,3,3,3,0,3,2,tenant_vs_landlord,False,
x0347,3,3,3,0,3,3,3,3,3,3,3,1,tenant_vs_landlord,False,
x0348,3,3,3,0,3,3,3,3,3,3,2,1,tenant_vs_landlord,False,
x0349,3,3,3,0,3,3,3,3,3,3,3,1,tenant_vs_landlord,False,
x0350,3,3,3,0,3,3,3,3,3,0,3,1,tenant_vs_landlord,False,
x0351,3,3,3,1,3,3,3,3,3,3,3,1,tenant_vs_landlord,False,
x0352,3,3,3,0,3,3,3,3,3,3,2,1,tenant_vs_landlord,False,
x0353,3,3,3,0,3,3,3,3,3,3,2,2,tenant_vs_landlord,False,
x0354,3,3,3,0,3,3,3,3,3,0,3,1,tenant_vs_landlord,False,
x0355,3,3,3,0,3,3,3,3,3,3,3,2,tenant_vs_landlord,False,
x0356,3,3,3,0,3,3,3,3,3,3,2,1,tenant_vs_landlord,False,
x0357,3,3,3,0,3,3,3,3,3,3,3,2,tenant_vs_landlord,False,
x0358,3,3,3,0,3,3,3,3,3,0,3,1,tenant_vs_landlord,False,
x0359,3,3,3,1,3,3,3,3,3,3,3,1,tenant_vs_landlord,False,
x0360,3,3,3,0,3,3,3,3,3,3,2,1,tenant_vs_landlord,False,
x0361,3,3,3,0,3,2,3,0,3,3,3,3,dui_vs_dmv,False,
x0362,3,3,2,0,2,0,2,2,2,2,3,2,dui_vs_dmv,False,
x0363,3,3,3,0,3,0,3,2,3,3,3,2,dui_vs_dmv,False,
x0364,3,3,3,0,3,0,3,1,3,3,2,2,dui_vs_dmv,False,
x0365,3,3,3,0,3,1,2,0,3,2,3,2,dui_vs_dmv,False,
x0366,3,3,2,0,3,0,2,2,2,2,3,1,dui_vs_dmv,False,
x0367,3,3,3,0,3,0,3,3,3,3,3,1,dui_vs_dmv,False,
x0368,3,3,3,0,3,0,3,3,3,3,3,1,dui_vs_dmv,False,
x0369,3,3,3,0,3,0,3,2,3,3,2,2,dui_vs_dmv,False,
x0370,3,3,3,0,0,0,3,3,3,3,2,2,dui_vs_dmv,False,
x0371,3,3,3,0,3,0,3,3,3,3,3,1,dui_vs_dmv,False,
x0372,3,3,3,0,3,0,3,2,3,3,2,2,dui_vs_dmv,False,
x0373,3,3,3,0,3,2,3,1,3,3,3,2,dui_vs_dmv,False,
x0374,3,3,3,0,3,0,3,3,3,3,3,2,dui_vs_dmv,False,
x0375,3,3,3,0,3,0,3,3,3,3,3,1,dui_vs_dmv,False,
x0376,3,3,3,0,3,3,2,0,3,0,3,2,dui_vs_dmv,False,
x0377,3,3,2,0,2,2,1,0,2,0,3,2,dui_vs_dmv,False,
x0378,3,3,3,0,3,3,0,0,3,0,2,1,dui_vs_dmv,False,
x0379,3,3,3,0,3,1,3,1,3,0,3,2,dui_vs_dmv,False,
x0380,3,3,3,0,3,3,3,0,3,0,3,2,dui_vs_dmv,False,
x0381,3,3,3,0,3,3,2,0,3,0,3,2,dui_vs_dmv,False,
x0382,3,3,3,0,3,3,0,0,3,0,1,2,dui_vs_dmv,False,
x0383,3,3,3,0,3,2,3,1,3,0,3,2,dui_vs_dmv,False,
x0384,3,3,3,0,3,3,3,0,3,0,3,1,dui_vs_dmv,False,
x0385,3,3,3,0,3,3,2,0,3,0,3,2,dui_vs_dmv,False,
x0386,3,3,3,0,3,3,0,0,3,0,3,2,dui_vs_dmv,False,
x0387,3,3,3,0,3,3,3,2,3,0,1,2,dui_vs_dmv,False,
x0388,3,3,3,0,3,3,2,0,3,0,3,2,dui_vs_dmv,False,
x0389,3,3,3,0,3,3,3,0,3,0,3,1,dui_vs_dmv,False,
x0390,3,3,3,0,3,3,0,0,3,0,3,3,dui_vs_dmv,False,
x0391,3,3,3,0,3,3,3,3,3,2,3,2,custody_vs_support,False,
x0392,3,3,3,0,3,3,3,3,3,3,2,1,custody_vs_support,False,
x0393,3,3,3,0,3,3,3,3,3,1,3,2,custody_vs_support,False,
x0394,3,3,1,0,3,3,1,1,1,0,3,1,custody_vs_support,False,
x0395,3,3,1,1,3,3,1,1,1,0,3,1,custody_vs_support,False,
x0396,3,3,3,0,3,3,3,3,3,3,1,1,custody_vs_support,False,
x0397,3,3,3,1,3,3,3,3,3,2,3,2,custody_vs_support,False,
x0398,3,3,0,3,3,3,0,0,0,0,3,0,custody_vs_support,False,
x0399,3,3,3,0,3,3,3,3,3,3,3,1,custody_vs_support,False,
x0400,3,3,3,0,3,3,3,3,3,3,2,1,custody_vs_support,False,
x0401,3,3,3,0,3,3,3,3,3,2,1,2,custody_vs_support,False,
x0402,3,3,0,2,3,3,0,0,0,0,3,0,custody_vs_support,False,
x0403,3,3,3,1,3,3,3,3,3,1,3,2,custody_vs_support,False,
x0404,3,3,3,0,3,3,3,3,3,3,1,1,custody_vs_support,False,
x0405,3,3,3,0,3,3,3,3,3,2,3,2,custody_vs_support,False,
x0406,3,3,3,0,3,3,3,3,3,3,3,1,custody_vs_support,False,
x0407,3,3,3,0,3,3,3,3,3,3,3,2,custody_vs_support,False,
x0408,3,3,3,0,3,3,3,3,3,3,3,2,custody_vs_support,False,
x0409,3,3,3,0,3,3,3,3,3,2,1,3,custody_vs_support,False,
x0410,3,3,3,0,3,3,3,3,3,3,3,1,custody_vs_support,False,
x0411,3,3,3,1,3,3,3,3,3,3,3,1,custody_vs_support,False,
x0412,3,3,3,1,3,3,3,3,3,3,3,1,custody_vs_support,False,
x0413,3,3,3,0,3,3,3,3,3,2,1,3,custody_vs_support,False,
x0414,3,3,3,0,3,3,3,3,3,3,3,2,custody_vs_support,False,
x0415,3,3,3,0,3,3,3,3,3,3,3,1,custody_vs_support,False,
x0416,3,3,3,0,3,3,3,3,3,3,3,1,custody_vs_support,False,
x0417,3,3,3,0,3,3,3,3,3,3,2,3,custody_vs_support,False,
x0418,3,3,3,0,3,3,3,3,3,3,2,1,custody_vs_support,False,
x0419,3,3,3,0,3,3,3,3,3,3,3,1,custody_vs_support,False,
x0420,3,3,3,0,3,3,3,3,3,3,3,1,custody_vs_support,False,
x0421,3,3,3,0,3,3,3,3,0,0,3,3,wages_vs_wrongful_discharge,False,
x0422,3,3,3,0,3,3,3,3,0,0,3,1,wages_vs_wrongful_discharge,False,
x0423,3,3,3,0,3,3,3,3,0,0,3,3,wages_vs_wrongful_discharge,False,
x0424,3,3,3,0,3,3,3,3,0,0,3,1,wages_vs_wrongful_discharge,False,
x0425,3,3,1,0,3,3,1,1,0,0,3,1,wages_vs_wrongful_discharge,False,
x0426,3,3,3,0,3,3,3,3,0,0,3,2,wages_vs_wrongful_discharge,False,
x0427,3,3,3,0,3,3,3,3,0,0,3,3,wages_vs_wrongful_discharge,False,
x0428,3,3,2,0,3,3,2,2,0,0,3,1,wages_vs_wrongful_discharge,False,
x0429,3,3,3,1,3,3,3,3,0,0,3,1,wages_vs_wrongful_discharge,False,
x0430,3,3,3,0,3,3,3,3,0,0,3,2,wages_vs_wrongful_discharge,False,
x0431,3,3,3,0,3,3,3,3,0,0,3,3,wages_vs_wrongful_discharge,False,
x0432,3,3,3,0,3,3,3,3,0,0,3,1,wages_vs_wrongful_discharge,False,
x0433,3,3,3,0,3,3,3,3,0,0,3,2,wages_vs_wrongful_discharge,False,
x0434,3,3,3,0,3,3,3,3,0,0,3,2,wages_vs_wrongful_discharge,False,
x0435,3,3,3,0,3,3,3,3,0,0,3,3,wages_vs_wrongful_discharge,False,
x0436,3,3,3,1,3,3,3,3,0,0,3,2,wages_vs_wrongful_discharge,False,
x0437,3,3,3,0,3,3,3,3,0,0,3,3,wages_vs_wrongful_discharge,False,
x0438,3,3,3,0,3,3,3,3,0,0,3,2,wages_vs_wrongful_discharge,False,
x0439,3,3,3,0,3,3,3,3,0,0,3,3,wages_vs_wrongful_discharge,False,
x0440,3,3,3,1,3,3,3,3,0,0,3,3,wages_vs_wrongful_discharge,False,
x0441,3,3,3,0,3,3,3,3,0,0,3,3,wages_vs_wrongful_discharge,False,
x0442,3,3,3,0,3,3,3,3,0,0,3,3,wages_vs_wrongful_discharge,False,
x0443,3,3,3,0,3,3,3,3,0,0,3,3,wages_vs_wrongful_discharge,False,
x0444,3,3,3,0,3,3,3,3,0,0,3,3,wages_vs_wrongful_discharge,False,
x0445,3,3,3,0,3,3,3,3,0,0,3,3,wages_vs_wrongful_discharge,False,
x0446,3,3,3,0,3,3,3,3,0,0,3,2,wages_vs_wrongful_discharge,False,
x0447,3,3,3,1,3,3,3,3,0,0,3,2,wages_vs_wrongful_discharge,False,
x0448,3,3,3,0,3,3,3,3,0,0,2,3,wages_vs_wrongful_discharge,False,
x0449,3,3,3,0,3,3,3,3,0,0,3,3,wages_vs_wrongful_discharge,False,
x0450,3,3,3,0,3,3,3,3,0,0,3,2,wages_vs_wrongful_discharge,False,
x0451,3,3,3,1,3,3,3,3,3,1,3,2,malpractice_vs_wrongful_death,False,
x0452,3,3,3,1,3,3,3,3,3,1,3,2,malpractice_vs_wrongful_death,False,
x0453,3,3,3,2,3,3,3,3,3,0,3,2,malpractice_vs_wrongful_death,False,
x0454,3,3,2,0,3,3,2,2,2,1,3,2,malpractice_vs_wrongful_death,False,
x0455,3,3,3,1,3,3,3,3,3,3,3,1,malpractice_vs_wrongful_death,False,
x0456,3,3,3,1,3,3,3,3,3,1,3,3,malpractice_vs_wrongful_death,False,
x0457,3,3,3,0,3,3,3,3,3,1,3,3,malpractice_vs_wrongful_death,False,
x0458,3,3,3,1,3,3,3,3,3,1,3,3,malpractice_vs_wrongful_death,False,
x0459,3,3,3,0,3,3,3,3,3,0,3,2,malpractice_vs_wrongful_death,False,
x0460,3,3,3,0,3,3,3,3,3,1,2,2,malpractice_vs_wrongful_death,False,
x0461,3,3,3,1,3,3,3,3,3,1,3,2,malpractice_vs_wrongful_death,False,
x0462,3,3,3,2,3,3,3,3,3,0,3,2,malpractice_vs_wrongful_death,False,
x0463,3,3,3,0,3,3,3,3,3,1,3,3,malpractice_vs_wrongful_death,False,
x0464,3,3,3,2,3,3,3,3,3,2,3,2,malpractice_vs_wrongful_death,False,
x0465,3,3,3,0,3,3,3,3,3,0,3,2,malpractice_vs_wrongful_death,False,
x0466,3,3,3,1,3,3,3,3,3,3,3,2,malpractice_vs_wrongful_death,False,
x0467,3,3,3,0,3,3,3,3,3,3,3,3,malpractice_vs_wrongful_death,False,
x0468,3,3,1,0,3,3,1,1,1,1,3,1,malpractice_vs_wrongful_death,False,
x0469,3,3,3,1,3,3,3,3,3,3,3,1,malpractice_vs_wrongful_death,False,
x0470,3,3,3,0,3,3,3,3,3,3,3,2,malpractice_vs_wrongful_death,False,
x0471,3,3,1,0,3,3,1,1,1,1,3,1,malpractice_vs_wrongful_death,False,
x0472,3,3,3,1,3,3,3,3,3,3,3,1,malpractice_vs_wrongful_death,False,
x0473,3,3,3,2,3,3,3,3,3,3,3,1,malpractice_vs_wrongful_death,False,
x0474,3,3,3,0,3,3,3,3,3,3,3,2,malpractice_vs_wrongful_death,False,
x0475,3,3,2,1,2,2,2,2,2,2,3,2,malpractice_vs_wrongful_death,False,
x0476,3,3,3,1,3,3,3,3,3,3,3,2,malpractice_vs_wrongful_death,False,
x0477,3,3,3,0,3,3,3,3,3,3,3,1,malpractice_vs_wrongful_death,False,
x0478,3,3,3,0,3,3,3,3,3,3,3,2,malpractice_vs_wrongful_death,False,
x0479,3,3,1,0,3,3,1,1,1,1,3,1,malpractice_vs_wrongful_death,False,
x0480,3,3,3,0,3,3,3,3,3,3,3,1,malpractice_vs_wrongful_death,False,
x0481,3,3,3,1,3,3,3,3,3,3,3,3,paternity_vs_custody,False,
x0482,3,3,3,0,3,3,3,3,3,0,3,3,paternity_vs_custody,False,
x0483,3,3,3,0,3,3,3,3,3,3,3,2,paternity_vs_custody,False,
x0484,3,3,3,0,3,3,3,3,3,3,3,1,paternity_vs_custody,False,
x0485,3,3,2,2,3,3,2,2,2,2,3,2,paternity_vs_custody,False,
x0486,3,3,3,1,3,3,3,3,3,0,3,2,paternity_vs_custody,False,
x0487,3,3,3,1,3,3,3,3,3,3,3,1,paternity_vs_custody,False,
x0488,3,3,3,0,3,3,3,3,3,3,3,2,paternity_vs_custody,False,
x0489,3,3,3,0,3,3,3,3,3,3,3,2,paternity_vs_custody,False,
x0490,3,3,2,0,3,3,2,2,2,2,3,2,paternity_vs_custody,False,
x0491,3,3,3,1,3,3,3,3,3,3,3,2,paternity_vs_custody,False,
x0492,3,3,3,0,3,3,3,3,3,3,3,1,paternity_vs_custody,False,
x0493,3,3,2,2,3,3,2,2,2,2,3,2,paternity_vs_custody,False,
x0494,3,3,2,0,3,3,2,2,2,0,3,2,paternity_vs_custody,False,
x0495,3,3,3,0,3,3,3,3,3,2,3,2,paternity_vs_custody,False,
x0496,3,3,2,3,3,3,2,2,2,0,3,2,paternity_vs_custody,False,
x0497,3,3,3,0,3,3,3,3,3,0,3,3,paternity_vs_custody,False,
x0498,3,3,0,0,3,3,0,0,0,0,2,0,paternity_vs_custody,False,
x0499,3,3,0,0,3,3,0,0,0,0,3,0,paternity_vs_custody,False,
x0500,3,3,2,2,3,3,2,2,2,0,3,2,paternity_vs_custody,False,
x0501,3,3,3,0,3,3,3,3,3,0,3,2,paternity_vs_custody,False,
x0502,3,3,0,1,3,3,0,0,0,0,3,0,paternity_vs_custody,False,
x0503,3,3,2,0,3,3,2,2,2,1,3,2,paternity_vs_custody,False,
x0504,3,3,3,1,3,3,3,3,3,0,3,1,paternity_vs_custody,False,
x0505,3,3,3,0,3,3,3,3,3,0,2,3,paternity_vs_custody,False,
x0506,3,3,0,2,3,3,0,0,0,0,3,0,paternity_vs_custody,False,
x0507,3,3,1,0,3,3,1,1,1,0,3,1,paternity_vs_custody,False,
x0508,3,3,3,0,3,3,3,3,3,0,3,1,paternity_vs_custody,False,
x0509,3,3,3,0,3,3,3,3,3,0,3,2,paternity_vs_custody,False,
x0510,3,3,1,0,3,3,1,1,1,0,3,1,paternity_vs_custody,False,
x0511,3,3,2,0,3,3,2,2,2,0,3,1,guardianship_vs_elder_abuse,False,
x0512,3,3,1,0,3,3,1,1,1,0,3,1,guardianship_vs_elder_abuse,False,
x0513,3,3,1,0,3,3,1,1,1,0,3,1,guardianship_vs_elder_abuse,False,
x0514,3,3,1,1,3,2,1,1,1,0,3,1,guardianship_vs_elder_abuse,False,
x0515,3,3,2,1,3,3,2,2,2,1,3,2,guardianship_vs_elder_abuse,False,
x0516,3,3,1,0,3,3,1,1,1,0,3,1,guardianship_vs_elder_abuse,False,
x0517,3,3,1,1,3,3,1,1,1,0,3,1,guardianship_vs_elder_abuse,False,
x0518,3,3,2,1,3,3,2,2,2,0,3,1,guardianship_vs_elder_abuse,False,
x0519,3,3,2,1,3,3,2,2,2,0,3,1,guardianship_vs_elder_abuse,False,
x0520,3,3,1,0,3,3,1,1,1,0,3,1,guardianship_vs_elder_abuse,False,
x0521,3,3,1,0,3,3,1,1,1,0,3,1,guardianship_vs_elder_abuse,False,
x0522,3,3,1,2,3,3,1,1,1,0,3,1,guardianship_vs_elder_abuse,False,
x0523,3,3,1,0,3,3,1,1,1,0,3,1,guardianship_vs_elder_abuse,False,
x0524,3,3,1,0,3,3,1,1,1,0,3,1,guardianship_vs_elder_abuse,False,
x0525,3,3,0,0,3,3,0,0,0,0,3,0,guardianship_vs_elder_abuse,False,
x0526,3,3,3,1,3,3,3,3,3,3,3,2,guardianship_vs_elder_abuse,False,
x0527,3,3,3,2,3,3,3,3,3,3,3,1,guardianship_vs_elder_abuse,False,
x0528,3,3,3,1,3,3,3,3,3,3,3,1,guardianship_vs_elder_abuse,False,
x0529,3,3,2,1,3,3,2,2,2,2,3,2,guardianship_vs_elder_abuse,False,
x0530,3,3,3,2,3,3,3,3,3,3,3,2,guardianship_vs_elder_abuse,False,
x0531,3,3,3,3,3,3,3,3,3,3,3,2,guardianship_vs_elder_abuse,False,
x0532,3,3,3,2,3,3,3,3,3,3,3,2,guardianship_vs_elder_abuse,False,
x0533,3,3,2,0,3,3,2,2,2,2,3,1,guardianship_vs_elder_abuse,False,
x0534,3,3,3,1,3,3,3,3,3,3,3,2,guardianship_vs_elder_abuse,False,
x0535,3,3,3,1,3,3,3,3,3,3,3,2,guardianship_vs_elder_abuse,False,
x0536,3,3,3,2,3,3,3,3,3,3,3,1,guardianship_vs_elder_abuse,False,
x0537,3,3,2,0,3,3,2,2,2,2,3,1,guardianship_vs_elder_abuse,False,
x0538,3,3,3,2,3,3,3,3,3,3,3,2,guardianship_vs_elder_abuse,False,
x0539,3,3,3,3,3,3,3,3,3,3,3,2,guardianship_vs_elder_abuse,False,
x0540,3,3,3,1,3,3,3,3,3,3,3,2,guardianship_vs_elder_abuse,False,
x0541,3,3,3,0,3,3,3,3,3,3,2,1,ssd_vs_ssi,False,
x0542,3,3,3,0,3,3,3,3,3,3,3,1,ssd_vs_ssi,False,
x0543,3,3,3,0,3,3,3,3,3,3,3,1,ssd_vs_ssi,False,
x0544,3,3,3,0,3,3,3,3,3,3,3,2,ssd_vs_ssi,False,
x0545,3,3,3,0,3,3,3,3,3,3,3,1,ssd_vs_ssi,False,
x0546,3,3,3,0,3,3,3,3,3,3,3,2,ssd_vs_ssi,False,
x0547,3,3,3,0,3,2,3,3,3,3,3,3,ssd_vs_ssi,False,
x0548,3,3,3,0,3,3,3,3,3,3,3,1,ssd_vs_ssi,False,
x0549,3,3,3,0,3,3,3,3,3,3,3,1,ssd_vs_ssi,False,
x0550,3,3,2,0,3,3,2,2,2,2,3,1,ssd_vs_ssi,False,
x0551,3,3,3,0,3,3,3,3,3,3,3,1,ssd_vs_ssi,False,
x0552,3,3,3,0,3,3,3,3,3,3,2,1,ssd_vs_ssi,False,
x0553,3,3,3,0,3,3,3,3,3,3,2,1,ssd_vs_ssi,False,
x0554,3,3,3,0,3,3,3,3,3,3,3,1,ssd_vs_ssi,False,
x0555,3,3,3,0,3,3,3,3,3,3,2,3,ssd_vs_ssi,False,
x0556,3,3,3,0,3,3,3,3,0,0,3,1,ssd_vs_ssi,False,
x0557,3,3,3,0,3,3,3,3,0,0,2,1,ssd_vs_ssi,False,
x0558,3,3,3,0,3,3,3,3,0,0,2,1,ssd_vs_ssi,False,
x0559,3,3,3,0,3,3,3,3,0,0,3,1,ssd_vs_ssi,False,
x0560,3,3,3,0,3,3,3,3,0,0,3,2,ssd_vs_ssi,False,
x0561,3,3,3,0,3,3,3,3,0,0,3,1,ssd_vs_ssi,False,
x0562,3,3,3,0,3,3,3,3,0,0,1,1,ssd_vs_ssi,False,
x0563,3,3,3,0,3,3,3,3,0,0,3,1,ssd_vs_ssi,False,
x0564,3,3,3,0,3,3,3,3,0,0,3,1,ssd_vs_ssi,False,
x0565,3,3,3,0,3,3,3,3,0,0,3,1,ssd_vs_ssi,False,
x0566,3,3,3,0,3,3,3,3,0,0,3,1,ssd_vs_ssi,False,
x0567,3,3,3,0,3,3,3,3,0,0,3,1,ssd_vs_ssi,False,
x0568,3,3,3,0,3,3,3,3,0,0,2,2,ssd_vs_ssi,False,
x0569,3,3,3,0,3,3,3,3,0,0,3,1,ssd_vs_ssi,False,
x0570,3,3,3,0,3,3,3,3,0,0,1,1,ssd_vs_ssi,False,
x0571,3,3,3,1,3,3,3,3,3,3,3,2,copyright_vs_patent,False,
x0572,3,3,3,1,3,3,3,3,3,1,3,2,copyright_vs_patent,False,
x0573,3,3,3,0,3,3,3,3,3,0,3,2,copyright_vs_patent,False,
x0574,3,3,3,0,3,3,3,3,3,3,2,2,copyright_vs_patent,False,
x0575,3,3,3,0,3,3,3,3,3,3,3,3,copyright_vs_patent,False,
x0576,3,3,3,2,3,3,3,3,3,2,3,3,copyright_vs_patent,False,
x0577,3,3,3,0,3,3,3,3,3,0,2,1,copyright_vs_patent,False,
x0578,3,3,3,0,3,3,3,3,3,3,2,2,copyright_vs_patent,False,
x0579,3,3,3,0,3,3,3,3,3,3,2,3,copyright_vs_patent,False,
x0580,3,3,3,0,3,3,3,3,3,1,3,3,copyright_vs_patent,False,
x0581,3,3,3,1,3,3,3,3,3,0,3,2,copyright_vs_patent,False,
x0582,3,3,3,0,3,3,3,3,3,3,2,2,copyright_vs_patent,False,
x0583,3,3,3,1,3,3,3,3,3,3,3,3,copyright_vs_patent,False,
x0584,3,3,3,1,3,3,3,3,3,3,3,2,copyright_vs_patent,False,
x0585,3,3,3,0,3,3,3,3,3,1,1,2,copyright_vs_patent,False,
x0586,3,3,3,2,3,3,3,3,3,1,3,3,copyright_vs_patent,False,
x0587,3,3,3,1,3,3,3,3,3,3,3,1,copyright_vs_patent,False,
x0588,3,3,3,0,3,3,3,3,3,3,2,3,copyright_vs_patent,False,
x0589,3,3,3,0,3,3,3,3,3,3,2,3,copyright_vs_patent,False,
x0590,3,3,3,0,3,3,3,3,3,3,3,2,copyright_vs_patent,False,
x0591,3,3,3,0,3,3,3,3,3,3,3,2,copyright_vs_patent,False,
x0592,3,3,3,1,3,3,3,3,3,3,3,2,copyright_vs_patent,False,
x0593,3,3,3,0,3,3,3,3,3,3,2,3,copyright_vs_patent,False,
x0594,3,3,3,0,3,3,3,3,3,2,3,2,copyright_vs_patent,False,
x0595,3,3,3,0,3,3,3,3,3,3,3,2,copyright_vs_patent,False,
x0596,3,3,3,0,3,3,3,3,3,3,2,3,copyright_vs_patent,False,
x0597,3,3,3,1,3,3,3,3,3,2,3,3,copyright_vs_patent,False,
x0598,3,3,3,1,3,3,3,3,3,3,3,1,copyright_vs_patent,False,
x0599,3,3,3,0,3,3,3,3,3,3,2,1,copyright_vs_patent,False,
x0600,3,3,3,0,3,3,3,3,3,3,2,2,copyright_vs_patent,False,
x0601,3,3,0,0,3,3,0,0,0,0,1,0,contractor_vs_small_claims,False,
x0602,3,3,1,0,3,3,1,0,1,1,3,1,contractor_vs_small_claims,False,
x0603,3,3,2,0,3,3,0,0,2,0,3,1,contractor_vs_small_claims,False,
x0604,3,3,2,0,2,0,2,1,2,0,3,2,contractor_vs_small_claims,False,
x0605,3,3,3,1,3,3,1,0,3,1,3,2,contractor_vs_small_claims,False,
x0606,3,3,2,0,3,3,1,0,2,1,3,2,contractor_vs_small_claims,False,
x0607,3,3,2,0,3,3,0,0,2,0,3,1,contractor_vs_small_claims,False,
x0608,3,3,2,0,2,0,2,2,2,1,3,2,contractor_vs_small_claims,False,
x0609,3,3,2,0,3,3,1,0,2,1,3,2,contractor_vs_small_claims,False,
x0610,3,3,1,0,3,3,1,0,1,0,3,1,contractor_vs_small_claims,False,
x0611,3,3,1,0,3,3,1,0,1,0,2,1,contractor_vs_small_claims,False,
x0612,3,3,0,0,2,0,0,0,0,0,3,0,contractor_vs_small_claims,False,
x0613,3,3,1,1,3,3,0,0,1,0,2,1,contractor_vs_small_claims,False,
x0614,3,3,2,0,3,3,1,0,2,1,3,2,contractor_vs_small_claims,False,
x0615,3,3,0,0,3,3,0,0,0,0,3,0,contractor_vs_small_claims,False,
x0616,3,3,3,0,3,2,3,2,3,3,2,2,contractor_vs_small_claims,False,
x0617,3,3,1,0,3,0,1,1,1,1,3,1,contractor_vs_small_claims,False,
x0618,3,3,3,0,3,0,3,3,3,3,3,1,contractor_vs_small_claims,False,
