row_number,problem_description,original_human_category,original_human_subcategory,internal_review_label,ai_multilabel_assessment,supported_candidate_count,candidate_labels,candidate_support,candidate_rank1_support,candidate_models,candidate_justifications
369,"I am disabled as are my 2 daughters. We are being evicted and have nowhere to go. My husband left us with nothing, and I am still awaiting my SSI determination. We don’t know what to do. Please advise.",Real Property,,Real Property / Tenant (Residential),possible two-label candidate,2,Real Property / Tenant (Residential) || Administrative Law / Social Security/SSI,3 || 2,3 || 0,"Real Property / Tenant (Residential): DeepSeek v4, Gemini 3.1 Pro Preview, GPT-5.2 || Administrative Law / Social Security/SSI: Gemini 3.1 Pro Preview, GPT-5.2","Real Property / Tenant (Residential): DeepSeek v4: The user is disabled and facing eviction with nowhere to go, seeking advice on how to proceed, which is a residential tenant eviction matter with potential disability accommodations. / Gemini 3.1 Pro Preview: The immediate legal crisis is that the user and their family are tenants facing eviction. / GPT-5.2: User states they are being evicted and need help; the immediate legal issue is residential eviction defense regardless of disability/SSI status. || Administrative Law / Social Security/SSI: Gemini 3.1 Pro Preview: The user also mentions they are awaiting a determination for SSI, which is a needs-based government benefit. / GPT-5.2: They mention awaiting SSI determination, but that is ancillary; the core request is about eviction rather than appealing an SSI denial."
370,1) Real Estate we recently purchased a home and we're lied to about what was included. 2) We need help figuring out our water rights on the property we purchase we were told 2 people have a easement to a water pipe going through the property however we were never shown an easement and we have k lines attached to this pipe.,Real Property,,Real Property / Water Law,two-label candidate,2,Real Property / General (residential) || Real Property / Water Law,3 || 2,2 || 1,"Real Property / General (residential): DeepSeek v4, Gemini 3.1 Pro Preview, GPT-5.2 || Real Property / Water Law: Gemini 3.1 Pro Preview, GPT-5.2","Real Property / General (residential): DeepSeek v4: The user purchased a home and was misled about what was included, and needs help with water rights and easement disclosures, which are residential property purchase disputes. / Gemini 3.1 Pro Preview: The user recently purchased a residential property and is disputing misrepresentations made during the sale, as well as looking to clarify boundary and easement issues. / GPT-5.2: They also report misrepresentations about what was included in the home purchase; that purchase/title-type dispute is secondary to the water rights question. || Real Property / Water Law: Gemini 3.1 Pro Preview: The user specifically needs help figuring out water rights on the property and an easement related to a water pipe. / GPT-5.2: User needs help determining water rights/easements and use of a water pipe on newly purchased property, which squarely concerns rights to use water and related easements."
371,I believe that I am being discriminated against by my Landlord for having children one of which has a disability. I have received multiple violations and am now being threatened with an eviction. I need help fighting this because my Landlord is making it a point to make my children and I feel very unsafe and uncomfortable living in our own home.,Real Property,,Real Property / Tenant (Residential),three-label candidate,3,Real Property / Tenant (Residential) || General Litigation / Civil Rights || Real Property / LLTN – ADA issues/Animals/Accommodations,3 || 2 || 2,3 || 0 || 0,"Real Property / Tenant (Residential): DeepSeek v4, Gemini 3.1 Pro Preview, GPT-5.2 || General Litigation / Civil Rights: Gemini 3.1 Pro Preview, GPT-5.2 || Real Property / LLTN – ADA issues/Animals/Accommodations: DeepSeek v4, GPT-5.2","Real Property / Tenant (Residential): DeepSeek v4: The user is a residential tenant facing discrimination based on familial status and disability, including threats of eviction, which is a residential tenant discrimination/housing rights issue. / Gemini 3.1 Pro Preview: The user is a tenant being threatened with eviction and needs help fighting the landlord's actions. / GPT-5.2: Tenant is threatened with eviction after receiving violations and seeks help fighting landlord actions; residential landlord-tenant dispute is central. || General Litigation / Civil Rights: Gemini 3.1 Pro Preview: The user explicitly alleges the landlord is discriminating against them in housing based on familial status (having children) and disability, which are protected civil rights. / GPT-5.2: If the core claim is discrimination in housing based on familial status/disability rather than lease enforcement, it may become a civil rights/fair housing case; details are limited. || Real Property / LLTN – ADA issues/Animals/Accommodations: DeepSeek v4: The discrimination claim involves a child with a disability, possibly relating to reasonable accommodations, though the primary complaint is broader discriminatory treatment rather than a specific accommodation denial. / GPT-5.2: They allege the landlord is targeting them because a child has a disability; if the dispute involves denial of a disability accommodation, this subcategory fits better than general tenant issues."
374,"My wife is a travel nurse in contract at Alderstone University Hospital since January. We travel in our RV. We were staying at Silver Hills Mobile Terrace and RV Park since January. On Monday, July 8th, another resident of the RV shot 4 times at our RV, causing damage to the slide out and breaking a window. Myself and my 3 children were at home when the shooting occurred, and my wife was at work. She had to leave work to come home due to the incident. We were evicted from the RV Park the following day per the manager, with a 24 hr notice to vacate, without warning. We found out a few days later that the manager of The RV park has been having issues with the tenant that shot us, he and another person were known felons, and had been causing disorderly conduct for the past month with several attempts to evict hem. I believe I was not provided a safe place to live, and was wrongly evicted.",Real Property,,Real Property / Mobile Home (Tenant/Owner),two-label candidate,2,Real Property / Mobile Home (Tenant/Owner) || Real Property / Tenant (Residential),2 || 2,2 || 1,"Real Property / Mobile Home (Tenant/Owner): Gemini 3.1 Pro Preview, GPT-5.2 || Real Property / Tenant (Residential): DeepSeek v4, Gemini 3.1 Pro Preview","Real Property / Mobile Home (Tenant/Owner): Gemini 3.1 Pro Preview: The user lives in an RV in a Mobile Terrace and RV park (analogous to a mobile home park) and is disputing a 24-hour eviction notice and unsafe park conditions. / GPT-5.2: User lived in an RV park and was given a 24-hour notice to vacate; claims unsafe premises and wrongful eviction by the park—fits mobile home/RV park tenant issues. || Real Property / Tenant (Residential): DeepSeek v4: The user was living in an RV park and was evicted with 24-hour notice after a shooting by another resident, claiming unsafe living conditions and wrongful eviction, which is a residential tenancy dispute involving habitability and eviction. / Gemini 3.1 Pro Preview: Included as a secondary match because an RV eviction dispute might fall under standard residential tenancy laws depending on the length of stay and jurisdiction."
384,"A specific real estate property situation in which we are deciding if it would be more beneficial to transfer ownership a property or put it in a trust. Must be experienced with disabled veterans (for questions related to property taxes and VA construction loan.) Questions would be about property transfer, trusts, tax liability, and possibly the terms of a VA construction loan.",Real Property,,Wills & Trusts / Living Trusts,possible two-label candidate,2,"Wills & Trusts / Living Trusts || Real Property / Government Loans (VA,FHA,Etc.)",2 || 2,2 || 0,"Wills & Trusts / Living Trusts: Gemini 3.1 Pro Preview, GPT-5.2 || Real Property / Government Loans (VA,FHA,Etc.): Gemini 3.1 Pro Preview, GPT-5.2","Wills & Trusts / Living Trusts: Gemini 3.1 Pro Preview: The user is seeking advice on transferring property versus putting it into a trust to manage assets and limit tax liability. / GPT-5.2: User is deciding whether to transfer a property or place it into a trust and asks about trust structuring and ownership transfer consequences. That is classic living trust/estate planning decision-making. || Real Property / Government Loans (VA,FHA,Etc.): Gemini 3.1 Pro Preview: The user specifically needs an attorney experienced with VA construction loans as part of this property transfer strategy. / GPT-5.2: They also want advice related to a VA construction loan tied to the property; this is secondary to the estate planning/transfer question."
387,"Ongoing harassment from next door neighbor. I was bear sprayed through a hole he cut in the fence. He harrassed 11 y.o. daughter. My wife believes she was shot at with a pellet gun. Sprayed chemicals to kill plants on my property. Threatened delivery workers with violence. He has cut peepholes in the fence and established cameras pointing into our yard and windows. 3 plus neighbors have similar stories and they have all told me that previous owners have moved because of this neighbor and his aggressive actions. We want to enjoy our home, but he finds joy in making life miserable for us and fearful of our young children’s safety. He has said “I’ll never stop watching you”",Real Property,,General Litigation / Neighbor Disputes/Nuisance,possible two-label candidate,2,General Litigation / Neighbor Disputes/Nuisance || General Litigation / Stalking Orders,3 || 2,3 || 0,"General Litigation / Neighbor Disputes/Nuisance: DeepSeek v4, Gemini 3.1 Pro Preview, GPT-5.2 || General Litigation / Stalking Orders: Gemini 3.1 Pro Preview, GPT-5.2","General Litigation / Neighbor Disputes/Nuisance: DeepSeek v4: The user describes ongoing harassment and property damage by a neighbor, including threats to family, which constitutes a nuisance and neighbor dispute. / Gemini 3.1 Pro Preview: The user is dealing with extreme harassment, property damage, and nuisance from a next-door neighbor. / GPT-5.2: User describes severe neighbor conflict involving fence tampering, cameras aimed into their yard/windows, threats, and property damage, seeking relief to enjoy their home safely. This is primarily a neighbor nuisance/harassment dispute affecting property enjoyment. || General Litigation / Stalking Orders: Gemini 3.1 Pro Preview: The neighbor's behavior involves aggressive stalking elements, such as cutting peepholes, setting up cameras, and making direct threats, which may warrant a protective order. / GPT-5.2: Statements like 'I'll never stop watching you,' surveillance, and repeated intimidation could support seeking a stalking protective order; included because the desired remedy may be a court order for protection rather than damages only."
391,"A contractor lied about having a plumbing license and flooded my place twice. He has general contractor license not a plumbing license. I have gone through insurance claim (declined due to him not being a plumber), and CCB mediation (he refused to participate). Seems like my last option is go legal route to go after his bond for the house repair compensation. Would like to know what route will make the most sense for my financial compensation. Circuit court with lawyer fee vs Small claim court with not larger than $10K compensation. My estimate of damage caused by him is about $18K.",Real Property,,Real Property / Construction/Contractors,possible two-label candidate,2,Real Property / Construction/Contractors || Consumer Law / Small Claims Advice,3 || 2,3 || 0,"Real Property / Construction/Contractors: DeepSeek v4, Gemini 3.1 Pro Preview, GPT-5.2 || Consumer Law / Small Claims Advice: Gemini 3.1 Pro Preview, GPT-5.2","Real Property / Construction/Contractors: DeepSeek v4: The user hired an unlicensed plumbing contractor who caused property damage, and seeks legal recourse against the contractor's bond, a construction dispute. / Gemini 3.1 Pro Preview: The primary issue is a dispute with a contractor over property damage (flooding) caused by unlicensed plumbing work. / GPT-5.2: User hired a contractor who misrepresented licensing (no plumbing license) and caused flooding/property damage; they are exploring bond claims and court options. The central conflict is defective/unauthorized contractor work tied to home repairs. || Consumer Law / Small Claims Advice: Gemini 3.1 Pro Preview: The user specifically asks for strategic advice on whether to file in small claims court or circuit court for the damages. / GPT-5.2: They specifically weigh circuit court vs small claims and damages around $18k with a $10k small-claims cap, suggesting procedural guidance may be needed; secondary to the contractor dispute itself."
392,"I am a small time landlord with two sixplexes in Portland. Recently, one of my studios came available. The studio is my smallest at 400 sq feet. We had someone tour the studio and showed a lot of interest. However, it would be a husband and wife and their 3 year old daughter. I think this is too many people for such a small space and would result in a lot of wear and tear and a lot of water use (I pay the water). Am I allowed to refuse their application?",Real Property,,Real Property / Landlord Residential,possible two-label candidate,2,Real Property / Landlord Residential || General Litigation / Civil Rights,3 || 2,3 || 0,"Real Property / Landlord Residential: DeepSeek v4, Gemini 3.1 Pro Preview, GPT-5.2 || General Litigation / Civil Rights: Gemini 3.1 Pro Preview, GPT-5.2","Real Property / Landlord Residential: DeepSeek v4: The user is a residential landlord asking about the legality of refusing a tenant based on occupancy limits for a small studio, a landlord rights question. / Gemini 3.1 Pro Preview: The user is a residential landlord inquiring about the legality of refusing a rental application based on occupancy limits. / GPT-5.2: Landlord asks whether they may refuse an application by a family of three for a small studio, raising occupancy/selection rules and potential fair housing constraints. This is landlord-side tenant screening/lease decision-making. || General Litigation / Civil Rights: Gemini 3.1 Pro Preview: Refusing housing to a family with a child could implicate fair housing laws and discrimination based on familial status. / GPT-5.2: Refusing a family with a child may implicate discrimination based on familial status; included because the key legal risk could be a civil rights/fair housing claim rather than a simple lease issue."
397,I need a tax attorney I need someone to help me review submitted tax documents on my tax account (old) and cross reference review my ssdi statements and to read instructions on what i need to fill out to sort and what provisions that may or may not be submitted by me. Someone has tried to to submit tax documents in my name before in an attempt to steal my benefits i have just WON my disability case I will be receiving SSDI and SSI back pay I have several concerns about already submitted documents and corrections that need to be made basically i need help submitting irs tax forms to irs so i can respond to my taxes and get my benefits paid directly to me while making sure everything is correct. Please call me with any questions I need help ASAP background verification is required I will pay hourly or daily and out of pocket cash or check. I will pay right away I really need help by someone who can help me with taxes,Taxation,,Taxation / Personal Income,possible two-label candidate,2,Taxation / Personal Income || Consumer Law / Identity Theft,3 || 2,3 || 0,"Taxation / Personal Income: DeepSeek v4, Gemini 3.1 Pro Preview, GPT-5.2 || Consumer Law / Identity Theft: Gemini 3.1 Pro Preview, GPT-5.2","Taxation / Personal Income: DeepSeek v4: The user needs help reviewing past tax documents, correcting potential identity theft on their tax account, and ensuring proper filing for benefits, a personal income tax assistance matter. / Gemini 3.1 Pro Preview: The primary request is for a tax attorney to review personal income tax documents and submit correct forms to the IRS. / GPT-5.2: User needs help reviewing and correcting IRS tax account filings and submitting proper forms to protect SSDI/SSI back pay, indicating an individual tax filing/dispute/compliance matter with the IRS. || Consumer Law / Identity Theft: Gemini 3.1 Pro Preview: The user states someone fraudulently submitted tax documents in their name to steal their benefits, which is identity theft. / GPT-5.2: They report someone previously tried submitting tax documents in their name to steal benefits, which aligns with identity theft concerns, but the requested help is primarily tax-form correction with IRS."
399,Need legal advise regarding a trustee who has breached their fiduciary duty. Possible elder financial abuse. Also is there a statue of limitation on when I need to file a complaint?,Wills & Trusts,,Wills & Trusts / Litigation,possible two-label candidate,2,Wills & Trusts / Litigation || Wills & Trusts / Elder Abuse,3 || 2,3 || 0,"Wills & Trusts / Litigation: DeepSeek v4, Gemini 3.1 Pro Preview, GPT-5.2 || Wills & Trusts / Elder Abuse: Gemini 3.1 Pro Preview, GPT-5.2","Wills & Trusts / Litigation: DeepSeek v4: The user alleges a trustee breached fiduciary duty and committed elder financial abuse, potentially leading to trust litigation. / Gemini 3.1 Pro Preview: The user intends to file a complaint against a trustee who has breached their fiduciary duty, which requires taking legal action over the mismanagement of a trust. / GPT-5.2: User alleges trustee breach of fiduciary duty and asks about statutes of limitation for filing, suggesting a potential lawsuit over trust administration/mismanagement. || Wills & Trusts / Elder Abuse: Gemini 3.1 Pro Preview: The breach of fiduciary duty is tied to suspected elder financial abuse, making this a highly relevant subset of estate law. / GPT-5.2: They also suspect elder financial abuse connected to the trustee’s conduct; included because the claim may involve exploitation of an elderly person beyond ordinary trust mismanagement."
401,"I lost my cousin brother and left me as a beneficiary and investments retire account already notify them about the deceased familiar he do not have any other familiar, will or state assets just only that account do not know if I will need an attorney to help me fill a rights form I have it including the ones they will sent me also with the funeral expenses and other issues economically i do not have money or enough money to pay for an attorney unless have access to the funds",Wills & Trusts,,"Wills & Trusts / General (Wills, Trusts, Estates)",possible two-label candidate,2,"Wills & Trusts / General (Wills, Trusts, Estates) || Wills & Trusts / Probate",3 || 2,3 || 0,"Wills & Trusts / General (Wills, Trusts, Estates): DeepSeek v4, Gemini 3.1 Pro Preview, GPT-5.2 || Wills & Trusts / Probate: Gemini 3.1 Pro Preview, GPT-5.2","Wills & Trusts / General (Wills, Trusts, Estates): DeepSeek v4: The user is a beneficiary of a deceased cousin's retirement account and needs help with the claims process when there is no will, falling under estate administration. / Gemini 3.1 Pro Preview: The user needs advice on claiming a deceased relative's retirement account as the beneficiary and determining what legal paperwork is required. / GPT-5.2: User is a beneficiary of a deceased relative’s retirement/investment account and needs help with claim forms and handling related expenses, which is estate/beneficiary administration guidance. || Wills & Trusts / Probate: Gemini 3.1 Pro Preview: Although it appears to be a direct beneficiary situation, the user might need to navigate a small estate or probate process if the financial institution requires court documentation. / GPT-5.2: If the account requires court involvement or there are other estate assets/administration steps, probate may be implicated; included due to uncertainty about whether beneficiary designation avoids probate here."
402,"Interested in setting up a trust (or other similar options if advised to be better). Looking for description of what a trust is, how to set it up, and if it works for our situation. Want financial assets, real estate, and anything else owned to be in it. As well as wills & beneficiaries. Looking for advice on how to best go about all this, to take the burden off worrying about managing all of it and to make sure everything goes the way we would like.",Wills & Trusts,,Wills & Trusts / Living Trusts,two-label candidate,2,"Wills & Trusts / General (Wills, Trusts, Estates) || Wills & Trusts / Living Trusts",3 || 2,2 || 1,"Wills & Trusts / General (Wills, Trusts, Estates): DeepSeek v4, Gemini 3.1 Pro Preview, GPT-5.2 || Wills & Trusts / Living Trusts: Gemini 3.1 Pro Preview, GPT-5.2","Wills & Trusts / General (Wills, Trusts, Estates): DeepSeek v4: User wants to set up a trust covering all assets (financial, real estate, other) along with wills and beneficiaries, seeking comprehensive estate planning advice. / Gemini 3.1 Pro Preview: The user is looking for general advice on estate planning, including setting up a trust, a will, and designating beneficiaries for their assets. / GPT-5.2: They also ask generally about wills, beneficiaries, and overall planning; this is broader estate planning beyond only a trust. || Wills & Trusts / Living Trusts: Gemini 3.1 Pro Preview: If the primary focus of the user becomes setting up a trust to manage their assets during life and avoid probate, this specialized category applies. / GPT-5.2: User wants to put financial assets and real estate into a trust to manage/distribute property and reduce burden, which aligns with creating a revocable living trust as a primary estate-planning tool."
404,"My elderly mother and her partner are in a senior care facility in Oregon. They both have dementia and have not signed over power of attorney. Medicaid pays for them to stay at the senior care facility. We have just received notice that their medicaid benefit will end because they have a house in their name. The jointly own the house (which is only worth the land and not in acceptable condition to sell as a dwelling so the value is only in the land it sits upon). They do not want to sell the house, but Medicaid is terminating their accounts in August because they own this asset. As children, we have no ability to sell their asset in order for them to continue on Medicaid. The mother and partner also refuse to sell because they have dementia and are not in their right mind to understand the consequences of this decision. If medicaid stops, will they be released on the street in this unfit condition to care for themselves? Is this legal in Oregon? What are the options as the son and daughter",Wills & Trusts,,Administrative Law / Medicare/Medicaid,three-label candidate,3,Administrative Law / Medicare/Medicaid || Wills & Trusts / Medicare/Medicaid Planning || Wills & Trusts / Conservatorship/Guardianship,3 || 2 || 2,1 || 2 || 0,"Administrative Law / Medicare/Medicaid: DeepSeek v4, Gemini 3.1 Pro Preview, GPT-5.2 || Wills & Trusts / Medicare/Medicaid Planning: DeepSeek v4, Gemini 3.1 Pro Preview || Wills & Trusts / Conservatorship/Guardianship: Gemini 3.1 Pro Preview, GPT-5.2","Administrative Law / Medicare/Medicaid: DeepSeek v4: User is responding to a notice that Medicaid benefits will end, which is a direct dispute with a government health insurance program over benefit termination. / Gemini 3.1 Pro Preview: The user has received a notice of termination for a government healthcare benefit, which may involve administrative appeals. / GPT-5.2: They received notice Medicaid will end due to owning a house and need to challenge/handle termination of benefits; this is a government health-benefit eligibility/termination dispute. || Wills & Trusts / Medicare/Medicaid Planning: DeepSeek v4: The core issue is preventing termination of Medicaid benefits due to asset ownership (the house) and exploring legal strategies like guardianship or asset management to preserve eligibility. / Gemini 3.1 Pro Preview: The core issue involves structuring the parents' assets (the house) to maintain Medicaid eligibility for their long-term care. || Wills & Trusts / Conservatorship/Guardianship: Gemini 3.1 Pro Preview: Since the parents have dementia and no power of attorney was established, the children will likely need to seek guardianship/conservatorship to legally manage the property. / GPT-5.2: Because the parents have dementia and lack POA, the children may need a court appointment to manage assets/decisions; this is secondary to the benefits termination issue."
407,I need to find someone to help with a guardianship/conservatorship/elder law. I am a POA for my aging father and I am trying to understand what I can/cannot do in order to help him with his finances so he doesn't become homeless. He needs help but I need to find someone to work with to complete this process in the right and orderly way.,Wills & Trusts,,Wills & Trusts / Conservatorship/Guardianship,possible two-label candidate,2,Wills & Trusts / Conservatorship/Guardianship || Wills & Trusts / Power of Attorney,3 || 2,3 || 0,"Wills & Trusts / Conservatorship/Guardianship: DeepSeek v4, Gemini 3.1 Pro Preview, GPT-5.2 || Wills & Trusts / Power of Attorney: Gemini 3.1 Pro Preview, GPT-5.2","Wills & Trusts / Conservatorship/Guardianship: DeepSeek v4: User is acting as POA and seeks guidance on limits and next steps for managing an aging father's finances to prevent homelessness, which often leads to guardianship or conservatorship proceedings. / Gemini 3.1 Pro Preview: The user explicitly mentions needing an elder law attorney for guardianship/conservatorship to help manage an aging father's finances. / GPT-5.2: User seeks help with guardianship/conservatorship for an aging father and clarifying authority over finances to prevent homelessness, which fits adult protective decision-making proceedings. || Wills & Trusts / Power of Attorney: Gemini 3.1 Pro Preview: The user is currently acting as a POA and wants to know the extent and limits of their legal authority under that document. / GPT-5.2: They already have POA and are asking what they can/can’t do under it; this could involve drafting/reviewing or advising on POA scope, but guardianship/conservatorship appears primary."
411,"I and my brother were my Mother's POA's and I am on her banking accounts. I can write checks ect. My mother had dementia and lives alone in her own house. My siblings and I have suggested in home care, meals on wheels ect. My mother has denied all. I went over after calling her and she had moldy food, moldy dishes, her sink was full of putrid water, her car was no working because she had left the door open and drained the battery. On that day she asked if she should live at home anymore. I said no, not anymore. My siblings and I found an apartment in an independent living community, and chose an apartment. We took her to the apartment to see it and she discussed what furnishings and decorating ect. She was hesitant but feeling good my the end of the meal we had there. I have been informed that our POA's were replaced with a ""friend of my mothers"" and that my siblings and I are accused of elder abuse and stealing from her. I have no idea what to do?",Wills & Trusts,,Wills & Trusts / Elder Abuse,possible two-label candidate,2,Wills & Trusts / Elder Abuse || Wills & Trusts / Conservatorship/Guardianship,3 || 3,3 || 0,"Wills & Trusts / Elder Abuse: DeepSeek v4, Gemini 3.1 Pro Preview, GPT-5.2 || Wills & Trusts / Conservatorship/Guardianship: DeepSeek v4, Gemini 3.1 Pro Preview, GPT-5.2","Wills & Trusts / Elder Abuse: DeepSeek v4: User describes being accused of elder abuse and theft after acting as POA and moving a mother with dementia; the situation involves financial exploitation claims and potential challenge to a POA replacement. / Gemini 3.1 Pro Preview: The user and siblings are being accused of elder abuse, and there is suspicion that a new 'friend' is exploiting a mother who has dementia. / GPT-5.2: User is accused of elder abuse/stealing and reports a “friend” replaced their POA while mother has dementia, suggesting potential financial exploitation and undue influence over an impaired elder. || Wills & Trusts / Conservatorship/Guardianship: DeepSeek v4: The mother's dementia and inability to make decisions could necessitate a guardianship proceeding, especially with contested authority over her care and finances. / Gemini 3.1 Pro Preview: The children may need to petition for conservatorship to invalidate the new power of attorney, especially given the mother's dementia. / GPT-5.2: Given dementia, unsafe living conditions, and disputed decision-makers, a guardianship/conservatorship may be needed to protect and manage the mother’s care and finances; included as secondary to exploitation allegations."
417,Hiding from law enforcement caused the eviction. Charges filed against him,,,Real Property / Tenant (Residential),two-label candidate,2,Real Property / Tenant (Residential) || Criminal Law / Misdemeanor,2 || 2,2 || 1,"Real Property / Tenant (Residential): Gemini 3.1 Pro Preview, GPT-5.2 || Criminal Law / Misdemeanor: DeepSeek v4, GPT-5.2","Real Property / Tenant (Residential): Gemini 3.1 Pro Preview: The mention of an 'eviction' primarily indicates a landlord-tenant dispute from the perspective of the individual being evicted. / GPT-5.2: User describes an eviction caused by conduct (hiding from law enforcement); the primary civil issue is the tenant’s eviction/housing loss. || Criminal Law / Misdemeanor: DeepSeek v4: Hiding from law enforcement and an eviction related to criminal charges suggests a criminal case, but without details on charges; a general criminal matter. Confidence is low due to sparse info, but best fit is a misdemeanor-level offense unless more is known. / GPT-5.2: They also state charges were filed; without specifics, the criminal exposure sounds like non-DUI, potentially misdemeanor-level, but details are too sparse for higher certainty."
418,"the county took down a tree on my property without my consent. When I showed up to confront them, we got into quite a scuffle and I knocked one out. They tried to jump me so I fled in my vehicle and hit one of them, and a person walking.",,,Criminal Law / Major Felony,possible two-label candidate,2,Criminal Law / Major Felony || General Litigation / Tort Claims Act,3 || 2,3 || 0,"Criminal Law / Major Felony: DeepSeek v4, Gemini 3.1 Pro Preview, GPT-5.2 || General Litigation / Tort Claims Act: Gemini 3.1 Pro Preview, GPT-5.2","Criminal Law / Major Felony: DeepSeek v4: Altercation leading to assault (knocking one out, hitting with vehicle) likely constitutes serious felonies such as assault, possibly with a vehicle as a weapon, and fleeing from law enforcement. / Gemini 3.1 Pro Preview: The user admits to knocking someone out and hitting two people with a vehicle while fleeing, which will likely result in serious assault or vehicular assault charges. / GPT-5.2: User describes assaulting county workers, fleeing, and hitting people with a vehicle—facts consistent with serious assault/attempted assault and hit-and-run type felony exposure. || General Litigation / Tort Claims Act: Gemini 3.1 Pro Preview: The original dispute involves a government entity (the county) allegedly destroying private property without consent, which could lead to a civil claim. / GPT-5.2: They also claim the county took down a tree on their property without consent, which could support a claim against a government entity, but the narrative centers on the ensuing criminal conduct."
419,Divorce. Eviction. Criminal Case.,,,Family Law / General (Divorce/Separation),three-label candidate,3,Family Law / General (Divorce/Separation) || Real Property / Tenant (Residential) || Criminal Law / Other,3 || 2 || 2,3 || 0 || 0,"Family Law / General (Divorce/Separation): DeepSeek v4, Gemini 3.1 Pro Preview, GPT-5.2 || Real Property / Tenant (Residential): Gemini 3.1 Pro Preview, GPT-5.2 || Criminal Law / Other: Gemini 3.1 Pro Preview, GPT-5.2","Family Law / General (Divorce/Separation): DeepSeek v4: User lists 'Divorce,' indicating a dissolution of marriage, which is the core family law issue. / Gemini 3.1 Pro Preview: The user explicitly lists 'Divorce' as one of the legal matters they are facing. / GPT-5.2: User lists “Divorce” as a primary issue, indicating they need help dissolving a marriage and related matters. || Real Property / Tenant (Residential): Gemini 3.1 Pro Preview: The user lists 'Eviction', which typically involves residential tenancy disputes. / GPT-5.2: They also list “Eviction,” suggesting a landlord-tenant dispute/housing defense; included because it could be separate from divorce. || Criminal Law / Other: Gemini 3.1 Pro Preview: The user lists a 'Criminal Case', but provides no further details to route it more specifically. / GPT-5.2: They also mention a “Criminal Case” but provide no facts to place it in a specific charge category; kept as third due to lack of detail."
420,I broke my foot at my job after a customer threw something at me and they fired me. Will I be deported?,,,Workers' Comp / State,three-label candidate,3,Workers' Comp / State || Labor & Employment / Wrongful Discharge || International Law / Deportation,3 || 3 || 3,2 || 1 || 0,"Workers' Comp / State: DeepSeek v4, Gemini 3.1 Pro Preview, GPT-5.2 || Labor & Employment / Wrongful Discharge: DeepSeek v4, Gemini 3.1 Pro Preview, GPT-5.2 || International Law / Deportation: DeepSeek v4, Gemini 3.1 Pro Preview, GPT-5.2","Workers' Comp / State: DeepSeek v4: The broken foot occurred at work from a customer's act, making it a potential state workers' compensation claim for medical and wage benefits. / Gemini 3.1 Pro Preview: The user was injured on the job (broken foot) and needs help claiming benefits for the workplace injury. / GPT-5.2: User broke their foot at work due to a customer incident, which triggers a state workers’ compensation injury claim for medical/wage benefits. || Labor & Employment / Wrongful Discharge: DeepSeek v4: User was fired after a workplace injury (broken foot from customer action), which may be retaliation for a workers' comp claim or protected activity, fitting wrongful termination. / Gemini 3.1 Pro Preview: The user was fired after suffering a workplace injury, which may constitute illegal retaliation by the employer. / GPT-5.2: They were fired after the workplace injury, raising a potential illegal termination/retaliation angle distinct from the workers’ comp benefit claim. || International Law / Deportation: DeepSeek v4: User asks 'Will I be deported?', indicating immigration concerns possibly triggered by termination or injury, raising deportation questions. / Gemini 3.1 Pro Preview: The user explicitly asks if they will be deported, indicating an underlying immigration issue. / GPT-5.2: They ask “Will I be deported?”, implying immigration consequences; however, no removal proceedings are described, so it is secondary and uncertain."
421,My sister has guardianship and power of attorney over our parents and is making me not a beneficiary. She hit me with her car and I want her to pay. I have a parking ticket I disagree with.,,,General Litigation / Personal Injury,three-label candidate,3,General Litigation / Personal Injury || Wills & Trusts / Elder Abuse || Criminal Law / Traffic Offenses,3 || 2 || 2,1 || 1 || 0,"General Litigation / Personal Injury: DeepSeek v4, Gemini 3.1 Pro Preview, GPT-5.2 || Wills & Trusts / Elder Abuse: DeepSeek v4, GPT-5.2 || Criminal Law / Traffic Offenses: DeepSeek v4, GPT-5.2","General Litigation / Personal Injury: DeepSeek v4: User wants sister to pay for hitting them with a car, which is a personal injury claim for damages from a car accident. / Gemini 3.1 Pro Preview: The user states the sister hit them with a car and wants compensation for the injury. / GPT-5.2: User says the sister hit them with her car and they want her to pay, which is a civil bodily-injury claim. || Wills & Trusts / Elder Abuse: DeepSeek v4: Sister's guardianship/POA over parents and removal of user as beneficiary raises concerns of financial exploitation, potentially elder abuse. / GPT-5.2: User alleges sister (guardian/POA for parents) is manipulating beneficiary status, suggesting potential financial exploitation/undue influence over elderly parents. || Criminal Law / Traffic Offenses: DeepSeek v4: A disputed parking ticket is a minor traffic offense, fitting the traffic offenses subcategory for non-criminal violations. / GPT-5.2: They also dispute a parking ticket; this is a citation/traffic matter, but it is less central than the elder/PI issues."
