scenario_id,boundary_id,direction,flip_type,mechanism,opening_query,initial_category,initial_subcategory,final_category,final_subcategory,plausible_initial_labels,hidden_fact,fact_as_answer,relevant_question_topic,counterfactual_category,counterfactual_subcategory,counterfactual_hidden_fact,counterfactual_fact_as_answer,grounding_source_rows,grounding_note,safety_sensitive,vetting_note,generator_model,candidate_status
v2_home_loan_posture_25,home_loan_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,A man came to our door offering to 'save' the house and now the deed isn't in our name anymore.,Real Property,Foreclosure,Real Property,Litigation,Real Property > Foreclosure || Real Property > Litigation || Consumer Law > General,"We signed what he called 'paperwork to pause the sale' — it was a deed transfer to his LLC, and we need a suit to void it and quiet title back to us.",The 'pause paperwork' was actually a deed to his LLC — we need it voided and title quieted back.,whether a fraudulent deed transfer requires title litigation,Real Property,Foreclosure,"We signed nothing — we chased him off, but the real sale date is three weeks away and that's the fight.",We signed nothing — but the real sale is three weeks away and that's the fight.,"human_disagreements rows 128, 412",Expansion batch: more filing-status and loan-type disclosures.,false,Equity-theft deed transfer converts foreclosure defense into quiet-title litigation.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_immigration_posture_03,immigration_posture,BtoA,routing_disambiguation,M3_missing_procedural_or_institutional_fact,They're trying to deport my brother and our whole family is falling apart over it.,International Law,Deportation,Criminal Law,Post Conviction/Appeals,International Law > Deportation || Criminal Law > Post Conviction/Appeals,"The removal case is entirely built on his old guilty plea — his defense lawyer never warned him it was deportable, and we're told vacating that plea is the path.",It all rests on his old guilty plea — his lawyer never warned him it was deportable. We're told the plea has to be vacated first.,whether attacking an underlying conviction is the operative remedy,International Law,Deportation,"There's no conviction involved — it's a visa-overstay case, and his hearing is in six weeks.",No conviction — it's an overstay case with a hearing in six weeks.,"review rows 252, 420 (immigration context); taxonomy International Law descriptions","Deportation (removal defense) versus General Immigration/Visas (affirmative applications) is the sharpest posture split in immigration practice: has the person received a Notice to Appear or removal order? That paper fact converts a paperwork matter into time-critical defense. Users describe their goal ('stay with my family', 'fix my papers') without stating the procedural posture.",true,Padilla-style plea vacatur is a real crimmigration route; the plea's role is the disclosure.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_immigration_posture_07,immigration_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,We adopted our daughter abroad and something is wrong with finalizing everything now that we're home.,Family Law,Interstate/Independent Adoption,International Law,General Immigration/Visas,Family Law > Interstate/Independent Adoption || International Law > General Immigration/Visas,The adoption itself is final — the problem is her citizenship paperwork; USCIS rejected the N-600 over the visa category she entered on.,The adoption's final — it's her citizenship papers. USCIS rejected the N-600 over her entry visa category.,whether the remaining issue is the adoption or the child's immigration status,Family Law,Interstate/Independent Adoption,Her immigration status is fine — the foreign decree needs to be re-adopted/recognized in our state court to get a birth certificate.,Her status is fine — we need the foreign decree recognized in state court for her birth certificate.,"review rows 252, 420 (immigration context); taxonomy International Law descriptions","Deportation (removal defense) versus General Immigration/Visas (affirmative applications) is the sharpest posture split in immigration practice: has the person received a Notice to Appear or removal order? That paper fact converts a paperwork matter into time-critical defense. Users describe their goal ('stay with my family', 'fix my papers') without stating the procedural posture.",true,International adoption splits into family-court and USCIS problems; which document failed is the fact.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_immigration_posture_22,immigration_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,My husband was detained at his regular immigration check-in this morning and I don't know where he is.,International Law,Deportation,Criminal Law,Post Conviction/Appeals,International Law > Deportation || Criminal Law > Post Conviction/Appeals,"The detention trigger is his 2011 plea — his old lawyer swore it was 'immigration safe,' and the deportation defense lawyer we called says vacating that plea is the only real path.","It's his 2011 plea — the old lawyer called it 'immigration safe,' and the removal-defense lawyer says vacating it is the only real path.",whether attacking an old conviction is the operative remedy,International Law,Deportation,No conviction involved — it's his expired work permit and a missed renewal; he needs bond and removal defense now.,No conviction — it's the expired work permit and missed renewal. He needs bond and removal defense.,"review rows 252, 420",Expansion batch: more proceedings-status and cross-system disclosures. Safety-aware.,true,Crimmigration fork under detention urgency; both variants realistic.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_immigration_posture_46,immigration_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,My parents' green cards were approved years ago but a border officer just flagged something on their reentry.,International Law,General Immigration/Visas,International Law,Deportation,International Law > General Immigration/Visas,They'd been abroad 14 months caring for my grandmother — the officer says they abandoned residency and issued NTAs; it's removal defense on abandonment grounds now.,They were abroad 14 months for my grandmother — the officer called it abandonment and issued NTAs. It's removal defense now.,whether abandonment allegations and NTAs issued,International Law,General Immigration/Visas,The flag was a name mix-up resolved at secondary — what they want now is naturalization so this never happens again.,"It was a name mix-up, resolved at secondary — now they want naturalization so it never recurs.","review rows 252, 420",Third batch. Safety-aware.,true,Long-absence NTA vs resolved mix-up.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_immigration_posture_63,immigration_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,My asylum case has been pending six years and my kids barely remember the country we fled.,International Law,Deportation,Administrative Law,General (Federal),International Law > Deportation || Administrative Law > General (Federal),"There are no proceedings against us — it's an affirmative asylum application stuck in the backlog, and a federal unreasonable-delay action is the tool that moves it.","No proceedings against us — it's an affirmative application stuck in backlog, and the delay action is the tool.",affirmative-backlog vs defensive posture,International Law,Deportation,"We're in removal proceedings — the asylum claim is our defense, and the individual hearing finally got scheduled.","We're in removal — asylum is our defense, and the hearing's finally scheduled.","review rows 252, 420",Fourth batch. Safety-aware.,true,Affirmative-vs-defensive asylum.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_injury_mechanism_08,injury_mechanism,AtoB,routing_disambiguation,M2_specific_vs_general_fallback,A city bus jolted so hard that I was thrown into the fare box and knocked out cold.,General Litigation,Tort Claims Act,General Litigation,Personal Injury,General Litigation > Tort Claims Act || General Litigation > Personal Injury,"The jolt was a pickup truck running a red light into the bus — the private driver is the at-fault party, and his insurer has already contacted me.",A pickup ran a red light into the bus — the private driver's at fault and his insurer already contacted me.,whether a private third party rather than the transit agency caused the crash,General Litigation,Tort Claims Act,No other vehicle — the driver was texting and slammed the brakes for a missed stop; transit's own incident report says so.,No other vehicle — their own report says the driver was texting and slammed the brakes.,taxonomy Premises/Products/Aviation/Maritime descriptions; paper injury_location mode,"Injury intakes name the harm but not the legal mechanism: dangerous property condition (Premises), defective product (Products), common-carrier context (Aviation/Maritime), or plain negligence (PI). The mechanism fact — what actually failed — is knowable by the user and selects the label.",false,Reverse of the govt-defendant default: private tortfeasor removes the TCA overlay.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_injury_mechanism_23,injury_mechanism,AtoB,routing_disambiguation,M2_specific_vs_general_fallback,"My daughter's cheer team practices on mats the gym knows are worn out, and she finally got hurt.",General Litigation,Premises Liability,Administrative Law,Schools — Special Needs Education,General Litigation > Premises Liability || Administrative Law > Schools — Special Needs Education,"It's her school's team and she has a 504 plan the coach ignored — cleared only for limited impact after her concussion, yet he ran her on full tumbling passes; the school's plan violation is the case.","It's her school team — she has a 504 plan limiting impact after her concussion, and the coach ran full tumbling anyway. The plan violation is the case.",whether a disability-plan violation at a school underlies the injury,General Litigation,Premises Liability,"It's a private club gym, no school or plan involved — the worn equipment they'd been warned about is the case.",It's a private club gym — the worn mats they were warned about are the case.,taxonomy Premises/Products descriptions,Second batch.,false,504-plan violation reroutes to education law; club-gym version stays premises.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_insurance_route_08,insurance_route,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,"My car was hit while parked and the other side's insurer says their driver isn't liable. The repair is $8,000.",General Litigation,Property Damage,General Litigation,Insurance (Liability),General Litigation > Property Damage || General Litigation > Insurance (Liability),I gave up on them and filed with my own insurer under my own collision coverage — and now MY company is refusing to pay too.,I filed under my own collision coverage instead — and now my own company won't pay either.,whether the current dispute is with the tortfeasor or the user's own insurer,General Litigation,Property Damage,"I don't have collision coverage, so my only path is against the driver who hit me.","I don't carry collision, so it's the other driver or nothing.","human_disagreements rows 213, 335, 256, 212","Row 213 (disability overpayment) split raters among Consumer Law > Insurance, GL > Insurance (Health/Disability), and L&E Pensions/Benefits/ERISA because nothing said whether the policy was employer-sponsored, individually purchased, or ERISA-governed. Row 256 split Property Damage vs Insurance (Liability). The policy's institutional source and whose insurer denied what are facts the user can always disclose.",false,First-party vs third-party posture changes the label; users move between them without noticing.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_insurance_route_45,insurance_route,BtoA,routing_disambiguation,M3_missing_procedural_or_institutional_fact,The insurance company says my disability isn't 'total' anymore even though nothing about my condition changed.,Labor & Employment,Pensions/Benefits/ERISA - Employee,Administrative Law,SSD,Labor & Employment > Pensions/Benefits/ERISA - Employee || Administrative Law > SSD || General Litigation > Insurance (Health/Disability),"The letter is actually from Social Security, not the private carrier — it's my SSDI continuing-disability review, a totally different process.","The letter's from Social Security, not the insurance company — it's my SSDI continuing review.",which payer issued the cessation decision,Labor & Employment,Pensions/Benefits/ERISA - Employee,It's the employer group LTD carrier at the own-occupation/any-occupation switch — the classic ERISA cutoff.,It's the group LTD carrier at the any-occupation switch — the classic cutoff.,"human_disagreements rows 213, 335, 256",Third batch.,false,Payer identity: government program vs ERISA plan.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_insurance_route_63,insurance_route,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,My flood damage claim was denied because 'flood isn't covered' — then why did I buy flood coverage?,General Litigation,Insurance (Liability),Administrative Law,General (Federal),General Litigation > Insurance (Liability) || Administrative Law > General (Federal),"The policy is NFIP — federal flood insurance with its own appeal process, proof-of-loss deadlines, and federal-court rules that replace ordinary insurance law.","It's an NFIP federal flood policy — its own appeals, proof-of-loss deadlines, and federal rules replace ordinary insurance law.",whether the policy is federal NFIP,General Litigation,Insurance (Liability),"It's a private-market flood endorsement — state bad-faith law applies, and their denial letter misquotes their own form.","It's a private flood endorsement — state law applies, and their letter misquotes their own form.","human_disagreements rows 213, 335, 256",Fourth batch.,false,NFIP-vs-private regime.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_insurance_route_64,insurance_route,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,After the wildfire our insurer's contractor list all quote half of what real contractors charge.,General Litigation,Insurance (Liability),Consumer Law,Insurance,General Litigation > Insurance (Liability) || Consumer Law > Insurance,The state insurance commissioner just opened an inquiry into this exact 'preferred contractor' underpricing scheme across our fire zone — joining that pattern complaint is the leverage beyond our single claim.,The insurance commissioner opened an inquiry into this exact 'preferred contractor' scheme across our fire zone — the pattern complaint is the leverage.,whether a regulator-recognized practice pattern exists,General Litigation,Insurance (Liability),"No inquiry — it's our single claim's scope-and-price fight, appraisal clause and all.",No inquiry — it's our claim's scope-and-price fight under the appraisal clause.,"human_disagreements rows 213, 335, 256",Fourth batch.,false,Regulator-pattern vs single-claim appraisal.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_insurance_route_65,insurance_route,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,My motorcycle claim stalled for months and now they say my policy 'lapsed' the week of the crash.,General Litigation,Insurance (Liability),Consumer Law,Banking,General Litigation > Insurance (Liability) || Consumer Law > Banking,"The 'lapse' happened because my bank's autopay failed silently after THEIR system migration — the bank's documented failure, affecting thousands of autopays that month, is the root case.",The 'lapse' traces to my bank's failed autopay after their migration — a documented failure affecting thousands that month.,whether a bank payment failure caused the lapse,General Litigation,Insurance (Liability),"The payment cleared — my statement proves it, and the insurer's 'lapse' claim is the bad-faith fight.",The payment cleared — my statement proves it. The 'lapse' story is the bad-faith fight.,"human_disagreements rows 213, 335, 256",Fourth batch.,false,Root-cause allocation between bank and insurer.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_insurance_route_66,insurance_route,BtoA,routing_disambiguation,M3_missing_procedural_or_institutional_fact,The insurance company says my chiropractic bills from the crash 'exceed guidelines' and stopped paying mid-treatment.,General Litigation,Insurance (Liability),Workers' Comp,State,General Litigation > Insurance (Liability) || Workers' Comp > State,"The crash was in the company van on a delivery — this is my workers' comp medical benefit being cut, and comp's treatment-dispute process is the venue.","The crash was on a delivery in the company van — it's my comp medical benefit, and comp's dispute process is the venue.",whether comp's medical-dispute process governs,General Litigation,Insurance (Liability),It was my personal weekend crash — my own PIP coverage cutting off treatment is the fight.,Personal weekend crash — it's my PIP coverage cutting treatment.,"human_disagreements rows 213, 335, 256",Fourth batch.,false,PIP-vs-comp payer identity.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_ip_protection_type_01,ip_protection_type,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,I need legal help protecting a project I've been developing for the past two years.,Intellectual Property,Trademark/Copyright,Intellectual Property,Patent (Reg Patent Attys Only),Intellectual Property > Trademark/Copyright || Intellectual Property > Patent (Reg Patent Attys Only),It's a new water-filtration machine — I need a patent application filed before I show it publicly.,It's a machine — a new water-filtration device — and I need a patent before showing it publicly.,"whether the thing to protect is an invention, a brand, or a creative work",Intellectual Property,Trademark/Copyright,It's a series of illustrated children's books — I need the copyright side handled before pitching publishers.,It's illustrated children's books — I need copyright protection before pitching publishers.,"human_disagreements rows 299, 126; v1 x0584","Users say 'protect my idea/work/brand' without knowing patent, trademark, and copyright are different systems. Row 299 (inventor/patent) and row 126 (nonprofit royalties splitting Trademark/Copyright vs IP Entertainment) show even expert raters need the subject-matter fact. What the thing IS — invention, name/logo, creative work, software, performance royalties — is a fact every user can state when asked.",false,v1's x0584 rebuilt; public-disclosure deadline gives the patent route real urgency.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_ip_protection_type_02,ip_protection_type,BtoA,routing_disambiguation,M3_missing_procedural_or_institutional_fact,Someone is stealing my work and selling it as their own. I want to stop them now.,Intellectual Property,Patent (Reg Patent Attys Only),Intellectual Property,Trademark/Copyright,Intellectual Property > Patent (Reg Patent Attys Only) || Intellectual Property > Trademark/Copyright,The 'work' is my photography — they're printing my photos on products and selling them online.,It's my photography — they print my photos on products and sell them online.,what kind of work is being copied,Intellectual Property,Patent (Reg Patent Attys Only),The 'work' is my patented tool design — a competitor is manufacturing knockoffs of the mechanism I patented.,It's my patented tool — a competitor is making knockoffs of the patented mechanism.,"human_disagreements rows 299, 126; v1 x0584","Users say 'protect my idea/work/brand' without knowing patent, trademark, and copyright are different systems. Row 299 (inventor/patent) and row 126 (nonprofit royalties splitting Trademark/Copyright vs IP Entertainment) show even expert raters need the subject-matter fact. What the thing IS — invention, name/logo, creative work, software, performance royalties — is a fact every user can state when asked.",false,Infringement framing without subject matter; the medium (photos vs patented mechanism) routes it.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_ip_protection_type_06,ip_protection_type,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,I wrote software for a client and now they claim they own everything I've ever built.,Intellectual Property,Computer Law & Internet Law,Business and Corporate,"General (contracts, entities)","Intellectual Property > Computer Law & Internet Law || Business and Corporate > General (contracts, entities) || Intellectual Property > Trademark/Copyright",It all turns on my consulting agreement's work-for-hire clause — I need the contract analyzed before responding to their demand letter.,It comes down to the work-for-hire clause in my consulting agreement — I need that contract analyzed before answering their demand.,whether the ownership fight is contractual or an infringement dispute,Intellectual Property,Computer Law & Internet Law,There's no contract at all — they copied my code repository wholesale after I refused their lowball offer.,No contract exists — they copied my whole code repo after I refused their offer.,"human_disagreements rows 299, 126; v1 x0584","Users say 'protect my idea/work/brand' without knowing patent, trademark, and copyright are different systems. Row 299 (inventor/patent) and row 126 (nonprofit royalties splitting Trademark/Copyright vs IP Entertainment) show even expert raters need the subject-matter fact. What the thing IS — invention, name/logo, creative work, software, performance royalties — is a fact every user can state when asked.",false,Contract-vs-infringement posture; developers genuinely arrive unsure which fight they're in.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_ip_protection_type_08,ip_protection_type,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,The courts are interfering with my ability to develop my invention and I need someone to protect my livelihood.,Intellectual Property,Patent (Reg Patent Attys Only),General Litigation,General Litigation,Intellectual Property > Patent (Reg Patent Attys Only) || General Litigation > General Litigation,"The 'interference' is an injunction from my ex-business partner's lawsuit — until that civil case is resolved, no patent work matters.",The interference is an injunction from my ex-partner's lawsuit — that civil case has to be resolved before any patent work matters.,whether an underlying civil case blocks the inventor rather than a patent-office issue,Intellectual Property,Patent (Reg Patent Attys Only),There's no lawsuit — I need a registered patent attorney to draft and file the application itself.,No lawsuit — I just need a registered patent attorney to file the application.,"human_disagreements rows 299, 126; v1 x0584","Users say 'protect my idea/work/brand' without knowing patent, trademark, and copyright are different systems. Row 299 (inventor/patent) and row 126 (nonprofit royalties splitting Trademark/Copyright vs IP Entertainment) show even expert raters need the subject-matter fact. What the thing IS — invention, name/logo, creative work, software, performance royalties — is a fact every user can state when asked.",false,Row 299 verbatim ('courts interfering with my patent'): the humans split between GL and Patent on exactly this.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_ip_protection_type_22,ip_protection_type,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,A big company used my drone photos in their national ad campaign without asking me.,Intellectual Property,Trademark/Copyright,Business and Corporate,"General (contracts, entities)","Intellectual Property > Trademark/Copyright || Business and Corporate > General (contracts, entities)","There's a twist — I shot those under a contract with their marketing agency, and the whole fight is what usage rights that contract actually granted.",I shot those under contract with their agency — the fight is what usage rights that contract granted.,whether a licensing contract governs the use,Intellectual Property,Trademark/Copyright,No contract with anyone — they scraped them from my portfolio site; registrations are on file.,"No contract — they scraped my portfolio site, and my registrations are on file.","human_disagreements rows 299, 126",Expansion batch: more subject-matter disclosures behind 'protect my work' openings.,false,Contract-existence again; infringement vs interpretation.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_ip_protection_type_65,ip_protection_type,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,The app I commissioned from a dev shop turned up rebranded in another country's app store.,Intellectual Property,Computer Law & Internet Law,International Law,Business And Corporate,Intellectual Property > Computer Law & Internet Law || International Law > Business And Corporate,The dev shop is in Bangalore and our contract selects Indian law and arbitration — cross-border enforcement through that clause is the actual path.,The shop's in Bangalore and the contract selects Indian law and arbitration — cross-border enforcement is the path.,whether foreign forum/choice-of-law controls,Intellectual Property,Computer Law & Internet Law,"The shop's domestic — the foreign listing is just their alias account, and the US case with app-store takedowns proceeds normally.",The shop's domestic — the foreign listing is their alias. US case plus takedowns.,"human_disagreements rows 299, 126",Fourth batch.,false,Forum-clause routing.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_land_taking_posture_01,land_taking_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,The state wants a strip of our front acreage for the highway widening and their offer is insulting.,Real Property,Eminent Domain,Real Property,Condemnation,Real Property > Eminent Domain || Real Property > Condemnation,"They've stopped negotiating — we were served with the condemnation complaint Tuesday, so it's a court case now.",Negotiation's over — they served the condemnation complaint Tuesday. It's a court case.,whether a condemnation action has been filed,Real Property,Eminent Domain,Nothing's filed — it's their 'final offer' letter and an appraisal we dispute; the fight is the negotiation.,Nothing's filed — it's their 'final offer' and a bad appraisal. We're still in negotiation.,taxonomy Real Property Eminent Domain/Condemnation/Land Use descriptions,"'The government wants my land' spans: a filed condemnation case (Condemnation), pre-filing negotiation over a taking (Eminent Domain), regulatory restrictions without physical taking (Land Use/Zoning), and utility easement demands. The paperwork stage and taking type are user-held facts.",false,Filed-vs-negotiating is the label boundary the taxonomy draws.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_land_taking_posture_03,land_taking_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,A power company says it has the right to run new transmission lines straight across our farm.,Real Property,Eminent Domain,Real Property,Agriculture/Farm,Real Property > Eminent Domain || Real Property > Agriculture/Farm,They already hold a 1962 easement — the real dispute is its scope: whether old wording covers modern towers and access roads through our certified-organic fields.,They have a 1962 easement — the fight is whether that old wording covers modern towers and roads through our organic fields.,"whether an existing easement's scope, not a new taking, is disputed",Real Property,Eminent Domain,No easement exists — they're threatening to use utility condemnation power if we don't sign their new one.,No easement exists — they're threatening condemnation if we won't sign one.,taxonomy Real Property Eminent Domain/Condemnation/Land Use descriptions,"'The government wants my land' spans: a filed condemnation case (Condemnation), pre-filing negotiation over a taking (Eminent Domain), regulatory restrictions without physical taking (Land Use/Zoning), and utility easement demands. The paperwork stage and taking type are user-held facts.",false,Existing-instrument fact reroutes from taking defense to farm/easement interpretation.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_land_taking_posture_05,land_taking_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,Our church property is under threat from the city's redevelopment plans and the congregation is frightened.,Real Property,Eminent Domain,General Litigation,Civil Rights,Real Property > Eminent Domain || General Litigation > Civil Rights,The plan spares every secular building on our block and takes only the two churches — counsel we consulted says the religious-targeting pattern is a civil-rights case alongside any taking defense.,The plan spares every secular building on the block and takes only the two churches — that targeting pattern is a civil-rights case.,whether discriminatory targeting accompanies the taking,Real Property,Eminent Domain,No targeting — the whole block goes for the transit hub; our fight is valuation and relocation costs.,No targeting — the whole block goes. Our fight is valuation and relocation.,taxonomy Real Property Eminent Domain/Condemnation/Land Use descriptions,"'The government wants my land' spans: a filed condemnation case (Condemnation), pre-filing negotiation over a taking (Eminent Domain), regulatory restrictions without physical taking (Land Use/Zoning), and utility easement demands. The paperwork stage and taking type are user-held facts.",false,Pattern-evidence fact adds the constitutional overlay.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_license_action_source_05,license_action_source,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,I got a ticket last week and I'm worried about what it means for my job.,Criminal Law,Traffic Offenses,Criminal Law,Traffic Offenses - CDL Drivers,Criminal Law > Traffic Offenses || Criminal Law > Traffic Offenses - CDL Drivers,"I drive a semi for a living — I hold a CDL, and even this ticket in my personal car counts against it.",I'm a truck driver with a CDL — even a ticket in my personal car counts against it.,whether the driver holds a commercial license,Criminal Law,Traffic Offenses,I just commute in my sedan — no commercial license; I'm worried about insurance rates.,I just commute — no CDL. I'm mostly worried about insurance rates.,taxonomy: Criminal Law > DUII/DWS vs DMV (DUII Related) vs Administrative Law > DMV (Non-Criminal); v1 dui_vs_dmv pair,"'I lost my license' spans three exact labels the taxonomy carefully separates: the criminal DUII charge itself, the parallel administrative implied-consent suspension (DMV DUII Related — with its own short hearing deadline), and non-criminal bureaucratic license actions (Administrative Law > DMV). Which notice the user received is a paper fact they hold. v1 tested this pair but with facts that restated the whole scenario; here the opening stays on the license problem and the disclosure identifies the process.",false,CDL status is the taxonomy's stated reason for the separate label; 'worried about my job' invites the question.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_license_action_source_06,license_action_source,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,I was cited for driving while suspended but I truly didn't know my license was suspended.,Criminal Law,DUII/DWS,Administrative Law,DMV (Non-Criminal),Criminal Law > DUII/DWS || Administrative Law > DMV (Non-Criminal),"The citation was dismissed once I showed proof — the remaining fight is with the DMV, whose record error caused the phantom suspension.",The citation got dismissed with my proof — what's left is fixing the DMV record error that caused the phantom suspension.,whether the criminal citation is resolved leaving only the agency record dispute,Criminal Law,DUII/DWS,The DWS charge is still active with a court date next month — I need defense on it.,The DWS charge is active — court date next month.,taxonomy: Criminal Law > DUII/DWS vs DMV (DUII Related) vs Administrative Law > DMV (Non-Criminal); v1 dui_vs_dmv pair,"'I lost my license' spans three exact labels the taxonomy carefully separates: the criminal DUII charge itself, the parallel administrative implied-consent suspension (DMV DUII Related — with its own short hearing deadline), and non-criminal bureaucratic license actions (Administrative Law > DMV). Which notice the user received is a paper fact they hold. v1 tested this pair but with facts that restated the whole scenario; here the opening stays on the license problem and the disclosure identifies the process.",false,"Resolved-charge fact leaves a pure records-correction problem; posture, not conduct, is hidden.","claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_license_action_source_09,license_action_source,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,The DMV took my disabled parking permit away and I can barely walk a block.,Administrative Law,DMV (Non-Criminal),General Litigation,Americans With Disabilities Act,Administrative Law > DMV (Non-Criminal) || General Litigation > Americans With Disabilities Act,"It's part of something bigger — the county revoked accessible parking around my building too, and I want a disability-rights case, not just the permit back.",It's bigger than the permit — the county removed the accessible parking near my building too. I want a disability-rights case.,whether the user seeks the agency decision reversed or broader disability-access relief,Administrative Law,DMV (Non-Criminal),It's just the permit denial — my new doctor's form was rejected on a technicality and I want it appealed.,Just the permit — they rejected my doctor's form on a technicality and I want that appealed.,taxonomy: Criminal Law > DUII/DWS vs DMV (DUII Related) vs Administrative Law > DMV (Non-Criminal); v1 dui_vs_dmv pair,"'I lost my license' spans three exact labels the taxonomy carefully separates: the criminal DUII charge itself, the parallel administrative implied-consent suspension (DMV DUII Related — with its own short hearing deadline), and non-criminal bureaucratic license actions (Administrative Law > DMV). Which notice the user received is a paper fact they hold. v1 tested this pair but with facts that restated the whole scenario; here the opening stays on the license problem and the disclosure identifies the process.",false,Permit denial is the taxonomy's own DMV example; systemic-access facts escalate to ADA.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_license_action_source_23,license_action_source,BtoA,routing_disambiguation,M3_missing_procedural_or_institutional_fact,I finished everything for my DUI years ago but it's still wrecking my insurance and job applications.,Criminal Law,DUII/DWS,Criminal Law,Expunction,Criminal Law > DUII/DWS || Criminal Law > Expunction,The case ended in diversion and dismissal — what I need now is the record sealed so background checks stop surfacing the arrest.,It ended in diversion and dismissal — I need the arrest record sealed so background checks stop showing it.,whether the case is closed and record relief is the need,Criminal Law,DUII/DWS,"It's not actually finished — I missed a treatment session, diversion was revoked, and the original charge is back on the docket.",It's not finished — diversion got revoked over a missed session and the charge is back.,taxonomy DUII/DMV labels; v1 dui_vs_dmv pair,Expansion batch: more notice-type and posture disclosures around license actions.,false,Diversion-completion status flips record relief vs revived prosecution.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
