scenario_id,boundary_id,direction,flip_type,mechanism,opening_query,initial_category,initial_subcategory,final_category,final_subcategory,plausible_initial_labels,hidden_fact,fact_as_answer,relevant_question_topic,counterfactual_category,counterfactual_subcategory,counterfactual_hidden_fact,counterfactual_fact_as_answer,grounding_source_rows,grounding_note,safety_sensitive,vetting_note,generator_model,candidate_status
v2_ip_protection_type_05,ip_protection_type,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,I invented something at my kitchen table that actually works and I'm terrified of losing it.,Intellectual Property,Patent (Reg Patent Attys Only),Business and Corporate,"General (contracts, entities)","Intellectual Property > Patent (Reg Patent Attys Only) || Business and Corporate > General (contracts, entities)",The patent's already filed — what I need now is the licensing deal reviewed; a manufacturer sent a 40-page agreement.,The patent's filed — now a manufacturer sent a 40-page licensing agreement I need reviewed.,whether patent prosecution or a licensing contract is the current need,Intellectual Property,Patent (Reg Patent Attys Only),Nothing's filed — I need the patent application itself before my crowdfunding launch.,Nothing's filed — I need the patent application done before my crowdfunding launch.,"human_disagreements rows 299, 126; v1 x0584","Users say 'protect my idea/work/brand' without knowing patent, trademark, and copyright are different systems. Row 299 (inventor/patent) and row 126 (nonprofit royalties splitting Trademark/Copyright vs IP Entertainment) show even expert raters need the subject-matter fact. What the thing IS — invention, name/logo, creative work, software, performance royalties — is a fact every user can state when asked.",false,Filing-status fact separates USPTO prosecution from contract review.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_ip_protection_type_06,ip_protection_type,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,I wrote software for a client and now they claim they own everything I've ever built.,Intellectual Property,Computer Law & Internet Law,Business and Corporate,"General (contracts, entities)","Intellectual Property > Computer Law & Internet Law || Business and Corporate > General (contracts, entities) || Intellectual Property > Trademark/Copyright",It all turns on my consulting agreement's work-for-hire clause — I need the contract analyzed before responding to their demand letter.,It comes down to the work-for-hire clause in my consulting agreement — I need that contract analyzed before answering their demand.,whether the ownership fight is contractual or an infringement dispute,Intellectual Property,Computer Law & Internet Law,There's no contract at all — they copied my code repository wholesale after I refused their lowball offer.,No contract exists — they copied my whole code repo after I refused their offer.,"human_disagreements rows 299, 126; v1 x0584","Users say 'protect my idea/work/brand' without knowing patent, trademark, and copyright are different systems. Row 299 (inventor/patent) and row 126 (nonprofit royalties splitting Trademark/Copyright vs IP Entertainment) show even expert raters need the subject-matter fact. What the thing IS — invention, name/logo, creative work, software, performance royalties — is a fact every user can state when asked.",false,Contract-vs-infringement posture; developers genuinely arrive unsure which fight they're in.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_ip_protection_type_07,ip_protection_type,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,My small business name is being used by a bigger company and they told ME to stop using it.,Intellectual Property,Trademark/Copyright,Intellectual Property,Computer Law & Internet Law,Intellectual Property > Trademark/Copyright || Intellectual Property > Computer Law & Internet Law,Their demand is specifically about my domain name — they filed a UDRP proceeding to take the domain away from me.,It's my domain they're after — they filed a UDRP proceeding to take the domain itself.,whether the fight is over the business name generally or a domain-name proceeding,Intellectual Property,Trademark/Copyright,It's about my storefront sign and product labels — they claim their registered mark covers my name.,It's my sign and product labels — they say their registered trademark covers my name.,"human_disagreements rows 299, 126; v1 x0584","Users say 'protect my idea/work/brand' without knowing patent, trademark, and copyright are different systems. Row 299 (inventor/patent) and row 126 (nonprofit royalties splitting Trademark/Copyright vs IP Entertainment) show even expert raters need the subject-matter fact. What the thing IS — invention, name/logo, creative work, software, performance royalties — is a fact every user can state when asked.",false,UDRP domain proceedings have a dedicated internet-law route; same cease-and-desist framing either way.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_ip_protection_type_08,ip_protection_type,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,The courts are interfering with my ability to develop my invention and I need someone to protect my livelihood.,Intellectual Property,Patent (Reg Patent Attys Only),General Litigation,General Litigation,Intellectual Property > Patent (Reg Patent Attys Only) || General Litigation > General Litigation,"The 'interference' is an injunction from my ex-business partner's lawsuit — until that civil case is resolved, no patent work matters.",The interference is an injunction from my ex-partner's lawsuit — that civil case has to be resolved before any patent work matters.,whether an underlying civil case blocks the inventor rather than a patent-office issue,Intellectual Property,Patent (Reg Patent Attys Only),There's no lawsuit — I need a registered patent attorney to draft and file the application itself.,No lawsuit — I just need a registered patent attorney to file the application.,"human_disagreements rows 299, 126; v1 x0584","Users say 'protect my idea/work/brand' without knowing patent, trademark, and copyright are different systems. Row 299 (inventor/patent) and row 126 (nonprofit royalties splitting Trademark/Copyright vs IP Entertainment) show even expert raters need the subject-matter fact. What the thing IS — invention, name/logo, creative work, software, performance royalties — is a fact every user can state when asked.",false,Row 299 verbatim ('courts interfering with my patent'): the humans split between GL and Patent on exactly this.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_ip_protection_type_09,ip_protection_type,BtoA,routing_disambiguation,M3_missing_procedural_or_institutional_fact,A publisher wants my novel but the contract they sent has clauses my writer friends say are dangerous.,Intellectual Property,Trademark/Copyright,Business and Corporate,Publishing,Intellectual Property > Trademark/Copyright || Business and Corporate > Publishing,"The copyright is mine and registered — what needs work is the publishing agreement itself: rights reversion, royalties, and the option clause.","The copyright's registered and mine — it's the publishing contract that needs work: reversion, royalties, the option clause.",whether the need is copyright protection or publishing-contract negotiation,Intellectual Property,Trademark/Copyright,"Beyond the contract, I discovered a self-published knockoff of my manuscript already selling online — someone leaked my draft.",Worse than the contract — someone leaked my draft and a knockoff is already selling online.,"human_disagreements rows 299, 126; v1 x0584","Users say 'protect my idea/work/brand' without knowing patent, trademark, and copyright are different systems. Row 299 (inventor/patent) and row 126 (nonprofit royalties splitting Trademark/Copyright vs IP Entertainment) show even expert raters need the subject-matter fact. What the thing IS — invention, name/logo, creative work, software, performance royalties — is a fact every user can state when asked.",false,Publishing has its own business label; registered-copyright status isolates the contract need.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_ip_protection_type_10,ip_protection_type,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,I make and sell my own products at markets and a company at a trade show copied me.,Intellectual Property,Trademark/Copyright,Intellectual Property,Patent (Reg Patent Attys Only),Intellectual Property > Trademark/Copyright || Intellectual Property > Patent (Reg Patent Attys Only),"What they copied is the folding mechanism I designed — the functional part, not my name or designs, and I never patented it.","They copied my folding mechanism — the functional part, not my branding. I never patented it.",whether the copied element is functional (patent) or brand/creative (trademark/copyright),Intellectual Property,Trademark/Copyright,They copied my brand name and label art almost exactly — the product inside is their own.,They copied my name and label art — the product itself is theirs.,"human_disagreements rows 299, 126; v1 x0584","Users say 'protect my idea/work/brand' without knowing patent, trademark, and copyright are different systems. Row 299 (inventor/patent) and row 126 (nonprofit royalties splitting Trademark/Copyright vs IP Entertainment) show even expert raters need the subject-matter fact. What the thing IS — invention, name/logo, creative work, software, performance royalties — is a fact every user can state when asked.",false,"Functional-vs-brand copying is THE patent/trademark boundary, stated in user-plain terms.","claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_ip_protection_type_21,ip_protection_type,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,"My food truck's whole identity got copied by a new competitor across town, right down to the details.",Intellectual Property,Trademark/Copyright,Intellectual Property,Patent (Reg Patent Attys Only),Intellectual Property > Trademark/Copyright || Intellectual Property > Patent (Reg Patent Attys Only),"The detail that matters is my custom folding service-window mechanism — I have a provisional patent on it expiring in two months, and they copied the mechanism itself.",What matters is my folding service-window mechanism — my provisional patent expires in two months and they copied the mechanism.,whether the copied element is a patented functional design,Intellectual Property,Trademark/Copyright,"It's the name, colors, and menu art they took — pure branding.","They took the name, colors, and menu art — pure branding.","human_disagreements rows 299, 126",Expansion batch: more subject-matter disclosures behind 'protect my work' openings.,false,Provisional-deadline urgency; functional vs brand copying.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_ip_protection_type_22,ip_protection_type,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,A big company used my drone photos in their national ad campaign without asking me.,Intellectual Property,Trademark/Copyright,Business and Corporate,"General (contracts, entities)","Intellectual Property > Trademark/Copyright || Business and Corporate > General (contracts, entities)","There's a twist — I shot those under a contract with their marketing agency, and the whole fight is what usage rights that contract actually granted.",I shot those under contract with their agency — the fight is what usage rights that contract granted.,whether a licensing contract governs the use,Intellectual Property,Trademark/Copyright,No contract with anyone — they scraped them from my portfolio site; registrations are on file.,"No contract — they scraped my portfolio site, and my registrations are on file.","human_disagreements rows 299, 126",Expansion batch: more subject-matter disclosures behind 'protect my work' openings.,false,Contract-existence again; infringement vs interpretation.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_ip_protection_type_23,ip_protection_type,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,Someone in another state started selling merch under my podcast's name and my listeners are buying it.,Intellectual Property,Trademark/Copyright,Intellectual Property,Computer Law & Internet Law,Intellectual Property > Trademark/Copyright || Intellectual Property > Computer Law & Internet Law,They also hijacked my podcast feed — redirected my RSS and locked me out of my own hosting account. Recovering the feed and account is the emergency.,They hijacked my actual feed — redirected my RSS and locked me out of hosting. Getting that back is the emergency.,whether account/feed hijacking is the operative harm,Intellectual Property,Trademark/Copyright,My feed and accounts are fine — it's purely the name and logo on their merch.,My accounts are fine — it's the name and logo on their merch.,"human_disagreements rows 299, 126",Expansion batch: more subject-matter disclosures behind 'protect my work' openings.,false,Platform-hijack facts select internet law over mark enforcement.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_ip_protection_type_24,ip_protection_type,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,I developed a training method that a former student is now teaching commercially as her own.,Intellectual Property,Trademark/Copyright,Business and Corporate,"General (contracts, entities)","Intellectual Property > Trademark/Copyright || Business and Corporate > General (contracts, entities) || General Litigation > General Litigation","She signed my instructor agreement with a two-year non-compete and confidentiality clause — enforcing that contract is the real case, since methods themselves aren't copyrightable.","She signed my instructor agreement — two-year non-compete and confidentiality. That contract is the case, since methods aren't copyrightable.",whether a signed agreement provides the enforceable right,Intellectual Property,Trademark/Copyright,No agreement — but she's republishing my copyrighted manuals and videos nearly verbatim under her name.,No agreement — but she republishes my copyrighted manuals and videos nearly verbatim.,"human_disagreements rows 299, 126",Expansion batch: more subject-matter disclosures behind 'protect my work' openings.,false,Idea-vs-expression trap; contract existence supplies the claim.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_ip_protection_type_25,ip_protection_type,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,Our band's old manager registered things behind our backs and now claims he owns our name.,Intellectual Property,Trademark/Copyright,Business and Corporate,Entertainment,Intellectual Property > Trademark/Copyright || Business and Corporate > Entertainment,Our management contract has an ownership clause he's relying on — voiding that agreement (signed when two of us were minors) is the fight before any trademark question.,"His claim rests on the management contract's ownership clause — voiding that deal, signed when two of us were minors, comes before any trademark fight.",whether the contract's validity is the gateway issue,Intellectual Property,Trademark/Copyright,"No contract clause covers the name — he just filed a trademark application on it opportunistically, and we need it opposed.","No clause covers the name — he just filed a trademark on it, and we need that opposed.","human_disagreements rows 299, 126",Expansion batch: more subject-matter disclosures behind 'protect my work' openings.,false,Row 126's entertainment-contract vs IP boundary with a minors-voidability hook.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_ip_protection_type_26,ip_protection_type,BtoA,routing_disambiguation,M3_missing_procedural_or_institutional_fact,I need a patent lawyer — a factory in another country is making my product.,Intellectual Property,Patent (Reg Patent Attys Only),International Law,Customs Quotas & Duties,Intellectual Property > Patent (Reg Patent Attys Only) || International Law > Customs Quotas & Duties,My patent's solid — the practical fight is stopping the knockoffs at the border: customs exclusion and import enforcement are what I actually need.,The patent's solid — what I need is border enforcement: customs exclusion to stop the imports.,whether import/customs enforcement is the operative remedy,Intellectual Property,Patent (Reg Patent Attys Only),The problem is my patent itself — their filings claim priority over mine and I need the patent fight handled.,The problem is the patent itself — they claim priority over my filing.,"human_disagreements rows 299, 126",Expansion batch: more subject-matter disclosures behind 'protect my work' openings.,false,Enforcement-mechanism disclosure: USPTO practice vs customs remedies.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_license_action_source_01,license_action_source,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,I'm about to lose my driver's license and I need it for work. Please tell me what my options are.,Administrative Law,DMV (Non-Criminal),Criminal Law,DMV (DUII Related),Administrative Law > DMV (Non-Criminal) || Criminal Law > DMV (DUII Related) || Criminal Law > DUII/DWS,I got a 'notice of intent to suspend' after a DUII arrest — I have ten days to request the implied-consent hearing.,It's the notice of intent to suspend from my DUII arrest — I've got ten days to request the hearing.,what kind of notice triggered the license action,Administrative Law,DMV (Non-Criminal),"The DMV refused to renew because of my age and a vision report — no arrest, no criminal anything.",They refused my renewal over my age and a vision report — nothing criminal.,taxonomy: Criminal Law > DUII/DWS vs DMV (DUII Related) vs Administrative Law > DMV (Non-Criminal); v1 dui_vs_dmv pair,"'I lost my license' spans three exact labels the taxonomy carefully separates: the criminal DUII charge itself, the parallel administrative implied-consent suspension (DMV DUII Related — with its own short hearing deadline), and non-criminal bureaucratic license actions (Administrative Law > DMV). Which notice the user received is a paper fact they hold. v1 tested this pair but with facts that restated the whole scenario; here the opening stays on the license problem and the disclosure identifies the process.",false,The implied-consent hearing deadline is the most time-critical routing fact in the whole taxonomy.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_license_action_source_02,license_action_source,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,I was pulled over Saturday night and now everything is a mess. I've never been in trouble before.,Criminal Law,Traffic Offenses,Criminal Law,DUII/DWS,Criminal Law > Traffic Offenses || Criminal Law > DUII/DWS,They arrested me for DUII — I blew just over the limit after two glasses of wine.,I was arrested for DUII — blew just over the limit after two glasses of wine.,whether the stop produced a criminal DUII arrest or a citation,Criminal Law,Traffic Offenses,It was a speeding ticket — 20 over — plus a lane-change violation. No alcohol involved.,Just speeding — 20 over — and a lane-change violation. No alcohol.,taxonomy: Criminal Law > DUII/DWS vs DMV (DUII Related) vs Administrative Law > DMV (Non-Criminal); v1 dui_vs_dmv pair,"'I lost my license' spans three exact labels the taxonomy carefully separates: the criminal DUII charge itself, the parallel administrative implied-consent suspension (DMV DUII Related — with its own short hearing deadline), and non-criminal bureaucratic license actions (Administrative Law > DMV). Which notice the user received is a paper fact they hold. v1 tested this pair but with facts that restated the whole scenario; here the opening stays on the license problem and the disclosure identifies the process.",false,"'Pulled over, everything's a mess' is authentically vague; arrest-vs-citation is the severity fact.","claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_license_action_source_03,license_action_source,BtoA,routing_disambiguation,M3_missing_procedural_or_institutional_fact,I need help with my DUI case. This whole thing has been a nightmare for my family.,Criminal Law,DUII/DWS,Criminal Law,DMV (DUII Related),Criminal Law > DUII/DWS || Criminal Law > DMV (DUII Related),The criminal side is done — I completed diversion. What's left is the DMV hearing over my license suspension.,The criminal case is done — I completed diversion. What's left is the DMV suspension hearing.,whether the criminal case or the administrative suspension is the live issue,Criminal Law,DUII/DWS,The criminal charge is very much alive — arraignment is next week and I need a defense lawyer.,The charge is live — arraignment's next week and I need a defense lawyer.,taxonomy: Criminal Law > DUII/DWS vs DMV (DUII Related) vs Administrative Law > DMV (Non-Criminal); v1 dui_vs_dmv pair,"'I lost my license' spans three exact labels the taxonomy carefully separates: the criminal DUII charge itself, the parallel administrative implied-consent suspension (DMV DUII Related — with its own short hearing deadline), and non-criminal bureaucratic license actions (Administrative Law > DMV). Which notice the user received is a paper fact they hold. v1 tested this pair but with facts that restated the whole scenario; here the opening stays on the license problem and the disclosure identifies the process.",false,Users call the whole cluster 'my DUI case'; the resolved-vs-pending fact isolates the administrative remnant.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_license_action_source_04,license_action_source,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,My license got suspended and I honestly don't understand why or how to fix it.,Administrative Law,DMV (Non-Criminal),Debtor/Creditor,General (Debtor),Administrative Law > DMV (Non-Criminal) || Debtor/Creditor > General (Debtor),It turned out to be an unpaid court judgment from an old car accident — the suspension lifts only when the judgment is handled.,It's from an unpaid judgment from an old car accident — the suspension only lifts when that's dealt with.,whether the suspension stems from an unpaid judgment rather than a DMV decision,Administrative Law,DMV (Non-Criminal),It was a DMV paperwork error — they merged my record with someone else's who has the same name.,It's a DMV error — they merged my record with another person with my name.,taxonomy: Criminal Law > DUII/DWS vs DMV (DUII Related) vs Administrative Law > DMV (Non-Criminal); v1 dui_vs_dmv pair,"'I lost my license' spans three exact labels the taxonomy carefully separates: the criminal DUII charge itself, the parallel administrative implied-consent suspension (DMV DUII Related — with its own short hearing deadline), and non-criminal bureaucratic license actions (Administrative Law > DMV). Which notice the user received is a paper fact they hold. v1 tested this pair but with facts that restated the whole scenario; here the opening stays on the license problem and the disclosure identifies the process.",false,Judgment-based suspensions are a debtor problem wearing a DMV costume; row 212's uninsured-accident aftermath.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_license_action_source_05,license_action_source,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,I got a ticket last week and I'm worried about what it means for my job.,Criminal Law,Traffic Offenses,Criminal Law,Traffic Offenses - CDL Drivers,Criminal Law > Traffic Offenses || Criminal Law > Traffic Offenses - CDL Drivers,"I drive a semi for a living — I hold a CDL, and even this ticket in my personal car counts against it.",I'm a truck driver with a CDL — even a ticket in my personal car counts against it.,whether the driver holds a commercial license,Criminal Law,Traffic Offenses,I just commute in my sedan — no commercial license; I'm worried about insurance rates.,I just commute — no CDL. I'm mostly worried about insurance rates.,taxonomy: Criminal Law > DUII/DWS vs DMV (DUII Related) vs Administrative Law > DMV (Non-Criminal); v1 dui_vs_dmv pair,"'I lost my license' spans three exact labels the taxonomy carefully separates: the criminal DUII charge itself, the parallel administrative implied-consent suspension (DMV DUII Related — with its own short hearing deadline), and non-criminal bureaucratic license actions (Administrative Law > DMV). Which notice the user received is a paper fact they hold. v1 tested this pair but with facts that restated the whole scenario; here the opening stays on the license problem and the disclosure identifies the process.",false,CDL status is the taxonomy's stated reason for the separate label; 'worried about my job' invites the question.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_license_action_source_06,license_action_source,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,I was cited for driving while suspended but I truly didn't know my license was suspended.,Criminal Law,DUII/DWS,Administrative Law,DMV (Non-Criminal),Criminal Law > DUII/DWS || Administrative Law > DMV (Non-Criminal),"The citation was dismissed once I showed proof — the remaining fight is with the DMV, whose record error caused the phantom suspension.",The citation got dismissed with my proof — what's left is fixing the DMV record error that caused the phantom suspension.,whether the criminal citation is resolved leaving only the agency record dispute,Criminal Law,DUII/DWS,The DWS charge is still active with a court date next month — I need defense on it.,The DWS charge is active — court date next month.,taxonomy: Criminal Law > DUII/DWS vs DMV (DUII Related) vs Administrative Law > DMV (Non-Criminal); v1 dui_vs_dmv pair,"'I lost my license' spans three exact labels the taxonomy carefully separates: the criminal DUII charge itself, the parallel administrative implied-consent suspension (DMV DUII Related — with its own short hearing deadline), and non-criminal bureaucratic license actions (Administrative Law > DMV). Which notice the user received is a paper fact they hold. v1 tested this pair but with facts that restated the whole scenario; here the opening stays on the license problem and the disclosure identifies the process.",false,"Resolved-charge fact leaves a pure records-correction problem; posture, not conduct, is hidden.","claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_license_action_source_07,license_action_source,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,My teenage son got his first ticket and my insurance company is already threatening to drop us.,Criminal Law,Traffic Offenses,Criminal Law,Juvenile Offender,Criminal Law > Traffic Offenses || Criminal Law > Juvenile Offender,It's more than a ticket — he's 16 and charged in juvenile court with reckless driving and attempting to elude after a street-racing stop.,"It's worse than a ticket — he's 16, in juvenile court for reckless driving and attempting to elude from a street-racing stop.",whether the minor faces juvenile-court charges beyond a citation,Criminal Law,Traffic Offenses,It's a simple speeding ticket — 15 over on the highway; we just want to contest it.,"Just a speeding ticket, 15 over — we want to contest it.",taxonomy: Criminal Law > DUII/DWS vs DMV (DUII Related) vs Administrative Law > DMV (Non-Criminal); v1 dui_vs_dmv pair,"'I lost my license' spans three exact labels the taxonomy carefully separates: the criminal DUII charge itself, the parallel administrative implied-consent suspension (DMV DUII Related — with its own short hearing deadline), and non-criminal bureaucratic license actions (Administrative Law > DMV). Which notice the user received is a paper fact they hold. v1 tested this pair but with facts that restated the whole scenario; here the opening stays on the license problem and the disclosure identifies the process.",false,Parent minimization ('first ticket') hiding juvenile charges is a documented intake pattern.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_license_action_source_08,license_action_source,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,I refused the breathalyzer when I got stopped and now I'm dealing with the fallout.,Criminal Law,DUII/DWS,Criminal Law,DMV (DUII Related),Criminal Law > DUII/DWS || Criminal Law > DMV (DUII Related),"The DA declined to file charges — the only thing left is the year-long refusal suspension, and my hearing window closes Friday.","The DA didn't file charges — what's left is the refusal suspension, and my hearing window closes Friday.",whether criminal charges were filed or only the administrative refusal suspension remains,Criminal Law,DUII/DWS,I was charged with DUII on top of the refusal — both cases are running at once.,They charged the DUII too — both cases are going at once.,taxonomy: Criminal Law > DUII/DWS vs DMV (DUII Related) vs Administrative Law > DMV (Non-Criminal); v1 dui_vs_dmv pair,"'I lost my license' spans three exact labels the taxonomy carefully separates: the criminal DUII charge itself, the parallel administrative implied-consent suspension (DMV DUII Related — with its own short hearing deadline), and non-criminal bureaucratic license actions (Administrative Law > DMV). Which notice the user received is a paper fact they hold. v1 tested this pair but with facts that restated the whole scenario; here the opening stays on the license problem and the disclosure identifies the process.",false,Refusal cases split precisely here; declination is a fact users learn and can report.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_license_action_source_09,license_action_source,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,The DMV took my disabled parking permit away and I can barely walk a block.,Administrative Law,DMV (Non-Criminal),General Litigation,Americans With Disabilities Act,Administrative Law > DMV (Non-Criminal) || General Litigation > Americans With Disabilities Act,"It's part of something bigger — the county revoked accessible parking around my building too, and I want a disability-rights case, not just the permit back.",It's bigger than the permit — the county removed the accessible parking near my building too. I want a disability-rights case.,whether the user seeks the agency decision reversed or broader disability-access relief,Administrative Law,DMV (Non-Criminal),It's just the permit denial — my new doctor's form was rejected on a technicality and I want it appealed.,Just the permit — they rejected my doctor's form on a technicality and I want that appealed.,taxonomy: Criminal Law > DUII/DWS vs DMV (DUII Related) vs Administrative Law > DMV (Non-Criminal); v1 dui_vs_dmv pair,"'I lost my license' spans three exact labels the taxonomy carefully separates: the criminal DUII charge itself, the parallel administrative implied-consent suspension (DMV DUII Related — with its own short hearing deadline), and non-criminal bureaucratic license actions (Administrative Law > DMV). Which notice the user received is a paper fact they hold. v1 tested this pair but with facts that restated the whole scenario; here the opening stays on the license problem and the disclosure identifies the process.",false,Permit denial is the taxonomy's own DMV example; systemic-access facts escalate to ADA.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_license_action_source_10,license_action_source,BtoA,routing_disambiguation,M3_missing_procedural_or_institutional_fact,I have to deal with a DMV hearing about my driving and I don't want to go in alone.,Criminal Law,DMV (DUII Related),Administrative Law,DMV (Non-Criminal),Criminal Law > DMV (DUII Related) || Administrative Law > DMV (Non-Criminal),"It's a medical-review hearing — my neurologist reported my seizure and they're deciding whether I keep driving. No alcohol, no arrest, ever.","It's a medical review — my neurologist reported my seizure and they're deciding if I keep my license. Nothing alcohol-related, ever.",what kind of DMV hearing it is,Criminal Law,DMV (DUII Related),It's the implied-consent hearing from my DUII stop last month.,It's the implied-consent hearing from my DUII stop.,taxonomy: Criminal Law > DUII/DWS vs DMV (DUII Related) vs Administrative Law > DMV (Non-Criminal); v1 dui_vs_dmv pair,"'I lost my license' spans three exact labels the taxonomy carefully separates: the criminal DUII charge itself, the parallel administrative implied-consent suspension (DMV DUII Related — with its own short hearing deadline), and non-criminal bureaucratic license actions (Administrative Law > DMV). Which notice the user received is a paper fact they hold. v1 tested this pair but with facts that restated the whole scenario; here the opening stays on the license problem and the disclosure identifies the process.",false,Medical-review hearings are pure administrative process; 'DMV hearing' alone triggers the DUII default.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_license_action_source_21,license_action_source,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,My CDL is my livelihood and something happened this weekend that could take it away.,Criminal Law,Traffic Offenses - CDL Drivers,Criminal Law,DUII/DWS,Criminal Law > Traffic Offenses - CDL Drivers || Criminal Law > DUII/DWS,"I was arrested for DUII in my personal car — for CDL holders even an off-duty DUII means a year's disqualification, and diversion may not protect the CDL.",I was arrested for DUII in my own car — for CDL holders that's a year's disqualification even off duty.,whether the event was a DUII arrest,Criminal Law,Traffic Offenses - CDL Drivers,"It was a speeding ticket in the truck — 12 over — but my third moving violation this cycle, which triggers a CDL suspension.","A speeding ticket in the truck — my third violation this cycle, which triggers CDL suspension.",taxonomy DUII/DMV labels; v1 dui_vs_dmv pair,Expansion batch: more notice-type and posture disclosures around license actions.,false,CDL context constant; the event type (arrest vs citation) routes it.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_license_action_source_22,license_action_source,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,"I got stopped riding my bike home from the bar of all things, and now I have real legal trouble.",Criminal Law,Traffic Offenses,Criminal Law,DUII/DWS,Criminal Law > Traffic Offenses || Criminal Law > DUII/DWS,"They charged me with DUII on the bicycle — apparently the statute covers any vehicle, including bikes.",They charged DUII on the bicycle — the statute apparently covers any vehicle.,whether a DUII charge was filed for the bicycle stop,Criminal Law,Traffic Offenses,Just citations — no lights on the bike and failure to obey a signal; I want to contest them.,Just citations — no bike lights and a signal violation.,taxonomy DUII/DMV labels; v1 dui_vs_dmv pair,Expansion batch: more notice-type and posture disclosures around license actions.,false,Bicycle DUII is the taxonomy description's own edge case.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
