category,subcategory,left_rater,right_rater,left_selected,right_selected,both_selected,positive_jaccard,positive_dice_f1
Debtor/Creditor,Debt Counseling/Workouts,gpt52,qs,3,3,3,1.0,1.0
Debtor/Creditor,Debt Counseling/Workouts,gemini31_pro,deepseek_v4,3,0,0,0.0,0.0
Debtor/Creditor,Debt Counseling/Workouts,gemini31_pro,jackie,3,0,0,0.0,0.0
Debtor/Creditor,Debt Counseling/Workouts,gemini31_pro,qs,3,3,3,1.0,1.0
Debtor/Creditor,Debt Counseling/Workouts,deepseek_v4,jackie,0,0,0,,
Debtor/Creditor,Debt Counseling/Workouts,deepseek_v4,qs,0,3,0,0.0,0.0
Debtor/Creditor,Debt Counseling/Workouts,jackie,qs,0,3,0,0.0,0.0
Debtor/Creditor,General (Creditor),gpt52,gemini31_pro,2,3,2,0.6666666666666666,0.8
Debtor/Creditor,General (Creditor),gpt52,deepseek_v4,2,0,0,0.0,0.0
Debtor/Creditor,General (Creditor),gpt52,jackie,2,3,2,0.6666666666666666,0.8
Debtor/Creditor,General (Creditor),gpt52,qs,2,1,1,0.5,0.6666666666666666
Debtor/Creditor,General (Creditor),gemini31_pro,deepseek_v4,3,0,0,0.0,0.0
Debtor/Creditor,General (Creditor),gemini31_pro,jackie,3,3,3,1.0,1.0
Debtor/Creditor,General (Creditor),gemini31_pro,qs,3,1,1,0.3333333333333333,0.5
Debtor/Creditor,General (Creditor),deepseek_v4,jackie,0,3,0,0.0,0.0
Debtor/Creditor,General (Creditor),deepseek_v4,qs,0,1,0,0.0,0.0
Debtor/Creditor,General (Creditor),jackie,qs,3,1,1,0.3333333333333333,0.5
Debtor/Creditor,General (Debtor),gpt52,gemini31_pro,5,7,5,0.7142857142857143,0.8333333333333334
Debtor/Creditor,General (Debtor),gpt52,deepseek_v4,5,6,4,0.5714285714285714,0.7272727272727273
Debtor/Creditor,General (Debtor),gpt52,jackie,5,7,3,0.3333333333333333,0.5
Debtor/Creditor,General (Debtor),gpt52,qs,5,7,3,0.3333333333333333,0.5
Debtor/Creditor,General (Debtor),gemini31_pro,deepseek_v4,7,6,4,0.4444444444444444,0.6153846153846154
Debtor/Creditor,General (Debtor),gemini31_pro,jackie,7,7,5,0.5555555555555556,0.7142857142857143
Debtor/Creditor,General (Debtor),gemini31_pro,qs,7,7,5,0.5555555555555556,0.7142857142857143
Debtor/Creditor,General (Debtor),deepseek_v4,jackie,6,7,5,0.625,0.7692307692307693
Debtor/Creditor,General (Debtor),deepseek_v4,qs,6,7,5,0.625,0.7692307692307693
Debtor/Creditor,General (Debtor),jackie,qs,7,7,7,1.0,1.0
Debtor/Creditor,Judgement Collection,gpt52,gemini31_pro,0,0,0,,
Debtor/Creditor,Judgement Collection,gpt52,deepseek_v4,0,0,0,,
Debtor/Creditor,Judgement Collection,gpt52,jackie,0,0,0,,
Debtor/Creditor,Judgement Collection,gpt52,qs,0,0,0,,
Debtor/Creditor,Judgement Collection,gemini31_pro,deepseek_v4,0,0,0,,
Debtor/Creditor,Judgement Collection,gemini31_pro,jackie,0,0,0,,
Debtor/Creditor,Judgement Collection,gemini31_pro,qs,0,0,0,,
Debtor/Creditor,Judgement Collection,deepseek_v4,jackie,0,0,0,,
Debtor/Creditor,Judgement Collection,deepseek_v4,qs,0,0,0,,
Debtor/Creditor,Judgement Collection,jackie,qs,0,0,0,,
Debtor/Creditor,Student Loans,gpt52,gemini31_pro,0,0,0,,
Debtor/Creditor,Student Loans,gpt52,deepseek_v4,0,0,0,,
Debtor/Creditor,Student Loans,gpt52,jackie,0,0,0,,
Debtor/Creditor,Student Loans,gpt52,qs,0,0,0,,
Debtor/Creditor,Student Loans,gemini31_pro,deepseek_v4,0,0,0,,
Debtor/Creditor,Student Loans,gemini31_pro,jackie,0,0,0,,
Debtor/Creditor,Student Loans,gemini31_pro,qs,0,0,0,,
Debtor/Creditor,Student Loans,deepseek_v4,jackie,0,0,0,,
Debtor/Creditor,Student Loans,deepseek_v4,qs,0,0,0,,
Debtor/Creditor,Student Loans,jackie,qs,0,0,0,,
Debtor/Creditor,Other,gpt52,gemini31_pro,0,0,0,,
Debtor/Creditor,Other,gpt52,deepseek_v4,0,0,0,,
Debtor/Creditor,Other,gpt52,jackie,0,0,0,,
Debtor/Creditor,Other,gpt52,qs,0,0,0,,
Debtor/Creditor,Other,gemini31_pro,deepseek_v4,0,0,0,,
Debtor/Creditor,Other,gemini31_pro,jackie,0,0,0,,
Debtor/Creditor,Other,gemini31_pro,qs,0,0,0,,
Debtor/Creditor,Other,deepseek_v4,jackie,0,0,0,,
Debtor/Creditor,Other,deepseek_v4,qs,0,0,0,,
Debtor/Creditor,Other,jackie,qs,0,0,0,,
Family Law,Adoption/DHS,gpt52,gemini31_pro,0,0,0,,
Family Law,Adoption/DHS,gpt52,deepseek_v4,0,0,0,,
Family Law,Adoption/DHS,gpt52,jackie,0,1,0,0.0,0.0
Family Law,Adoption/DHS,gpt52,qs,0,0,0,,
Family Law,Adoption/DHS,gemini31_pro,deepseek_v4,0,0,0,,
Family Law,Adoption/DHS,gemini31_pro,jackie,0,1,0,0.0,0.0
Family Law,Adoption/DHS,gemini31_pro,qs,0,0,0,,
Family Law,Adoption/DHS,deepseek_v4,jackie,0,1,0,0.0,0.0
Family Law,Adoption/DHS,deepseek_v4,qs,0,0,0,,
Family Law,Adoption/DHS,jackie,qs,1,0,0,0.0,0.0
Family Law,Birth Certificate/Name Changes,gpt52,gemini31_pro,0,0,0,,
Family Law,Birth Certificate/Name Changes,gpt52,deepseek_v4,0,0,0,,
Family Law,Birth Certificate/Name Changes,gpt52,jackie,0,0,0,,
Family Law,Birth Certificate/Name Changes,gpt52,qs,0,0,0,,
Family Law,Birth Certificate/Name Changes,gemini31_pro,deepseek_v4,0,0,0,,
Family Law,Birth Certificate/Name Changes,gemini31_pro,jackie,0,0,0,,
Family Law,Birth Certificate/Name Changes,gemini31_pro,qs,0,0,0,,
Family Law,Birth Certificate/Name Changes,deepseek_v4,jackie,0,0,0,,
Family Law,Birth Certificate/Name Changes,deepseek_v4,qs,0,0,0,,
Family Law,Birth Certificate/Name Changes,jackie,qs,0,0,0,,
Family Law,Child Custody/Visitation,gpt52,gemini31_pro,10,10,10,1.0,1.0
Family Law,Child Custody/Visitation,gpt52,deepseek_v4,10,8,8,0.8,0.8888888888888888
Family Law,Child Custody/Visitation,gpt52,jackie,10,10,10,1.0,1.0
Family Law,Child Custody/Visitation,gpt52,qs,10,10,10,1.0,1.0
Family Law,Child Custody/Visitation,gemini31_pro,deepseek_v4,10,8,8,0.8,0.8888888888888888
Family Law,Child Custody/Visitation,gemini31_pro,jackie,10,10,10,1.0,1.0
Family Law,Child Custody/Visitation,gemini31_pro,qs,10,10,10,1.0,1.0
Family Law,Child Custody/Visitation,deepseek_v4,jackie,8,10,8,0.8,0.8888888888888888
Family Law,Child Custody/Visitation,deepseek_v4,qs,8,10,8,0.8,0.8888888888888888
Family Law,Child Custody/Visitation,jackie,qs,10,10,10,1.0,1.0
Family Law,Child Support/Modification,gpt52,gemini31_pro,4,4,4,1.0,1.0
Family Law,Child Support/Modification,gpt52,deepseek_v4,4,3,3,0.75,0.8571428571428571
Family Law,Child Support/Modification,gpt52,jackie,4,3,3,0.75,0.8571428571428571
Family Law,Child Support/Modification,gpt52,qs,4,3,3,0.75,0.8571428571428571
Family Law,Child Support/Modification,gemini31_pro,deepseek_v4,4,3,3,0.75,0.8571428571428571
Family Law,Child Support/Modification,gemini31_pro,jackie,4,3,3,0.75,0.8571428571428571
Family Law,Child Support/Modification,gemini31_pro,qs,4,3,3,0.75,0.8571428571428571
Family Law,Child Support/Modification,deepseek_v4,jackie,3,3,3,1.0,1.0
Family Law,Child Support/Modification,deepseek_v4,qs,3,3,3,1.0,1.0
Family Law,Child Support/Modification,jackie,qs,3,3,3,1.0,1.0
Family Law,Collaborative Family Law,gpt52,gemini31_pro,0,0,0,,
Family Law,Collaborative Family Law,gpt52,deepseek_v4,0,0,0,,
Family Law,Collaborative Family Law,gpt52,jackie,0,0,0,,
Family Law,Collaborative Family Law,gpt52,qs,0,0,0,,
Family Law,Collaborative Family Law,gemini31_pro,deepseek_v4,0,0,0,,
Family Law,Collaborative Family Law,gemini31_pro,jackie,0,0,0,,
Family Law,Collaborative Family Law,gemini31_pro,qs,0,0,0,,
Family Law,Collaborative Family Law,deepseek_v4,jackie,0,0,0,,
Family Law,Collaborative Family Law,deepseek_v4,qs,0,0,0,,
Family Law,Collaborative Family Law,jackie,qs,0,0,0,,
Family Law,Document Review,gpt52,gemini31_pro,0,0,0,,
Family Law,Document Review,gpt52,deepseek_v4,0,0,0,,
Family Law,Document Review,gpt52,jackie,0,0,0,,
Family Law,Document Review,gpt52,qs,0,0,0,,
Family Law,Document Review,gemini31_pro,deepseek_v4,0,0,0,,
Family Law,Document Review,gemini31_pro,jackie,0,0,0,,
Family Law,Document Review,gemini31_pro,qs,0,0,0,,
Family Law,Document Review,deepseek_v4,jackie,0,0,0,,
Family Law,Document Review,deepseek_v4,qs,0,0,0,,
Family Law,Document Review,jackie,qs,0,0,0,,
Family Law,Emancipation,gpt52,gemini31_pro,0,0,0,,
Family Law,Emancipation,gpt52,deepseek_v4,0,0,0,,
Family Law,Emancipation,gpt52,jackie,0,0,0,,
Family Law,Emancipation,gpt52,qs,0,0,0,,
Family Law,Emancipation,gemini31_pro,deepseek_v4,0,0,0,,
Family Law,Emancipation,gemini31_pro,jackie,0,0,0,,
Family Law,Emancipation,gemini31_pro,qs,0,0,0,,
Family Law,Emancipation,deepseek_v4,jackie,0,0,0,,
Family Law,Emancipation,deepseek_v4,qs,0,0,0,,
Family Law,Emancipation,jackie,qs,0,0,0,,
Family Law,General (Divorce/Separation),gpt52,gemini31_pro,2,2,2,1.0,1.0
Family Law,General (Divorce/Separation),gpt52,deepseek_v4,2,2,2,1.0,1.0
Family Law,General (Divorce/Separation),gpt52,jackie,2,4,2,0.5,0.6666666666666666
Family Law,General (Divorce/Separation),gpt52,qs,2,3,2,0.6666666666666666,0.8
Family Law,General (Divorce/Separation),gemini31_pro,deepseek_v4,2,2,2,1.0,1.0
Family Law,General (Divorce/Separation),gemini31_pro,jackie,2,4,2,0.5,0.6666666666666666
Family Law,General (Divorce/Separation),gemini31_pro,qs,2,3,2,0.6666666666666666,0.8
Family Law,General (Divorce/Separation),deepseek_v4,jackie,2,4,2,0.5,0.6666666666666666
Family Law,General (Divorce/Separation),deepseek_v4,qs,2,3,2,0.6666666666666666,0.8
Family Law,General (Divorce/Separation),jackie,qs,4,3,3,0.75,0.8571428571428571
Family Law,Grandparent Rights,gpt52,gemini31_pro,0,0,0,,
Family Law,Grandparent Rights,gpt52,deepseek_v4,0,0,0,,
Family Law,Grandparent Rights,gpt52,jackie,0,0,0,,
Family Law,Grandparent Rights,gpt52,qs,0,0,0,,
Family Law,Grandparent Rights,gemini31_pro,deepseek_v4,0,0,0,,
Family Law,Grandparent Rights,gemini31_pro,jackie,0,0,0,,
Family Law,Grandparent Rights,gemini31_pro,qs,0,0,0,,
Family Law,Grandparent Rights,deepseek_v4,jackie,0,0,0,,
Family Law,Grandparent Rights,deepseek_v4,qs,0,0,0,,
Family Law,Grandparent Rights,jackie,qs,0,0,0,,
Family Law,Guardianship(minor),gpt52,gemini31_pro,0,0,0,,
Family Law,Guardianship(minor),gpt52,deepseek_v4,0,0,0,,
Family Law,Guardianship(minor),gpt52,jackie,0,0,0,,
Family Law,Guardianship(minor),gpt52,qs,0,0,0,,
Family Law,Guardianship(minor),gemini31_pro,deepseek_v4,0,0,0,,
Family Law,Guardianship(minor),gemini31_pro,jackie,0,0,0,,
Family Law,Guardianship(minor),gemini31_pro,qs,0,0,0,,
Family Law,Guardianship(minor),deepseek_v4,jackie,0,0,0,,
Family Law,Guardianship(minor),deepseek_v4,qs,0,0,0,,
Family Law,Guardianship(minor),jackie,qs,0,0,0,,
Family Law,Informal Living Arrangements,gpt52,gemini31_pro,0,0,0,,
Family Law,Informal Living Arrangements,gpt52,deepseek_v4,0,0,0,,
Family Law,Informal Living Arrangements,gpt52,jackie,0,0,0,,
Family Law,Informal Living Arrangements,gpt52,qs,0,0,0,,
Family Law,Informal Living Arrangements,gemini31_pro,deepseek_v4,0,0,0,,
Family Law,Informal Living Arrangements,gemini31_pro,jackie,0,0,0,,
Family Law,Informal Living Arrangements,gemini31_pro,qs,0,0,0,,
Family Law,Informal Living Arrangements,deepseek_v4,jackie,0,0,0,,
Family Law,Informal Living Arrangements,deepseek_v4,qs,0,0,0,,
Family Law,Informal Living Arrangements,jackie,qs,0,0,0,,
Family Law,Interstate/Independent Adoption,gpt52,gemini31_pro,0,0,0,,
Family Law,Interstate/Independent Adoption,gpt52,deepseek_v4,0,0,0,,
Family Law,Interstate/Independent Adoption,gpt52,jackie,0,0,0,,
Family Law,Interstate/Independent Adoption,gpt52,qs,0,0,0,,
Family Law,Interstate/Independent Adoption,gemini31_pro,deepseek_v4,0,0,0,,
Family Law,Interstate/Independent Adoption,gemini31_pro,jackie,0,0,0,,
Family Law,Interstate/Independent Adoption,gemini31_pro,qs,0,0,0,,
Family Law,Interstate/Independent Adoption,deepseek_v4,jackie,0,0,0,,
Family Law,Interstate/Independent Adoption,deepseek_v4,qs,0,0,0,,
Family Law,Interstate/Independent Adoption,jackie,qs,0,0,0,,
Family Law,Juvenile/DHS Issue - SCF (CSD) related,gpt52,gemini31_pro,1,1,1,1.0,1.0
Family Law,Juvenile/DHS Issue - SCF (CSD) related,gpt52,deepseek_v4,1,1,1,1.0,1.0
Family Law,Juvenile/DHS Issue - SCF (CSD) related,gpt52,jackie,1,0,0,0.0,0.0
Family Law,Juvenile/DHS Issue - SCF (CSD) related,gpt52,qs,1,0,0,0.0,0.0
Family Law,Juvenile/DHS Issue - SCF (CSD) related,gemini31_pro,deepseek_v4,1,1,1,1.0,1.0
Family Law,Juvenile/DHS Issue - SCF (CSD) related,gemini31_pro,jackie,1,0,0,0.0,0.0
Family Law,Juvenile/DHS Issue - SCF (CSD) related,gemini31_pro,qs,1,0,0,0.0,0.0
Family Law,Juvenile/DHS Issue - SCF (CSD) related,deepseek_v4,jackie,1,0,0,0.0,0.0
Family Law,Juvenile/DHS Issue - SCF (CSD) related,deepseek_v4,qs,1,0,0,0.0,0.0
Family Law,Juvenile/DHS Issue - SCF (CSD) related,jackie,qs,0,0,0,,
Family Law,Military,gpt52,gemini31_pro,1,1,1,1.0,1.0
Family Law,Military,gpt52,deepseek_v4,1,1,1,1.0,1.0
Family Law,Military,gpt52,jackie,1,1,1,1.0,1.0
Family Law,Military,gpt52,qs,1,0,0,0.0,0.0
Family Law,Military,gemini31_pro,deepseek_v4,1,1,1,1.0,1.0
Family Law,Military,gemini31_pro,jackie,1,1,1,1.0,1.0
Family Law,Military,gemini31_pro,qs,1,0,0,0.0,0.0
Family Law,Military,deepseek_v4,jackie,1,1,1,1.0,1.0
Family Law,Military,deepseek_v4,qs,1,0,0,0.0,0.0
Family Law,Military,jackie,qs,1,0,0,0.0,0.0
Family Law,Parental Responsibility,gpt52,gemini31_pro,0,0,0,,
Family Law,Parental Responsibility,gpt52,deepseek_v4,0,0,0,,
Family Law,Parental Responsibility,gpt52,jackie,0,0,0,,
Family Law,Parental Responsibility,gpt52,qs,0,0,0,,
Family Law,Parental Responsibility,gemini31_pro,deepseek_v4,0,0,0,,
Family Law,Parental Responsibility,gemini31_pro,jackie,0,0,0,,
Family Law,Parental Responsibility,gemini31_pro,qs,0,0,0,,
Family Law,Parental Responsibility,deepseek_v4,jackie,0,0,0,,
Family Law,Parental Responsibility,deepseek_v4,qs,0,0,0,,
Family Law,Parental Responsibility,jackie,qs,0,0,0,,
Family Law,Paternity,gpt52,gemini31_pro,4,4,4,1.0,1.0
Family Law,Paternity,gpt52,deepseek_v4,4,4,4,1.0,1.0
Family Law,Paternity,gpt52,jackie,4,4,4,1.0,1.0
Family Law,Paternity,gpt52,qs,4,4,4,1.0,1.0
Family Law,Paternity,gemini31_pro,deepseek_v4,4,4,4,1.0,1.0
Family Law,Paternity,gemini31_pro,jackie,4,4,4,1.0,1.0
Family Law,Paternity,gemini31_pro,qs,4,4,4,1.0,1.0
Family Law,Paternity,deepseek_v4,jackie,4,4,4,1.0,1.0
Family Law,Paternity,deepseek_v4,qs,4,4,4,1.0,1.0
Family Law,Paternity,jackie,qs,4,4,4,1.0,1.0
Family Law,Prenuptial Agreements,gpt52,gemini31_pro,0,0,0,,
Family Law,Prenuptial Agreements,gpt52,deepseek_v4,0,0,0,,
Family Law,Prenuptial Agreements,gpt52,jackie,0,0,0,,
Family Law,Prenuptial Agreements,gpt52,qs,0,0,0,,
Family Law,Prenuptial Agreements,gemini31_pro,deepseek_v4,0,0,0,,
Family Law,Prenuptial Agreements,gemini31_pro,jackie,0,0,0,,
Family Law,Prenuptial Agreements,gemini31_pro,qs,0,0,0,,
Family Law,Prenuptial Agreements,deepseek_v4,jackie,0,0,0,,
Family Law,Prenuptial Agreements,deepseek_v4,qs,0,0,0,,
Family Law,Prenuptial Agreements,jackie,qs,0,0,0,,
Family Law,Pro Se Coaching,gpt52,gemini31_pro,0,0,0,,
Family Law,Pro Se Coaching,gpt52,deepseek_v4,0,0,0,,
Family Law,Pro Se Coaching,gpt52,jackie,0,0,0,,
Family Law,Pro Se Coaching,gpt52,qs,0,0,0,,
Family Law,Pro Se Coaching,gemini31_pro,deepseek_v4,0,0,0,,
Family Law,Pro Se Coaching,gemini31_pro,jackie,0,0,0,,
Family Law,Pro Se Coaching,gemini31_pro,qs,0,0,0,,
Family Law,Pro Se Coaching,deepseek_v4,jackie,0,0,0,,
Family Law,Pro Se Coaching,deepseek_v4,qs,0,0,0,,
Family Law,Pro Se Coaching,jackie,qs,0,0,0,,
Family Law,QDROs,gpt52,gemini31_pro,0,0,0,,
Family Law,QDROs,gpt52,deepseek_v4,0,1,0,0.0,0.0
Family Law,QDROs,gpt52,jackie,0,0,0,,
Family Law,QDROs,gpt52,qs,0,0,0,,
Family Law,QDROs,gemini31_pro,deepseek_v4,0,1,0,0.0,0.0
Family Law,QDROs,gemini31_pro,jackie,0,0,0,,
Family Law,QDROs,gemini31_pro,qs,0,0,0,,
Family Law,QDROs,deepseek_v4,jackie,1,0,0,0.0,0.0
Family Law,QDROs,deepseek_v4,qs,1,0,0,0.0,0.0
Family Law,QDROs,jackie,qs,0,0,0,,
Family Law,Restraining Orders,gpt52,gemini31_pro,5,5,4,0.6666666666666666,0.8
Family Law,Restraining Orders,gpt52,deepseek_v4,5,4,4,0.8,0.8888888888888888
Family Law,Restraining Orders,gpt52,jackie,5,3,3,0.6,0.75
Family Law,Restraining Orders,gpt52,qs,5,4,4,0.8,0.8888888888888888
Family Law,Restraining Orders,gemini31_pro,deepseek_v4,5,4,3,0.5,0.6666666666666666
Family Law,Restraining Orders,gemini31_pro,jackie,5,3,3,0.6,0.75
Family Law,Restraining Orders,gemini31_pro,qs,5,4,3,0.5,0.6666666666666666
Family Law,Restraining Orders,deepseek_v4,jackie,4,3,3,0.75,0.8571428571428571
Family Law,Restraining Orders,deepseek_v4,qs,4,4,4,1.0,1.0
Family Law,Restraining Orders,jackie,qs,3,4,3,0.75,0.8571428571428571
Family Law,Same Sex Couples & Parents,gpt52,gemini31_pro,0,0,0,,
Family Law,Same Sex Couples & Parents,gpt52,deepseek_v4,0,0,0,,
Family Law,Same Sex Couples & Parents,gpt52,jackie,0,0,0,,
Family Law,Same Sex Couples & Parents,gpt52,qs,0,0,0,,
Family Law,Same Sex Couples & Parents,gemini31_pro,deepseek_v4,0,0,0,,
Family Law,Same Sex Couples & Parents,gemini31_pro,jackie,0,0,0,,
Family Law,Same Sex Couples & Parents,gemini31_pro,qs,0,0,0,,
Family Law,Same Sex Couples & Parents,deepseek_v4,jackie,0,0,0,,
Family Law,Same Sex Couples & Parents,deepseek_v4,qs,0,0,0,,
Family Law,Same Sex Couples & Parents,jackie,qs,0,0,0,,
Family Law,Spousal Support,gpt52,gemini31_pro,0,0,0,,
Family Law,Spousal Support,gpt52,deepseek_v4,0,0,0,,
Family Law,Spousal Support,gpt52,jackie,0,0,0,,
Family Law,Spousal Support,gpt52,qs,0,0,0,,
Family Law,Spousal Support,gemini31_pro,deepseek_v4,0,0,0,,
Family Law,Spousal Support,gemini31_pro,jackie,0,0,0,,
Family Law,Spousal Support,gemini31_pro,qs,0,0,0,,
Family Law,Spousal Support,deepseek_v4,jackie,0,0,0,,
Family Law,Spousal Support,deepseek_v4,qs,0,0,0,,
Family Law,Spousal Support,jackie,qs,0,0,0,,
Family Law,Terminate Parent Rights,gpt52,gemini31_pro,0,0,0,,
Family Law,Terminate Parent Rights,gpt52,deepseek_v4,0,0,0,,
Family Law,Terminate Parent Rights,gpt52,jackie,0,0,0,,
Family Law,Terminate Parent Rights,gpt52,qs,0,0,0,,
Family Law,Terminate Parent Rights,gemini31_pro,deepseek_v4,0,0,0,,
Family Law,Terminate Parent Rights,gemini31_pro,jackie,0,0,0,,
Family Law,Terminate Parent Rights,gemini31_pro,qs,0,0,0,,
Family Law,Terminate Parent Rights,deepseek_v4,jackie,0,0,0,,
Family Law,Terminate Parent Rights,deepseek_v4,qs,0,0,0,,
Family Law,Terminate Parent Rights,jackie,qs,0,0,0,,
Family Law,Other,gpt52,gemini31_pro,0,0,0,,
Family Law,Other,gpt52,deepseek_v4,0,0,0,,
Family Law,Other,gpt52,jackie,0,0,0,,
Family Law,Other,gpt52,qs,0,0,0,,
Family Law,Other,gemini31_pro,deepseek_v4,0,0,0,,
Family Law,Other,gemini31_pro,jackie,0,0,0,,
Family Law,Other,gemini31_pro,qs,0,0,0,,
Family Law,Other,deepseek_v4,jackie,0,0,0,,
Family Law,Other,deepseek_v4,qs,0,0,0,,
Family Law,Other,jackie,qs,0,0,0,,
General Litigation,Actions Against Police,gpt52,gemini31_pro,4,4,4,1.0,1.0
General Litigation,Actions Against Police,gpt52,deepseek_v4,4,4,4,1.0,1.0
General Litigation,Actions Against Police,gpt52,jackie,4,2,2,0.5,0.6666666666666666
General Litigation,Actions Against Police,gpt52,qs,4,4,4,1.0,1.0
General Litigation,Actions Against Police,gemini31_pro,deepseek_v4,4,4,4,1.0,1.0
General Litigation,Actions Against Police,gemini31_pro,jackie,4,2,2,0.5,0.6666666666666666
General Litigation,Actions Against Police,gemini31_pro,qs,4,4,4,1.0,1.0
General Litigation,Actions Against Police,deepseek_v4,jackie,4,2,2,0.5,0.6666666666666666
General Litigation,Actions Against Police,deepseek_v4,qs,4,4,4,1.0,1.0
General Litigation,Actions Against Police,jackie,qs,2,4,2,0.5,0.6666666666666666
General Litigation,ADA,gpt52,gemini31_pro,0,0,0,,
General Litigation,ADA,gpt52,deepseek_v4,0,0,0,,
General Litigation,ADA,gpt52,jackie,0,0,0,,
General Litigation,ADA,gpt52,qs,0,0,0,,
General Litigation,ADA,gemini31_pro,deepseek_v4,0,0,0,,
General Litigation,ADA,gemini31_pro,jackie,0,0,0,,
General Litigation,ADA,gemini31_pro,qs,0,0,0,,
General Litigation,ADA,deepseek_v4,jackie,0,0,0,,
General Litigation,ADA,deepseek_v4,qs,0,0,0,,
General Litigation,ADA,jackie,qs,0,0,0,,
General Litigation,Animal Law,gpt52,gemini31_pro,2,2,2,1.0,1.0
General Litigation,Animal Law,gpt52,deepseek_v4,2,1,1,0.5,0.6666666666666666
General Litigation,Animal Law,gpt52,jackie,2,0,0,0.0,0.0
General Litigation,Animal Law,gpt52,qs,2,2,2,1.0,1.0
General Litigation,Animal Law,gemini31_pro,deepseek_v4,2,1,1,0.5,0.6666666666666666
General Litigation,Animal Law,gemini31_pro,jackie,2,0,0,0.0,0.0
General Litigation,Animal Law,gemini31_pro,qs,2,2,2,1.0,1.0
General Litigation,Animal Law,deepseek_v4,jackie,1,0,0,0.0,0.0
General Litigation,Animal Law,deepseek_v4,qs,1,2,1,0.5,0.6666666666666666
General Litigation,Animal Law,jackie,qs,0,2,0,0.0,0.0
General Litigation,Aviation,gpt52,gemini31_pro,0,0,0,,
General Litigation,Aviation,gpt52,deepseek_v4,0,0,0,,
General Litigation,Aviation,gpt52,jackie,0,0,0,,
General Litigation,Aviation,gpt52,qs,0,0,0,,
General Litigation,Aviation,gemini31_pro,deepseek_v4,0,0,0,,
General Litigation,Aviation,gemini31_pro,jackie,0,0,0,,
General Litigation,Aviation,gemini31_pro,qs,0,0,0,,
General Litigation,Aviation,deepseek_v4,jackie,0,0,0,,
General Litigation,Aviation,deepseek_v4,qs,0,0,0,,
General Litigation,Aviation,jackie,qs,0,0,0,,
General Litigation,Child Abuse Victims,gpt52,gemini31_pro,1,1,1,1.0,1.0
General Litigation,Child Abuse Victims,gpt52,deepseek_v4,1,0,0,0.0,0.0
General Litigation,Child Abuse Victims,gpt52,jackie,1,1,1,1.0,1.0
General Litigation,Child Abuse Victims,gpt52,qs,1,1,1,1.0,1.0
General Litigation,Child Abuse Victims,gemini31_pro,deepseek_v4,1,0,0,0.0,0.0
General Litigation,Child Abuse Victims,gemini31_pro,jackie,1,1,1,1.0,1.0
General Litigation,Child Abuse Victims,gemini31_pro,qs,1,1,1,1.0,1.0
General Litigation,Child Abuse Victims,deepseek_v4,jackie,0,1,0,0.0,0.0
General Litigation,Child Abuse Victims,deepseek_v4,qs,0,1,0,0.0,0.0
General Litigation,Child Abuse Victims,jackie,qs,1,1,1,1.0,1.0
General Litigation,Civil Matter for Inmates,gpt52,gemini31_pro,0,0,0,,
General Litigation,Civil Matter for Inmates,gpt52,deepseek_v4,0,0,0,,
General Litigation,Civil Matter for Inmates,gpt52,jackie,0,0,0,,
General Litigation,Civil Matter for Inmates,gpt52,qs,0,1,0,0.0,0.0
General Litigation,Civil Matter for Inmates,gemini31_pro,deepseek_v4,0,0,0,,
General Litigation,Civil Matter for Inmates,gemini31_pro,jackie,0,0,0,,
General Litigation,Civil Matter for Inmates,gemini31_pro,qs,0,1,0,0.0,0.0
General Litigation,Civil Matter for Inmates,deepseek_v4,jackie,0,0,0,,
General Litigation,Civil Matter for Inmates,deepseek_v4,qs,0,1,0,0.0,0.0
General Litigation,Civil Matter for Inmates,jackie,qs,0,1,0,0.0,0.0
General Litigation,Civil Rights,gpt52,gemini31_pro,3,3,2,0.5,0.6666666666666666
General Litigation,Civil Rights,gpt52,deepseek_v4,3,2,2,0.6666666666666666,0.8
General Litigation,Civil Rights,gpt52,jackie,3,2,2,0.6666666666666666,0.8
General Litigation,Civil Rights,gpt52,qs,3,4,2,0.4,0.5714285714285714
General Litigation,Civil Rights,gemini31_pro,deepseek_v4,3,2,1,0.25,0.4
General Litigation,Civil Rights,gemini31_pro,jackie,3,2,2,0.6666666666666666,0.8
General Litigation,Civil Rights,gemini31_pro,qs,3,4,1,0.16666666666666666,0.2857142857142857
General Litigation,Civil Rights,deepseek_v4,jackie,2,2,1,0.3333333333333333,0.5
General Litigation,Civil Rights,deepseek_v4,qs,2,4,1,0.2,0.3333333333333333
General Litigation,Civil Rights,jackie,qs,2,4,1,0.2,0.3333333333333333
General Litigation,Crime Victim,gpt52,gemini31_pro,1,2,1,0.5,0.6666666666666666
General Litigation,Crime Victim,gpt52,deepseek_v4,1,0,0,0.0,0.0
General Litigation,Crime Victim,gpt52,jackie,1,0,0,0.0,0.0
General Litigation,Crime Victim,gpt52,qs,1,0,0,0.0,0.0
General Litigation,Crime Victim,gemini31_pro,deepseek_v4,2,0,0,0.0,0.0
General Litigation,Crime Victim,gemini31_pro,jackie,2,0,0,0.0,0.0
General Litigation,Crime Victim,gemini31_pro,qs,2,0,0,0.0,0.0
General Litigation,Crime Victim,deepseek_v4,jackie,0,0,0,,
General Litigation,Crime Victim,deepseek_v4,qs,0,0,0,,
