row_number,problem_description,original_human_category,original_human_subcategory,gpt52_rank1,gemini31_pro_rank1,deepseek_v4_rank1,internal_review,four_pass_pattern,four_pass_max_agreement,four_pass_distinct_labels,review_basis,gpt52_all_candidates,gemini31_pro_all_candidates,deepseek_v4_all_candidates
212,"There was a car accident in which I was involved and had no car insurance. My car was destroyed nonfunctional anymore while the other person‘s car remaining without any visible damage. After this I didn’t got any contact with the person from the crash or anything. I couldn’t get hold of my mail due to some housing instability issues I have been going through this months, but today September 10th I received my mail from all this time and saw a letter, explaining I own $10,000 due to the car crash, I am hoping to see what are the options to investigate if this bill can go lower, if any payment plans could be done and I need a lawyer for legal advice.",Debtor/Creditor,,Debtor/Creditor / Debt Counseling/Workouts,Debtor/Creditor / Debt Counseling/Workouts,Debtor/Creditor / General (Debtor),Debtor/Creditor / Debt Counseling/Workouts,3/4 agreement,3,2,in-context manual review,"[{""category"": ""Debtor/Creditor"", ""subcategory"": ""Debt Counseling/Workouts"", ""justification"": ""User received a $10,000 demand/bill from an uninsured car accident and is asking about lowering it and setting up payment arrangements."", ""confidence"": ""medium""}, {""category"": ""General Litigation"", ""subcategory"": ""Property Damage"", ""justification"": ""The underlying obligation arises from a car crash and alleged vehicle damage; if disputed as liability/damages rather than payment terms, it becomes a property-damage tort claim."", ""confidence"": ""medium""}, {""category"": ""General Litigation"", ""subcategory"": ""Personal Injury"", ""justification"": ""Included as a lower-ranked possibility only because auto collisions can involve injury claims, but the facts provided focus on car damage and money owed."", ""confidence"": ""low""}]","[{""category"": ""Debtor/Creditor"", ""subcategory"": ""Debt Counseling/Workouts"", ""justification"": ""The user owes a $10,000 debt from a car crash and wants to negotiate a lower bill or set up a payment plan."", ""confidence"": ""high""}, {""category"": ""General Litigation"", ""subcategory"": ""Property Damage"", ""justification"": ""The underlying issue stems from a car accident involving property damage where the user was uninsured, which may require defending the initial liability claim."", ""confidence"": ""medium""}]","[{""category"": ""Debtor/Creditor"", ""subcategory"": ""General (Debtor)"", ""justification"": ""The user owes $10,000 from a car accident while uninsured and wants to negotiate a lower amount or payment plan, placing them as a debtor facing a liability claim."", ""confidence"": ""high""}]"
213,"My husband was on Alderstone Life disability short term to long-term. They gave us overpayments and now want us to repay over $4000 to them. We were receiving barely anything to live off of from them and now they want us to pay it all back. They sent us to collections without talking to us. I’ve requested multiple times for them to send us all the information and we never received stuff in the mail but just received another collections letter. We could’ve received food stamps, and Oregon health plan if they paid us the right amount, qualifying for other programs also.",Debtor/Creditor,,Debtor/Creditor / Collection/Harassment,General Litigation / Insurance (Health/Disability),Debtor/Creditor / General (Debtor),Debtor/Creditor / General (Debtor),2/4 agreement,2,3,in-context manual review,"[{""category"": ""Debtor/Creditor"", ""subcategory"": ""Collection/Harassment"", ""justification"": ""They were sent to collections over an alleged disability-benefit overpayment and complain about lack of information/notice while collections continue."", ""confidence"": ""medium""}, {""category"": ""Labor & Employment"", ""subcategory"": ""Pensions/Benefits/Erisa"", ""justification"": ""Dispute stems from a private employer disability plan (short-term to long-term) and alleged overpayment/recoupment, which often falls under ERISA-type benefits issues rather than pure consumer debt."", ""confidence"": ""medium""}, {""category"": ""Debtor/Creditor"", ""subcategory"": ""General (Debtor)"", ""justification"": ""If the primary need is defending/negotiating repayment of the claimed overpayment debt (rather than plan-governance issues), it fits general debtor help."", ""confidence"": ""low""}]","[{""category"": ""General Litigation"", ""subcategory"": ""Insurance (Health/Disability)"", ""justification"": ""The user is in a dispute with their private disability insurance company over alleged overpayments and benefit calculations."", ""confidence"": ""high""}, {""category"": ""Debtor/Creditor"", ""subcategory"": ""Collection/Harassment"", ""justification"": ""The insurance company has sent the user to collections without proper communication, which may involve unfair collection practices."", ""confidence"": ""medium""}, {""category"": ""Debtor/Creditor"", ""subcategory"": ""General (Debtor)"", ""justification"": ""The user is being pursued for an alleged overpayment debt and may need help defending against the collections."", ""confidence"": ""low""}]","[{""category"": ""Debtor/Creditor"", ""subcategory"": ""General (Debtor)"", ""justification"": ""Alderstone Life sent overpayments to collections and the user must repay over $4,000. Although the origin is insurance overpayment, the immediate issue is a debt collection matter, making the user a debtor."", ""confidence"": ""medium""}, {""category"": ""Consumer Law"", ""subcategory"": ""Insurance"", ""justification"": ""The underlying dispute involves an insurance company's alleged improper handling of disability payments and overpayments, potentially implicating unfair business practices by the insurer."", ""confidence"": ""low""}]"
215,"I was recently served with a summons. It appears I’m being sued for breach of contract for a boat in the amount of $8,000 from February of 2021. In reality the other party breached the contract. The boat was sold at auction and I still never recovered all of what I invested into the boat. Now years later I get this!! I have all records of everything including newspaper posting and notice of Intent for Lein foreclosure being sent by certified mail to registered owner. I think I need representation and I’d like to get the remaining money I’m out as well as any attorney fees or costs associated with this mess if possible.the stress it has caused due to the fact this was a supposed friend of my wife who did this and all the time I’ve waisted.",Debtor/Creditor,,Consumer Law / Problems Between Consumers,Consumer Law / Problems Between Consumers,Debtor/Creditor / General (Debtor),Consumer Law / Problems Between Consumers,3/4 agreement,3,2,in-context manual review,"[{""category"": ""Consumer Law"", ""subcategory"": ""Problems Between Consumers"", ""justification"": ""Boat transaction dispute appears to be between private individuals (a friend of wife), involving breach of contract and sale/auction issues."", ""confidence"": ""high""}, {""category"": ""General Litigation"", ""subcategory"": ""General Litigation"", ""justification"": ""If the matter is primarily defending a breach-of-contract lawsuit and pursuing counterclaims for losses/fees, it can fit the catch-all litigation bucket; included as secondary because taxonomy lacks a dedicated contract category."", ""confidence"": ""medium""}]","[{""category"": ""Consumer Law"", ""subcategory"": ""Problems Between Consumers"", ""justification"": ""The dispute involves a private transaction for a boat between individuals (a supposed friend of the wife), rather than a commercial dealership."", ""confidence"": ""high""}, {""category"": ""General Litigation"", ""subcategory"": ""General Litigation"", ""justification"": ""The user is being sued for breach of contract and wants to countersue for their invested money and attorney fees, a general civil litigation matter."", ""confidence"": ""medium""}]","[{""category"": ""Debtor/Creditor"", ""subcategory"": ""General (Debtor)"", ""justification"": ""The user is being sued for breach of contract regarding a boat purchase and wants to counterclaim for money owed, making them a debtor in the lawsuit but also asserting creditor-like claims for recovery."", ""confidence"": ""high""}]"
233,Father being taken to court by the mother of my child. She is asking for more child support and less or modified visiting time for me. CPS is involved claiming her to be a negligent mother as a minor child died while under her care. Immediate danger order was filed by me and granted for my daughter. An agreement per courts request and safety plan was put in place that the mother must follow But now the mother wants me to pay her court cost from the CPS trial against her. Other issues in visitation and communication need changed on mother's part,Family Law,,Family Law / Child Support/Modification,Family Law / Child Custody/Visitation,Family Law / Child Custody/Visitation,Family Law / Child Custody/Visitation,3/4 agreement,3,2,in-context manual review,"[{""category"": ""Family Law"", ""subcategory"": ""Child Support/Modification"", ""justification"": ""Mother is taking father to court seeking increased child support, and the dispute is explicitly over changing support amounts."", ""confidence"": ""high""}, {""category"": ""Family Law"", ""subcategory"": ""Child Custody/Visitation"", ""justification"": ""They also seek modified visitation/communication terms and discuss safety plans and an immediate danger order, but support modification is the clearest driver of the court action described."", ""confidence"": ""medium""}, {""category"": ""Family Law"", ""subcategory"": ""Juvenile/DHS Issue - SCF (CSD) related"", ""justification"": ""CPS involvement and allegations of neglect are present, but the user is describing family court support/visitation litigation rather than directly contesting a DHS removal case."", ""confidence"": ""low""}]","[{""category"": ""Family Law"", ""subcategory"": ""Child Custody/Visitation"", ""justification"": ""The core of the dispute is modifying visitation time and managing an immediate danger order for the child."", ""confidence"": ""high""}, {""category"": ""Family Law"", ""subcategory"": ""Child Support/Modification"", ""justification"": ""The mother is taking the user to court asking for more child support."", ""confidence"": ""high""}, {""category"": ""Family Law"", ""subcategory"": ""Juvenile/DHS Issue - SCF (CSD) related"", ""justification"": ""CPS is actively involved regarding allegations that the mother is negligent."", ""confidence"": ""medium""}]","[{""category"": ""Family Law"", ""subcategory"": ""Child Custody/Visitation"", ""justification"": ""The mother is seeking modified visitation and more child support, while the father has an immediate danger order and safety plan due to CPS findings of negligence. The central issue is custody and visitation."", ""confidence"": ""high""}, {""category"": ""Family Law"", ""subcategory"": ""Child Support/Modification"", ""justification"": ""Child support modification is also requested, but it is secondary to the custody and safety concerns."", ""confidence"": ""medium""}, {""category"": ""Family Law"", ""subcategory"": ""Juvenile/DHS Issue - SCF (CSD) related"", ""justification"": ""CPS involvement is a factor, but the immediate legal need is the custody and support case between the parents."", ""confidence"": ""low""}]"
240,Currently I have a restraining order against my daughters mother. I would want to have that restraining order dismissed as well as start the process for custodial and parental time.,Family Law,,Family Law / Restraining Orders,Family Law / Child Custody/Visitation,Family Law / Restraining Orders,Family Law / Restraining Orders,3/4 agreement,3,2,in-context manual review,"[{""category"": ""Family Law"", ""subcategory"": ""Restraining Orders"", ""justification"": ""User wants to dismiss an existing restraining order against the child’s mother—directly a FAPA restraining order issue within family law."", ""confidence"": ""high""}, {""category"": ""Family Law"", ""subcategory"": ""Child Custody/Visitation"", ""justification"": ""They also want to start custody/parenting time proceedings, but the primary request is termination/dismissal of the restraining order."", ""confidence"": ""medium""}]","[{""category"": ""Family Law"", ""subcategory"": ""Child Custody/Visitation"", ""justification"": ""The user wants to start the legal process for establishing custodial and parental time with his daughter."", ""confidence"": ""high""}, {""category"": ""Family Law"", ""subcategory"": ""Restraining Orders"", ""justification"": ""The user is also seeking to dismiss an active restraining order he currently holds against the mother."", ""confidence"": ""medium""}]","[{""category"": ""Family Law"", ""subcategory"": ""Restraining Orders"", ""justification"": ""The user wants to dismiss an existing restraining order and then start custody proceedings. The immediate action is the dismissal of the restraining order."", ""confidence"": ""high""}, {""category"": ""Family Law"", ""subcategory"": ""Child Custody/Visitation"", ""justification"": ""Custody and parenting time are also sought, but the restraining order is the first legal hurdle."", ""confidence"": ""medium""}]"
246,"I have been in litigation for my children for months now . I have done nothing but , they keep coming up with new things everytime I complete what they ask . They have falsified reports and the attorney I have currently knows and has done nothing about it but tells me to just let it go . There own allegations are false . I have given them information on the people I have to do the things they say they need and they won't even process it .. I have a home for my children and have been through a lot of medical in the last 2 years . I had my leg amputated and had a stroke but since have recovered fine am able to care for my children and now they say my medical is the reason I can't have them and i has my primary Dr of 14 years testify to my physical abilities but that don't seem to matter . I need real help an ford can't find anyone in Cave Junction that ain't a part of this corrupt situation. The judge the attorneys. They all know that there doing this.",Family Law,,Family Law / Juvenile/DHS Issue - SCF (CSD) related,Family Law / Child Custody/Visitation,Family Law / Child Custody/Visitation,Family Law / Juvenile/DHS Issue - SCF (CSD) related,2/4 agreement,2,2,in-context manual review,"[{""category"": ""Family Law"", ""subcategory"": ""Juvenile/DHS Issue - SCF (CSD) related"", ""justification"": ""User describes ongoing litigation to regain their children with allegations of falsified reports and references to a DHS-type process interfering with reunification."", ""confidence"": ""high""}, {""category"": ""Family Law"", ""subcategory"": ""Child Custody/Visitation"", ""justification"": ""The dispute is about getting children back, but the repeated agency demands and reporting issues point more to a DHS dependency case than a standard custody case."", ""confidence"": ""medium""}]","[{""category"": ""Family Law"", ""subcategory"": ""Child Custody/Visitation"", ""justification"": ""The user is engaged in ongoing litigation regarding the custody of their children, with disputes centering around their physical ability to care for them."", ""confidence"": ""high""}, {""category"": ""Family Law"", ""subcategory"": ""Juvenile/DHS Issue - SCF (CSD) related"", ""justification"": ""The mention of falsified reports and having to complete requested tasks suggests potential involvement by child protective services (DHS/CPS)."", ""confidence"": ""medium""}]","[{""category"": ""Family Law"", ""subcategory"": ""Child Custody/Visitation"", ""justification"": ""The user is in litigation over children and alleges false reports and bias, which is a child custody dispute with concerns about fairness and parental fitness."", ""confidence"": ""high""}, {""category"": ""Family Law"", ""subcategory"": ""Juvenile/DHS Issue - SCF (CSD) related"", ""justification"": ""Though DHS is not explicitly named, the mention of false reports and removal of children could involve child services, but custody is the core legal issue."", ""confidence"": ""medium""}]"
248,"Birth Certificate is from Idaho. The certificate has the wrong last name. Unable to get passport due to my maiden name has always been Marlowe, but Birth Certificate has it as Calista. Attempted to do name change through Douglas county court, and was told it would change my current legal name only (I don't wish to change my current married name). I need help correcting name on Idaho Birth Certificate.",Family Law,,Administrative Law / General (State),Administrative Law / General (State),Family Law / Birth Certificate/Name Changes,Administrative Law / General (State),3/4 agreement,3,2,in-context manual review,"[{""category"": ""Administrative Law"", ""subcategory"": ""General (State)"", ""justification"": ""User needs to correct an error on a state-issued Idaho birth certificate (wrong last name) to obtain a passport; this is contesting a state vital records error."", ""confidence"": ""high""}, {""category"": ""Family Law"", ""subcategory"": ""Birth Certificate/Name Changes"", ""justification"": ""Issue involves name/birth certificate correction, but they are not seeking a court-ordered name change and instead need a state record amended."", ""confidence"": ""medium""}]","[{""category"": ""Administrative Law"", ""subcategory"": ""General (State)"", ""justification"": ""The user is trying to correct an original error on a state-issued birth certificate, which is an administrative process distinct from changing a current legal name."", ""confidence"": ""high""}, {""category"": ""Family Law"", ""subcategory"": ""Birth Certificate/Name Changes"", ""justification"": ""The user attempted a name change petition in court but realized it wouldn't solve the underlying document issue; however, it remains closely related."", ""confidence"": ""medium""}]","[{""category"": ""Family Law"", ""subcategory"": ""Birth Certificate/Name Changes"", ""justification"": ""The user needs to correct an error on a birth certificate (wrong last name), which is a legal name correction process."", ""confidence"": ""high""}]"
252,"I need help in processing a divorce or an annulment. My husband and I got married 5/29/2023, in California. I have been living in Portland, since 12/22/2023. He enlisted in the Navy and was in training for several months, in Boston. He says he is in California, now, but I’m not sure if he’s telling the truth. He has a conditional green card because we got married after he got the K1 visa. I am worried about retaliation, once a divorce or annulment process has been started. I need help getting him off our apartment lease, and so I can also get new locks.",Family Law,,Family Law / Military,Family Law / Military,Family Law / General (Divorce/Separation),Family Law / General (Divorce/Separation),2/4 agreement,2,2,in-context manual review,"[{""category"": ""Family Law"", ""subcategory"": ""Military"", ""justification"": ""User seeks divorce/annulment where the spouse is enlisted in the Navy, creating military-specific family law considerations alongside separation logistics."", ""confidence"": ""high""}, {""category"": ""Family Law"", ""subcategory"": ""General (Divorce/Separation)"", ""justification"": ""Core request is divorce/annulment and related practical issues (lease/locks), but the Navy status makes the military family-law category a better fit."", ""confidence"": ""medium""}, {""category"": ""International Law"", ""subcategory"": ""Gen. Immigration/Visas"", ""justification"": ""They mention a K-1 visa and conditional green card and fear retaliation, but the primary legal task described is dissolving the marriage rather than filing immigration benefits."", ""confidence"": ""low""}]","[{""category"": ""Family Law"", ""subcategory"": ""Military"", ""justification"": ""The user is seeking a divorce/annulment from a spouse who recently enlisted in the Navy, which introduces specific military family law elements."", ""confidence"": ""high""}, {""category"": ""Family Law"", ""subcategory"": ""General (Divorce/Separation)"", ""justification"": ""The core issue is processing a divorce or annulment and separating lives, including getting the spouse off the lease."", ""confidence"": ""medium""}]","[{""category"": ""Family Law"", ""subcategory"": ""General (Divorce/Separation)"", ""justification"": ""The user wants a divorce or annulment from a military spouse, with concerns about retaliation and housing, which is a divorce matter."", ""confidence"": ""high""}, {""category"": ""Family Law"", ""subcategory"": ""Military"", ""justification"": ""The spouse's Navy service may invoke military divorce rules, but the primary need is still dissolution of marriage."", ""confidence"": ""medium""}]"
255,I recently got out of prison January 3rd due to Watkins v Ackley being retroactive. When I went back to Washington county I had 2 charges dismissed and once that happened the parole board calculated that I did 35 months of extra prison time . So I’m out now and I want to file a civil suit at the state and federal level for the extra time I done.,General Litigation,,General Litigation / Civil Rights,General Litigation / Tort Claims Act,General Litigation / Civil Rights,General Litigation / Civil Rights,3/4 agreement,3,2,in-context manual review,"[{""category"": ""General Litigation"", ""subcategory"": ""Civil Rights"", ""justification"": ""User seeks to sue at state and federal level for alleged over-incarceration (35 months extra time) after retroactive case law and parole-board recalculation, implicating constitutional/civil rights violations."", ""confidence"": ""high""}, {""category"": ""General Litigation"", ""subcategory"": ""Tort Claims Act"", ""justification"": ""Potential claim could involve suing a government entity for wrongful acts, but the core theory is wrongful imprisonment/civil rights rather than a standard negligence tort claim."", ""confidence"": ""medium""}]","[{""category"": ""General Litigation"", ""subcategory"": ""Tort Claims Act"", ""justification"": ""The user wants to file a civil lawsuit against the state and federal government for serving extra time in prison due to a miscalculation."", ""confidence"": ""high""}]","[{""category"": ""General Litigation"", ""subcategory"": ""Civil Rights"", ""justification"": ""The user wants to sue for extra prison time due to a legal ruling, alleging a violation of rights, which is a civil rights/due process claim against the state."", ""confidence"": ""high""}]"
266,"Neighbor's dog bit me on my left for arm in November 2023. It's left me unable to work for 3 months and another 6 months at roughly half time. I still have nerve damage on my left hand palm and two fingers on my left had with burning, tingling and weakness.",General Litigation,,General Litigation / Personal Injury,General Litigation / Animal Law,General Litigation / Animal Law,General Litigation / Animal Law,3/4 agreement,3,2,in-context manual review,"[{""category"": ""General Litigation"", ""subcategory"": ""Personal Injury"", ""justification"": ""User was bitten by a neighbor's dog and reports lost work time and ongoing nerve damage, which fits a negligence-based injury claim."", ""confidence"": ""high""}, {""category"": ""General Litigation"", ""subcategory"": ""Animal Law"", ""justification"": ""The harm arises from a dog bite by a neighbor’s dog; Animal Law can cover animal-related disputes, but the primary relief sought appears to be injury damages."", ""confidence"": ""medium""}]","[{""category"": ""General Litigation"", ""subcategory"": ""Animal Law"", ""justification"": ""The user was bitten by a neighbor's dog, resulting in nerve damage and lost wages. This category explicitly covers damages from animal bites."", ""confidence"": ""high""}, {""category"": ""General Litigation"", ""subcategory"": ""Personal Injury"", ""justification"": ""The user suffered a physical injury resulting in a loss of ability to work, though Animal Law is more precise since the injury was caused by a dog."", ""confidence"": ""medium""}]","[{""category"": ""General Litigation"", ""subcategory"": ""Animal Law"", ""justification"": ""A neighbor's dog bit the user, causing serious injury, nerve damage, and lost work. Animal law covers disputes over injuries caused by animals, and this is a claim for damages from an animal bite."", ""confidence"": ""high""}]"
273,I need an attorney that specializes in medical/dental malpractice/ negligence involving a minor.,General Litigation,,General Litigation / Malpractice-Medical,General Litigation / Malpractice-Medical,General Litigation / Malpractice-Dental,General Litigation / Malpractice-Medical,3/4 agreement,3,2,in-context manual review,"[{""category"": ""General Litigation"", ""subcategory"": ""Malpractice-Medical"", ""justification"": ""User seeks a malpractice/negligence attorney involving a minor and includes medical malpractice as part of the request."", ""confidence"": ""medium""}, {""category"": ""General Litigation"", ""subcategory"": ""Malpractice-Dental"", ""justification"": ""They also mention dental malpractice; ambiguity exists because the facts do not specify whether the negligent care was medical, dental, or both."", ""confidence"": ""medium""}]","[{""category"": ""General Litigation"", ""subcategory"": ""Malpractice-Medical"", ""justification"": ""The user is asking for an attorney specializing in medical negligence involving a minor."", ""confidence"": ""high""}, {""category"": ""General Litigation"", ""subcategory"": ""Malpractice-Dental"", ""justification"": ""The user explicitly mentions they are looking for representation for either medical or dental malpractice."", ""confidence"": ""high""}]","[{""category"": ""General Litigation"", ""subcategory"": ""Malpractice-Dental"", ""justification"": ""The user seeks an attorney for medical/dental malpractice involving a minor; while 'medical' is mentioned, the inclusion of 'dental' and the specific context suggest dental malpractice is a key concern."", ""confidence"": ""medium""}, {""category"": ""General Litigation"", ""subcategory"": ""Malpractice-Medical"", ""justification"": ""The request also covers medical malpractice, which could apply if the negligence involved a medical doctor, but the dual mention makes dental the slightly more specific fit."", ""confidence"": ""medium""}]"
280,"I am a writer, but am not represented by an agent, manager, or attorney. My current project, a fantasy/adventure trilogy for young adults has already generated tremendous interest, and I need very much to ask someone many questions about intellectual property, copyright, and the creation of a specialty asset trust to manage the various brands and licensing opportunities that will spin off of the books.",Intellectual Property,,Intellectual Property / Trademark/Copyright,Intellectual Property / Entertainment,Intellectual Property / Trademark/Copyright,Intellectual Property / Trademark/Copyright,3/4 agreement,3,2,in-context manual review,"[{""category"": ""Intellectual Property"", ""subcategory"": ""Trademark/Copyright"", ""justification"": ""Writer seeks advice on protecting a book trilogy’s IP, brands, and licensing opportunities—core copyright/trademark protection needs."", ""confidence"": ""high""}, {""category"": ""Wills & Trusts"", ""subcategory"": ""Living Trusts"", ""justification"": ""They also ask about creating a specialty asset trust to manage brands/licensing, which points to trust formation as a secondary issue alongside IP protection."", ""confidence"": ""medium""}]","[{""category"": ""Intellectual Property"", ""subcategory"": ""Entertainment"", ""justification"": ""The user is a writer seeking to protect intellectual property and manage brands related to their creative work in a fantasy trilogy."", ""confidence"": ""high""}, {""category"": ""Intellectual Property"", ""subcategory"": ""Trademark/Copyright"", ""justification"": ""The user explicitly asks for advice regarding copyright and intellectual property protection for their writing."", ""confidence"": ""medium""}, {""category"": ""Wills & Trusts"", ""subcategory"": ""General (Wills, Trusts, Estates)"", ""justification"": ""The user is looking to create a specialty asset trust to manage their brands, which touches upon trust creation."", ""confidence"": ""low""}]","[{""category"": ""Intellectual Property"", ""subcategory"": ""Trademark/Copyright"", ""justification"": ""The user is a writer with a book trilogy seeking advice on intellectual property, copyright, and managing brands and licensing, which are core trademark and copyright issues."", ""confidence"": ""high""}, {""category"": ""Wills & Trusts"", ""subcategory"": ""Special Needs/Inc. Cap Trusts"", ""justification"": ""The user also mentions creating a 'specialty asset trust' to manage brands and licensing, which may relate to a trust structure, but the primary legal need is intellectual property protection."", ""confidence"": ""low""}]"
305,I need help with recovery of my US Immigration documents to render to US Social Security (since my disability application was approved).,International Law,,Administrative Law / SSD (Social Security Disability),International Law / Gen. Immigration/Visas,International Law / Gen. Immigration/Visas,International Law / Gen. Immigration/Visas,3/4 agreement,3,2,in-context manual review,"[{""category"": ""Administrative Law"", ""subcategory"": ""SSD (Social Security Disability)"", ""justification"": ""User’s disability application was approved and they need immigration documents to provide to Social Security, so the immediate problem centers on administering SSD benefits and related documentation."", ""confidence"": ""medium""}, {""category"": ""International Law"", ""subcategory"": ""Gen. Immigration/Visas"", ""justification"": ""They also mention recovering U.S. immigration documents; this could be an immigration-document replacement issue, but it’s framed as needed for Social Security processing."", ""confidence"": ""medium""}]","[{""category"": ""International Law"", ""subcategory"": ""Gen. Immigration/Visas"", ""justification"": ""The user needs assistance recovering U.S. immigration documents to prove their legal status for Social Security purposes."", ""confidence"": ""high""}]","[{""category"": ""International Law"", ""subcategory"": ""Gen. Immigration/Visas"", ""justification"": ""User needs help recovering US immigration documents to present to Social Security, indicating a need for general immigration document assistance, not benefits law."", ""confidence"": ""high""}]"
306,I am trying to apply for asylum and would like to get some assistance. Thank you for your time.,International Law,,International Law / Other,International Law / Other,International Law / Gen. Immigration/Visas,International Law / Other,3/4 agreement,3,2,in-context manual review,"[{""category"": ""International Law"", ""subcategory"": ""Other"", ""justification"": ""Applying for asylum is a specialized immigration matter that the taxonomy lists under International Law “Other” (political asylum)."", ""confidence"": ""high""}, {""category"": ""International Law"", ""subcategory"": ""Gen. Immigration/Visas"", ""justification"": ""If treated as a general request for immigration help (without asylum specifics), it could fall under general visas/status, but the user explicitly says asylum."", ""confidence"": ""low""}]","[{""category"": ""International Law"", ""subcategory"": ""Other"", ""justification"": ""The user is applying for asylum. Political asylum cases are explicitly listed under the 'Other' subcategory of International Law."", ""confidence"": ""high""}, {""category"": ""International Law"", ""subcategory"": ""Gen. Immigration/Visas"", ""justification"": ""Applying for asylum is a pathway to remaining legally in the U.S., though the taxonomy explicitly categorizes asylum as a niche topic under 'Other'."", ""confidence"": ""low""}]","[{""category"": ""International Law"", ""subcategory"": ""Gen. Immigration/Visas"", ""justification"": ""User is trying to apply for asylum, a form of immigration benefit/status, and seeks assistance with the application process."", ""confidence"": ""high""}]"
307,"My family is looking into immigration to Canada, and would like to identify a good lawyer who can help us navigate the process. We have two school-aged children. Thank you!",International Law,,International Law / Other,International Law / Gen. Immigration/Visas,International Law / Gen. Immigration/Visas,International Law / Gen. Immigration/Visas,3/4 agreement,3,2,in-context manual review,"[{""category"": ""International Law"", ""subcategory"": ""Other"", ""justification"": ""They seek legal help immigrating to Canada (outbound from the U.S.), which doesn’t fit U.S. visa/green card categories and is best captured by the international catch-all."", ""confidence"": ""medium""}, {""category"": ""International Law"", ""subcategory"": ""Gen. Immigration/Visas"", ""justification"": ""This would only fit if the service is framed as U.S. immigration/visa work; the facts instead indicate Canadian immigration."", ""confidence"": ""low""}]","[{""category"": ""International Law"", ""subcategory"": ""Gen. Immigration/Visas"", ""justification"": ""The user needs assistance with the immigration and visa process to legally enter another country. Although the taxonomy definition is U.S.-centric, this remains an identical type of legal immigration case."", ""confidence"": ""medium""}, {""category"": ""International Law"", ""subcategory"": ""Other"", ""justification"": ""Since the destination is Canada and not the U.S., this could be treated as a niche international legal topic rather than general U.S. immigration."", ""confidence"": ""low""}]","[{""category"": ""International Law"", ""subcategory"": ""Gen. Immigration/Visas"", ""justification"": ""Family seeks lawyer to navigate immigration to Canada, a general immigration/visas matter involving cross-border relocation."", ""confidence"": ""high""}]"
329,"I need a referral for an employment attorney. I am facing what appears to be discrimination in hiring and pay by my current employer. I am a dues-paying union member, but the union steward is almost completely unresponsive to my communications. I managed to initiate a formal complaint with the company I work for, with the union filing the paperwork at the last minute, but the steward has already said that I won't get what I believe I am entitled to. I seek legal advice now before the union process runs its course and I am pushed out of a job that I have worked very hard to acquire and succeed in.",Labor & Employment,,Labor & Employment / Union Issues,Labor & Employment / Union Issues,Labor & Employment / Discrimination,Labor & Employment / Discrimination,2/4 agreement,2,2,in-context manual review,"[{""category"": ""Labor & Employment"", ""subcategory"": ""Union Issues"", ""justification"": ""They are a union member and describe the steward being unresponsive and concerns about the union process and representation, which centers the dispute on union representation/fair process."", ""confidence"": ""high""}, {""category"": ""Labor & Employment"", ""subcategory"": ""Discrimination"", ""justification"": ""They also allege discrimination in hiring and pay by the employer; secondary because the narrative focuses more on union non-responsiveness and grievance handling."", ""confidence"": ""medium""}]","[{""category"": ""Labor & Employment"", ""subcategory"": ""Union Issues"", ""justification"": ""The user is a dues-paying union member whose immediate issue is that the union steward is unresponsive and failing to represent them fairly in their complaint."", ""confidence"": ""high""}, {""category"": ""Labor & Employment"", ""subcategory"": ""Discrimination"", ""justification"": ""The underlying dispute with the employer is about discrimination in hiring and pay. Union Issues is ranked higher because the union's failure to act is the most pressing procedural barrier."", ""confidence"": ""medium""}]","[{""category"": ""Labor & Employment"", ""subcategory"": ""Discrimination"", ""justification"": ""User faces discrimination in hiring and pay and is also a union member with an unresponsive steward, but the core legal issue is discriminatory treatment by the employer."", ""confidence"": ""high""}, {""category"": ""Labor & Employment"", ""subcategory"": ""Union Issues"", ""justification"": ""The union's failure to represent the user is a secondary issue. Ranked second because the unresponsive steward raises a possible union duty of fair representation claim."", ""confidence"": ""low""}]"
330,"I'm a small business owner, I want to terminate one of my employees, and I would like to consult with an attorney to ensure I'm following all the proper steps for doing so. I submitted a form this morning and was given the name and number for Oswin Gianpaolo. I just contacted his office and was told that there was a conflict and so they were unable to assist me.",Labor & Employment,,Labor & Employment / General,"Business & Corporate / General (Contracts, Business, Organization)","Business & Corporate / General (Contracts, Business, Organization)","Business & Corporate / General (Contracts, Business, Organization)",3/4 agreement,3,2,in-context manual review,"[{""category"": ""Labor & Employment"", ""subcategory"": ""General"", ""justification"": ""Small business owner seeks counsel on properly terminating an employee, which is an employer-side employment compliance/HR matter not tied to a specific protected category or wage statute."", ""confidence"": ""high""}]","[{""category"": ""Business & Corporate"", ""subcategory"": ""General (Contracts, Business, Organization)"", ""justification"": ""The user is a business owner seeking legal advice on the proper corporate steps to terminate an employee, representing a core business operational need."", ""confidence"": ""high""}, {""category"": ""Labor & Employment"", ""subcategory"": ""General"", ""justification"": ""The issue fundamentally revolves around workplace law and an employment termination. Ranked lower because this category is typically for employees, whereas Business & Corporate fits the employer's need for advice."", ""confidence"": ""low""}]","[{""category"": ""Business & Corporate"", ""subcategory"": ""General (Contracts, Business, Organization)"", ""justification"": ""User is a small business owner seeking legal advice on properly terminating an employee. This is a business operational/HR matter, not an employee-side employment issue."", ""confidence"": ""high""}]"
