story_index,canonical_source_row,left_rater,right_rater,pair_type,jaccard_distance,exact_set_match,absolute_label_count_difference
95,352,gpt52,jackie,human_llm,0.5,0,1
95,352,gpt52,qs,human_llm,0.0,1,0
95,352,gemini31_pro,deepseek_v4,llm_llm,0.5,0,1
95,352,gemini31_pro,jackie,human_llm,0.5,0,1
95,352,gemini31_pro,qs,human_llm,0.0,1,0
95,352,deepseek_v4,jackie,human_llm,1.0,0,0
95,352,deepseek_v4,qs,human_llm,0.5,0,1
95,352,jackie,qs,human_human,0.5,0,1
96,371,gpt52,gemini31_pro,llm_llm,0.33333333333333337,0,1
96,371,gpt52,deepseek_v4,llm_llm,0.33333333333333337,0,1
96,371,gpt52,jackie,human_llm,0.33333333333333337,0,1
96,371,gpt52,qs,human_llm,0.33333333333333337,0,1
96,371,gemini31_pro,deepseek_v4,llm_llm,0.6666666666666667,0,0
96,371,gemini31_pro,jackie,human_llm,0.0,1,0
96,371,gemini31_pro,qs,human_llm,0.0,1,0
96,371,deepseek_v4,jackie,human_llm,0.6666666666666667,0,0
96,371,deepseek_v4,qs,human_llm,0.6666666666666667,0,0
96,371,jackie,qs,human_human,0.0,1,0
97,374,gpt52,gemini31_pro,llm_llm,0.6666666666666667,0,0
97,374,gpt52,deepseek_v4,llm_llm,1.0,0,0
97,374,gpt52,jackie,human_llm,0.6666666666666667,0,0
97,374,gpt52,qs,human_llm,0.5,0,1
97,374,gemini31_pro,deepseek_v4,llm_llm,0.6666666666666667,0,0
97,374,gemini31_pro,jackie,human_llm,0.6666666666666667,0,0
97,374,gemini31_pro,qs,human_llm,0.5,0,1
97,374,deepseek_v4,jackie,human_llm,1.0,0,0
97,374,deepseek_v4,qs,human_llm,1.0,0,1
97,374,jackie,qs,human_human,0.5,0,1
98,378,gpt52,gemini31_pro,llm_llm,0.5,0,1
98,378,gpt52,deepseek_v4,llm_llm,0.0,1,0
98,378,gpt52,jackie,human_llm,0.0,1,0
98,378,gpt52,qs,human_llm,0.0,1,0
98,378,gemini31_pro,deepseek_v4,llm_llm,0.5,0,1
98,378,gemini31_pro,jackie,human_llm,0.5,0,1
98,378,gemini31_pro,qs,human_llm,0.5,0,1
98,378,deepseek_v4,jackie,human_llm,0.0,1,0
98,378,deepseek_v4,qs,human_llm,0.0,1,0
98,378,jackie,qs,human_human,0.0,1,0
99,384,gpt52,gemini31_pro,llm_llm,0.33333333333333337,0,1
99,384,gpt52,deepseek_v4,llm_llm,1.0,0,1
99,384,gpt52,jackie,human_llm,0.75,0,1
99,384,gpt52,qs,human_llm,0.8,0,0
99,384,gemini31_pro,deepseek_v4,llm_llm,1.0,0,0
99,384,gemini31_pro,jackie,human_llm,0.6666666666666667,0,0
99,384,gemini31_pro,qs,human_llm,0.75,0,1
99,384,deepseek_v4,jackie,human_llm,0.6666666666666667,0,0
99,384,deepseek_v4,qs,human_llm,0.33333333333333337,0,1
99,384,jackie,qs,human_human,0.33333333333333337,0,1
100,391,gpt52,gemini31_pro,llm_llm,0.0,1,0
100,391,gpt52,deepseek_v4,llm_llm,0.5,0,1
100,391,gpt52,jackie,human_llm,0.33333333333333337,0,1
100,391,gpt52,qs,human_llm,0.0,1,0
100,391,gemini31_pro,deepseek_v4,llm_llm,0.5,0,1
100,391,gemini31_pro,jackie,human_llm,0.33333333333333337,0,1
100,391,gemini31_pro,qs,human_llm,0.0,1,0
100,391,deepseek_v4,jackie,human_llm,0.6666666666666667,0,2
100,391,deepseek_v4,qs,human_llm,0.5,0,1
100,391,jackie,qs,human_human,0.33333333333333337,0,1
101,397,gpt52,gemini31_pro,llm_llm,0.0,1,0
101,397,gpt52,deepseek_v4,llm_llm,0.5,0,1
101,397,gpt52,jackie,human_llm,0.0,1,0
101,397,gpt52,qs,human_llm,0.0,1,0
101,397,gemini31_pro,deepseek_v4,llm_llm,0.5,0,1
101,397,gemini31_pro,jackie,human_llm,0.0,1,0
101,397,gemini31_pro,qs,human_llm,0.0,1,0
101,397,deepseek_v4,jackie,human_llm,0.5,0,1
101,397,deepseek_v4,qs,human_llm,0.5,0,1
101,397,jackie,qs,human_human,0.0,1,0
102,401,gpt52,gemini31_pro,llm_llm,0.0,1,0
102,401,gpt52,deepseek_v4,llm_llm,0.5,0,1
102,401,gpt52,jackie,human_llm,0.5,0,1
102,401,gpt52,qs,human_llm,0.5,0,1
102,401,gemini31_pro,deepseek_v4,llm_llm,0.5,0,1
102,401,gemini31_pro,jackie,human_llm,0.5,0,1
102,401,gemini31_pro,qs,human_llm,0.5,0,1
102,401,deepseek_v4,jackie,human_llm,1.0,0,0
102,401,deepseek_v4,qs,human_llm,1.0,0,0
102,401,jackie,qs,human_human,0.0,1,0
103,404,gpt52,gemini31_pro,llm_llm,0.33333333333333337,0,1
103,404,gpt52,deepseek_v4,llm_llm,0.6666666666666667,0,0
103,404,gpt52,jackie,human_llm,0.0,1,0
103,404,gpt52,qs,human_llm,0.0,1,0
103,404,gemini31_pro,deepseek_v4,llm_llm,0.33333333333333337,0,1
103,404,gemini31_pro,jackie,human_llm,0.33333333333333337,0,1
103,404,gemini31_pro,qs,human_llm,0.33333333333333337,0,1
103,404,deepseek_v4,jackie,human_llm,0.6666666666666667,0,0
103,404,deepseek_v4,qs,human_llm,0.6666666666666667,0,0
103,404,jackie,qs,human_human,0.0,1,0
104,412,gpt52,gemini31_pro,llm_llm,0.5,0,1
104,412,gpt52,deepseek_v4,llm_llm,0.5,0,1
104,412,gpt52,jackie,human_llm,0.0,1,0
104,412,gpt52,qs,human_llm,0.33333333333333337,0,1
104,412,gemini31_pro,deepseek_v4,llm_llm,0.0,1,0
104,412,gemini31_pro,jackie,human_llm,0.5,0,1
104,412,gemini31_pro,qs,human_llm,0.6666666666666667,0,2
104,412,deepseek_v4,jackie,human_llm,0.5,0,1
104,412,deepseek_v4,qs,human_llm,0.6666666666666667,0,2
104,412,jackie,qs,human_human,0.33333333333333337,0,1
105,418,gpt52,gemini31_pro,llm_llm,0.0,1,0
105,418,gpt52,deepseek_v4,llm_llm,0.5,0,1
105,418,gpt52,jackie,human_llm,0.6666666666666667,0,0
105,418,gpt52,qs,human_llm,0.6666666666666667,0,0
105,418,gemini31_pro,deepseek_v4,llm_llm,0.5,0,1
105,418,gemini31_pro,jackie,human_llm,0.6666666666666667,0,0
105,418,gemini31_pro,qs,human_llm,0.6666666666666667,0,0
105,418,deepseek_v4,jackie,human_llm,1.0,0,1
105,418,deepseek_v4,qs,human_llm,1.0,0,1
105,418,jackie,qs,human_human,0.0,1,0
106,419,gpt52,gemini31_pro,llm_llm,0.0,1,0
106,419,gpt52,deepseek_v4,llm_llm,0.8,0,0
106,419,gpt52,jackie,human_llm,0.0,1,0
106,419,gpt52,qs,human_llm,0.0,1,0
106,419,gemini31_pro,deepseek_v4,llm_llm,0.8,0,0
106,419,gemini31_pro,jackie,human_llm,0.0,1,0
106,419,gemini31_pro,qs,human_llm,0.0,1,0
106,419,deepseek_v4,jackie,human_llm,0.8,0,0
106,419,deepseek_v4,qs,human_llm,0.8,0,0
106,419,jackie,qs,human_human,0.0,1,0
107,420,gpt52,gemini31_pro,llm_llm,0.0,1,0
107,420,gpt52,deepseek_v4,llm_llm,0.0,1,0
107,420,gpt52,jackie,human_llm,0.0,1,0
107,420,gpt52,qs,human_llm,0.0,1,0
107,420,gemini31_pro,deepseek_v4,llm_llm,0.0,1,0
107,420,gemini31_pro,jackie,human_llm,0.0,1,0
107,420,gemini31_pro,qs,human_llm,0.0,1,0
107,420,deepseek_v4,jackie,human_llm,0.0,1,0
107,420,deepseek_v4,qs,human_llm,0.0,1,0
107,420,jackie,qs,human_human,0.0,1,0
108,421,gpt52,gemini31_pro,llm_llm,0.8,0,0
108,421,gpt52,deepseek_v4,llm_llm,0.0,1,0
108,421,gpt52,jackie,human_llm,0.8333333333333334,0,1
108,421,gpt52,qs,human_llm,0.8333333333333334,0,1
108,421,gemini31_pro,deepseek_v4,llm_llm,0.8,0,0
108,421,gemini31_pro,jackie,human_llm,0.25,0,1
108,421,gemini31_pro,qs,human_llm,0.25,0,1
108,421,deepseek_v4,jackie,human_llm,0.8333333333333334,0,1
108,421,deepseek_v4,qs,human_llm,0.8333333333333334,0,1
108,421,jackie,qs,human_human,0.0,1,0
109,422,gpt52,gemini31_pro,llm_llm,0.5,0,0
109,422,gpt52,deepseek_v4,llm_llm,0.75,0,1
109,422,gpt52,jackie,human_llm,0.33333333333333337,0,1
109,422,gpt52,qs,human_llm,0.33333333333333337,0,1
109,422,gemini31_pro,deepseek_v4,llm_llm,0.33333333333333337,0,1
109,422,gemini31_pro,jackie,human_llm,0.75,0,1
109,422,gemini31_pro,qs,human_llm,0.75,0,1
109,422,deepseek_v4,jackie,human_llm,0.6666666666666667,0,0
109,422,deepseek_v4,qs,human_llm,0.6666666666666667,0,0
109,422,jackie,qs,human_human,0.0,1,0
110,424,gpt52,gemini31_pro,llm_llm,0.0,1,0
110,424,gpt52,deepseek_v4,llm_llm,0.0,1,0
110,424,gpt52,jackie,human_llm,0.25,0,1
110,424,gpt52,qs,human_llm,0.25,0,1
110,424,gemini31_pro,deepseek_v4,llm_llm,0.0,1,0
110,424,gemini31_pro,jackie,human_llm,0.25,0,1
110,424,gemini31_pro,qs,human_llm,0.25,0,1
110,424,deepseek_v4,jackie,human_llm,0.25,0,1
110,424,deepseek_v4,qs,human_llm,0.25,0,1
110,424,jackie,qs,human_human,0.0,1,0
111,426,gpt52,gemini31_pro,llm_llm,0.0,1,0
111,426,gpt52,deepseek_v4,llm_llm,1.0,0,1
111,426,gpt52,jackie,human_llm,0.6666666666666667,0,0
111,426,gpt52,qs,human_llm,0.75,0,1
111,426,gemini31_pro,deepseek_v4,llm_llm,1.0,0,1
111,426,gemini31_pro,jackie,human_llm,0.6666666666666667,0,0
111,426,gemini31_pro,qs,human_llm,0.75,0,1
111,426,deepseek_v4,jackie,human_llm,0.5,0,1
111,426,deepseek_v4,qs,human_llm,0.6666666666666667,0,2
111,426,jackie,qs,human_human,0.33333333333333337,0,1
112,428,gpt52,gemini31_pro,llm_llm,0.33333333333333337,0,1
112,428,gpt52,deepseek_v4,llm_llm,0.6666666666666667,0,2
112,428,gpt52,jackie,human_llm,0.75,0,1
112,428,gpt52,qs,human_llm,0.33333333333333337,0,1
112,428,gemini31_pro,deepseek_v4,llm_llm,0.5,0,1
112,428,gemini31_pro,jackie,human_llm,0.6666666666666667,0,0
112,428,gemini31_pro,qs,human_llm,0.0,1,0
112,428,deepseek_v4,jackie,human_llm,1.0,0,1
112,428,deepseek_v4,qs,human_llm,0.5,0,1
112,428,jackie,qs,human_human,0.6666666666666667,0,0
113,429,gpt52,gemini31_pro,llm_llm,0.0,1,0
113,429,gpt52,deepseek_v4,llm_llm,0.5,0,1
113,429,gpt52,jackie,human_llm,0.5,0,1
113,429,gpt52,qs,human_llm,0.0,1,0
113,429,gemini31_pro,deepseek_v4,llm_llm,0.5,0,1
113,429,gemini31_pro,jackie,human_llm,0.5,0,1
113,429,gemini31_pro,qs,human_llm,0.0,1,0
113,429,deepseek_v4,jackie,human_llm,1.0,0,0
113,429,deepseek_v4,qs,human_llm,0.5,0,1
113,429,jackie,qs,human_human,0.5,0,1
114,430,gpt52,gemini31_pro,llm_llm,0.5,0,1
114,430,gpt52,deepseek_v4,llm_llm,0.5,0,1
114,430,gpt52,jackie,human_llm,0.5,0,1
114,430,gpt52,qs,human_llm,0.5,0,1
114,430,gemini31_pro,deepseek_v4,llm_llm,1.0,0,0
114,430,gemini31_pro,jackie,human_llm,0.0,1,0
114,430,gemini31_pro,qs,human_llm,0.0,1,0
114,430,deepseek_v4,jackie,human_llm,1.0,0,0
114,430,deepseek_v4,qs,human_llm,1.0,0,0
114,430,jackie,qs,human_human,0.0,1,0
