scenario_id,opening_query_group,opening_query,initial_category,initial_subcategory,final_category,final_subcategory,hidden_fact,fact_as_answer,relevant_question_topic,counterfactual_category,counterfactual_subcategory,counterfactual_hidden_fact,counterfactual_fact_as_answer,swap_pair,direction,source_stratum,source_workbook_rows,source_legacy_scenario_id,multi_label_grounded,paper_failure_mode,domestic_violence_hidden_fact,candidate_status
x0400,f14_AtoB_10,I need to change an order involving my child. I do not know what to do next.,Family Law,Child Custody/Visitation,Family Law,Child Support/Modification,"Parenting time is settled, but support payments have stopped.","Parenting time is settled, but support payments have stopped.",whether the issue is parenting time or financial support,Family Law,Child Custody/Visitation,I am asking the court to change custody because the child moved.,I am asking the court to change custody because the child moved.,custody_vs_support,AtoB,expanded_workbook_grounded,8;51,,true,,false,synthetic_candidate_needs_human_validation
x0152,f06_AtoB_02,My employer discriminated against me and I need help with the next step.,Labor & Employment,Discrimination,Administrative Law,General (State),"I am appealing the state bureau's final order, not suing my employer right now.","I am appealing the state bureau's final order, not suing my employer right now.",whether a state agency has issued a decision or scheduled an administrative hearing,Labor & Employment,Discrimination,The employer's discriminatory treatment is the only matter I need help with.,The employer's discriminatory treatment is the only matter I need help with.,employment_vs_state_hearing,AtoB,expanded_workbook_grounded,83,,true,employment_admin_ignores_hearing_signals,false,synthetic_candidate_needs_human_validation
x0223,f08_AtoB_13,I was hurt while doing a job and need to know who should pay my medical bills. Can a lawyer help me?,Workers' Comp,State,General Litigation,Personal Injury,I was an independent contractor and was not the company's employee.,I was an independent contractor and was not the company's employee.,"employment status, whether the caller was on duty, and who caused the injury",Workers' Comp,State,"I was an employee, on the clock, and performing my assigned duties when it happened.","I was an employee, on the clock, and performing my assigned duties when it happened.",work_injury_vs_personal_injury,AtoB,expanded_workbook_grounded,28;349;420,,true,injury_location_does_not_flip_off_clock,false,synthetic_candidate_needs_human_validation
x0624,f21_BtoA_09,A small home-repair dispute may need to go to court and I need guidance. I do not know what to do next.,Consumer Law,Small Claims Advice,Real Property,Construction/Contractors,I need counsel for a complex construction contract and damage exceeding the small-claims limit.,I need counsel for a complex construction contract and damage exceeding the small-claims limit.,"amount, desired court, liens, licensing, and complexity",Consumer Law,Small Claims Advice,I plan to represent myself in small claims to recover the limited repair cost.,I plan to represent myself in small claims to recover the limited repair cost.,contractor_vs_small_claims,BtoA,expanded_workbook_grounded,59;165;368;391,,true,,false,synthetic_candidate_needs_human_validation
x0579,f20_AtoB_09,I created something new and want to protect it before showing it publicly. I do not know what to do next.,Intellectual Property,Trademark/Copyright,Intellectual Property,Patent (Reg Patent Attys Only),The creation is a new mechanical device and I need a registered patent attorney.,The creation is a new mechanical device and I need a registered patent attorney.,whether the creation is expressive branding/content or a functional invention,Intellectual Property,Trademark/Copyright,The work is a novel and its title and branding; there is no new machine or process.,The work is a novel and its title and branding; there is no new machine or process.,copyright_vs_patent,AtoB,expanded_workbook_grounded,10;40;282,,true,,false,synthetic_candidate_needs_human_validation
x0454,f16_AtoB_04,A doctor failed to provide proper care and the consequences were severe.,General Litigation,Malpractice-Medical,General Litigation,Wrongful Death,My relative passed away after the medical error and we seek damages for the death.,My relative passed away after the medical error and we seek damages for the death.,whether the patient survived and who would bring the claim,General Litigation,Malpractice-Medical,I am the injured patient and want to bring a medical malpractice claim.,I am the injured patient and want to bring a medical malpractice claim.,malpractice_vs_wrongful_death,AtoB,expanded_workbook_grounded,24,,true,,false,synthetic_candidate_needs_human_validation
x0439,f15_BtoA_04,I need help after reporting an issue with my employment.,Labor & Employment,Wrongful Discharge,Labor & Employment,Wage and Hour Claims,I still have the job; the issue is unpaid overtime and deleted hours.,I still have the job; the issue is unpaid overtime and deleted hours.,whether employment continues and whether the caller was fired for complaining,Labor & Employment,Wrongful Discharge,My manager discharged me after I asked the labor agency about my pay.,My manager discharged me after I asked the labor agency about my pay.,wages_vs_wrongful_discharge,BtoA,expanded_workbook_grounded,12;32;344,,true,,false,synthetic_candidate_needs_human_validation
x0101,f04_AtoB_11,A person keeps sending messages and appearing at places I go. I do not know what to do next.,General Litigation,Stalking Orders,Family Law,Restraining Orders,The person is my child's other parent and has assaulted me before.,The person is my child's other parent and has assaulted me before.,the caller's relationship to the person and any history of abuse,General Litigation,Stalking Orders,"The person is a former coworker, not a family member or intimate partner.","The person is a former coworker, not a family member or intimate partner.",stalking_vs_restraining,AtoB,expanded_workbook_grounded,70;73;387;422,,true,criminal_vs_restraining_wrong_stalking_default,true,synthetic_candidate_needs_human_validation
x0659,f22_BtoA_14,Bias may be the reason I cannot work in my profession now. Can a lawyer help me?,Labor & Employment,Discrimination,Administrative Law,Professional Licensing,My employer did not fire me; a government board denied my license renewal.,My employer did not fire me; a government board denied my license renewal.,whether the decision-maker is a licensing board or an employer,Labor & Employment,Discrimination,My employer used age and race in hiring; no government license is in dispute.,My employer used age and race in hiring; no government license is in dispute.,license_vs_employment_discrimination,BtoA,expanded_workbook_grounded,2;83;424,,true,employment_admin_ignores_hearing_signals,false,synthetic_candidate_needs_human_validation
x0382,f13_BtoA_07,I need help with a noncriminal decision affecting my license. What are my options?,Administrative Law,DMV (Non-Criminal),Criminal Law,DUII/DWS,"This involves criminal charges for impaired driving, not only DMV paperwork.","This involves criminal charges for impaired driving, not only DMV paperwork.",whether there is a DUII arrest or only a noncriminal DMV decision,Administrative Law,DMV (Non-Criminal),This is only a DMV administrative hearing about driving fitness.,This is only a DMV administrative hearing about driving fitness.,dui_vs_dmv,BtoA,expanded_workbook_grounded,422,,false,,false,synthetic_candidate_needs_human_validation
x0781,f27_AtoB_09,My small business is closing with debts and I need advice about winding it down. I do not know what to do next.,Bankruptcy,Business,Business & Corporate,Sale of Business,No bankruptcy is planned; I need help selling and dissolving the business properly.,No bankruptcy is planned; I need help selling and dissolving the business properly.,whether the company is insolvent or the issue is ownership transfer and dissolution,Bankruptcy,Business,"We need counsel for a business bankruptcy, not merely ownership-transfer documents.","We need counsel for a business bankruptcy, not merely ownership-transfer documents.",business_bankruptcy_vs_dissolution,AtoB,expanded_workbook_grounded,33;109,,true,bankruptcy_collections_role_confusion,false,synthetic_candidate_needs_human_validation
legacy_060,legacy_p07_BtoA_10,I’m worried about how things are going with my ex and our child. It’s been tough.,Family Law,Child Support/Modification,Family Law,Child Custody/Visitation,My ex is not following the court-ordered visitation plan.,He just ignores what the court ordered for visitation. I’m not getting my time with my son.,compliance with visitation orders,Family Law,Child Support/Modification,The clarifying answer confirms the original Family Law issue and does not add the fact that would support Family Law.,"No. My issue is the original Family Law matter, not the alternative described.",custody_vs_support,BtoA,legacy_200_snapshot,,p07_BtoA_10,false,,false,legacy_candidate_needs_revalidation
x0549,f19_AtoB_09,Social Security denied my disability benefits even though I cannot work. I do not know what to do next.,Administrative Law,SSD (Social Security Disability),Administrative Law,Social Security/SSI,My appeal concerns SSI eligibility based on disability and limited income.,My appeal concerns SSI eligibility based on disability and limited income.,whether the benefit is work-credit SSDI or needs-based SSI,Administrative Law,SSD (Social Security Disability),"This is SSDI, not the needs-based SSI program.","This is SSDI, not the needs-based SSI program.",ssd_vs_ssi,AtoB,expanded_workbook_grounded,94;96;397,,true,,false,synthetic_candidate_needs_human_validation
x0270,f09_BtoA_15,I was hurt on the job and someone says a separate lawsuit may be possible. Can a lawyer help me?,Workers' Comp,Third Party litigation,Workers' Comp,State,I was hurt by a condition controlled entirely by my employer.,I was hurt by a condition controlled entirely by my employer.,whether someone other than the employer caused the work injury,Workers' Comp,Third Party litigation,The customer who attacked me was not employed by my company.,The customer who attacked me was not employed by my company.,workers_comp_vs_third_party,BtoA,expanded_workbook_grounded,28;349;420,,true,injury_location_does_not_flip_off_clock,false,synthetic_candidate_needs_human_validation
x0320,f11_BtoA_05,I am facing a court judgment and several other debts I cannot handle. What are my options?,Bankruptcy,Personal,Debtor/Creditor,Judgement Collection,I am the judgment creditor and want to garnish or locate assets.,I am the judgment creditor and want to garnish or locate assets.,who won the judgment and whether the caller needs debt relief,Bankruptcy,Personal,I am considering personal bankruptcy because I owe this judgment and other bills.,I am considering personal bankruptcy because I owe this judgment and other bills.,judgment_vs_bankruptcy,BtoA,expanded_workbook_grounded,108;110,,true,bankruptcy_collections_role_confusion,false,synthetic_candidate_needs_human_validation
x0025,f01_BtoA_10,My ex keeps showing up and I need to know what legal protection is available. I do not know what to do next.,Family Law,Restraining Orders,Family Law,General (Divorce/Separation),There has been no threat or abuse; I only want to end the marriage.,There has been no threat or abuse; I only want to end the marriage.,"whether there are threats, violence, coercive control, or an immediate need for protection",Family Law,Restraining Orders,My ex has threatened me repeatedly and keeps coming to my house.,My ex has threatened me repeatedly and keeps coming to my house.,divorce_vs_restraining,BtoA,expanded_workbook_grounded,51;422,,true,domestic_violence_low_question_coverage,false,synthetic_candidate_needs_human_validation
x0201,f07_BtoA_06,"After losing my job, I applied for help and was turned down. What are my options?",Administrative Law,Unemployment,Labor & Employment,Wrongful Discharge,My claim is that the employer terminated me unlawfully because of discrimination.,My claim is that the employer terminated me unlawfully because of discrimination.,whether the dispute is with the employer or the state unemployment agency,Administrative Law,Unemployment,The state denied my unemployment claim and I need to appeal that decision.,The state denied my unemployment claim and I need to appeal that decision.,wrongful_discharge_vs_unemployment,BtoA,expanded_workbook_grounded,12;27;32;342,,true,employment_admin_ignores_hearing_signals,false,synthetic_candidate_needs_human_validation
x0081,f03_BtoA_06,My spouse controls everything at home and I need legal advice. What are my options?,Family Law,Restraining Orders,Family Law,General (Divorce/Separation),I can leave safely and need advice about support and property division.,I can leave safely and need advice about support and property division.,"whether the partner uses money, threats, or documents to control the caller",Family Law,Restraining Orders,My partner cut off my access to every account and threatens me when I ask for money.,My partner cut off my access to every account and threatens me when I ask for money.,separation_vs_financial_abuse,BtoA,expanded_workbook_grounded,51,,true,domestic_violence_low_question_coverage,false,synthetic_candidate_needs_human_validation
x0555,f19_AtoB_15,"My medical records show I am disabled, but my claim was denied. Can a lawyer help me?",Administrative Law,SSD (Social Security Disability),Administrative Law,Social Security/SSI,"The denied benefit is Supplemental Security Income, not SSDI.","The denied benefit is Supplemental Security Income, not SSDI.",whether the benefit is work-credit SSDI or needs-based SSI,Administrative Law,SSD (Social Security Disability),The denial concerns Social Security Disability Insurance from my prior employment.,The denial concerns Social Security Disability Insurance from my prior employment.,ssd_vs_ssi,AtoB,expanded_workbook_grounded,94;96;397,,true,,false,synthetic_candidate_needs_human_validation
x0069,f03_AtoB_09,"I want to separate, but I do not know how I can manage on my own. I do not know what to do next.",Family Law,General (Divorce/Separation),Family Law,Restraining Orders,I have no access to money or identification because my spouse keeps them from me.,I have no access to money or identification because my spouse keeps them from me.,"whether the partner uses money, threats, or documents to control the caller",Family Law,General (Divorce/Separation),The only legal issue is ending the marriage and dividing our assets.,The only legal issue is ending the marriage and dividing our assets.,separation_vs_financial_abuse,AtoB,expanded_workbook_grounded,51,,true,domestic_violence_low_question_coverage,true,synthetic_candidate_needs_human_validation
x0700,f24_AtoB_12,I need legal help with repeated posts and messages targeting me. I do not know what to do next.,General Litigation,Libel/Slander/Defamation,General Litigation,Online Harassment/Doxing/Bullying,The conduct is repeated threats and doxing rather than one reputational statement.,The conduct is repeated threats and doxing rather than one reputational statement.,whether the harm is a false factual statement or repeated harassment and doxing,General Litigation,Libel/Slander/Defamation,"I need a defamation claim for false factual statements, not unwanted messages.","I need a defamation claim for false factual statements, not unwanted messages.",defamation_vs_online_harassment,AtoB,expanded_workbook_grounded,73;290,,true,,false,synthetic_candidate_needs_human_validation
x0789,f27_BtoA_03,We need to close or transfer a small business and settle our agreement.,Business & Corporate,Sale of Business,Bankruptcy,Business,The main issue is insolvency and bankruptcy relief for the business debts.,The main issue is insolvency and bankruptcy relief for the business debts.,whether the company is insolvent or the issue is ownership transfer and dissolution,Business & Corporate,Sale of Business,"The issue is the buyout and sale of my company interest, not insolvency.","The issue is the buyout and sale of my company interest, not insolvency.",business_bankruptcy_vs_dissolution,BtoA,expanded_workbook_grounded,33;109,,true,bankruptcy_collections_role_confusion,false,synthetic_candidate_needs_human_validation
legacy_021,legacy_p08_AtoB_01,Someone keeps showing up at my job and yelling at me. I'm scared they might hurt me.,Criminal Law,Misdemeanor,Family Law,Restraining Orders,The person is my ex-boyfriend and I want a restraining order against him.,"It's actually my ex-boyfriend doing this, and I want to get a restraining order so he stops.",relationship to the person harassing,Criminal Law,Misdemeanor,The clarifying answer confirms the original Criminal Law issue and does not add the fact that would support Family Law.,"No. My issue is the original Criminal Law matter, not the alternative described.",criminal_vs_restraining,AtoB,legacy_200_snapshot,,p08_AtoB_01,false,criminal_vs_restraining,false,legacy_candidate_needs_revalidation
legacy_187,legacy_p03_AtoB_07,I’m having trouble getting someone out of the house after their lease ended.,Real Property,Tenant (Residential),Real Property,Landlord Residential,I am the property owner and their lease was with me.,"I own the house, and they rented from me.",who holds the lease/ownership,Real Property,Tenant (Residential),The clarifying answer confirms the original Real Property issue and does not add the fact that would support Real Property.,"No. My issue is the original Real Property matter, not the alternative described.",tenant_vs_landlord,AtoB,legacy_200_snapshot,,p03_AtoB_07,false,,false,legacy_candidate_needs_revalidation
x0332,f12_AtoB_02,I need help with a lease problem involving the place where someone lives.,Real Property,Tenant (Residential),Real Property,Landlord Residential,I manage the rental for its owner and need to address the tenant's breach.,I manage the rental for its owner and need to address the tenant's breach.,whether the caller rents the home or owns and rents it to someone else,Real Property,Tenant (Residential),I do not own the property; I signed the lease as the renter.,I do not own the property; I signed the lease as the renter.,tenant_vs_landlord,AtoB,expanded_workbook_grounded,14;365;371;419,,true,,false,synthetic_candidate_needs_human_validation
x0653,f22_BtoA_08,My career has been harmed by an unfair decision and I need a lawyer. What are my options?,Labor & Employment,Discrimination,Administrative Law,Professional Licensing,I need to challenge the state board's suspension of my professional license.,I need to challenge the state board's suspension of my professional license.,whether the decision-maker is a licensing board or an employer,Labor & Employment,Discrimination,"The discriminatory decision was made by my employer, not the licensing board.","The discriminatory decision was made by my employer, not the licensing board.",license_vs_employment_discrimination,BtoA,expanded_workbook_grounded,2;83;424,,true,employment_admin_ignores_hearing_signals,false,synthetic_candidate_needs_human_validation
legacy_029,legacy_p08_AtoB_09,"Someone tried to grab me at a party, and now they're sending threatening messages.",Criminal Law,Misdemeanor,Family Law,Restraining Orders,"My ex-girlfriend did it, and I want protection from her.","It was my ex-girlfriend, and I'm hoping to get protection from her.",if the person is a current or former intimate partner,Criminal Law,Misdemeanor,The clarifying answer confirms the original Criminal Law issue and does not add the fact that would support Family Law.,"No. My issue is the original Criminal Law matter, not the alternative described.",criminal_vs_restraining,AtoB,legacy_200_snapshot,,p08_AtoB_09,false,criminal_vs_restraining,false,legacy_candidate_needs_revalidation
x0435,f15_AtoB_15,I need legal advice about something that happened after I complained at work. Can a lawyer help me?,Labor & Employment,Wage and Hour Claims,Labor & Employment,Wrongful Discharge,I was terminated in retaliation for reporting illegal pay practices.,I was terminated in retaliation for reporting illegal pay practices.,whether employment continues and whether the caller was fired for complaining,Labor & Employment,Wage and Hour Claims,I am only trying to recover wages the employer failed to pay.,I am only trying to recover wages the employer failed to pay.,wages_vs_wrongful_discharge,AtoB,expanded_workbook_grounded,12;32;344,,true,,false,synthetic_candidate_needs_human_validation
x0080,f03_BtoA_05,I need to leave my relationship but I am afraid I cannot do it safely. What are my options?,Family Law,Restraining Orders,Family Law,General (Divorce/Separation),The only legal issue is ending the marriage and dividing our assets.,The only legal issue is ending the marriage and dividing our assets.,"whether the partner uses money, threats, or documents to control the caller",Family Law,Restraining Orders,I have no access to money or identification because my spouse keeps them from me.,I have no access to money or identification because my spouse keeps them from me.,separation_vs_financial_abuse,BtoA,expanded_workbook_grounded,51,,true,domestic_violence_low_question_coverage,false,synthetic_candidate_needs_human_validation
legacy_174,legacy_p01_BtoA_04,I twisted my knee on site while working construction. I was pouring concrete when I slipped. What do I do for workers' comp?,Workers' Comp,State,General Litigation,Personal Injury,The general contractor says I wasn't actually on their payroll and denies I was scheduled that day.,They told me I wasn't even on the schedule that day and they don't have me as an official employee.,employer's recognition of employment,Workers' Comp,State,The clarifying answer confirms the original Workers' Comp issue and does not add the fact that would support General Litigation.,"No. My issue is the original Workers' Comp matter, not the alternative described.",injury_location,BtoA,legacy_200_snapshot,,p01_BtoA_04,false,injury_location,false,legacy_candidate_needs_revalidation
x0407,f14_BtoA_02,My child's other parent is not following what the court ordered.,Family Law,Child Support/Modification,Family Law,Child Custody/Visitation,"I need more parenting time, and money is not the issue.","I need more parenting time, and money is not the issue.",whether the issue is parenting time or financial support,Family Law,Child Support/Modification,"The other parent owes past-due support, and custody is not disputed.","The other parent owes past-due support, and custody is not disputed.",custody_vs_support,BtoA,expanded_workbook_grounded,8;51,,true,,false,synthetic_candidate_needs_human_validation
x0283,f10_AtoB_13,Money problems are getting worse and I need legal advice about what to do. Can a lawyer help me?,Bankruptcy,Personal,Debtor/Creditor,General (Creditor),I loaned the other person money and they have stopped repaying me.,I loaned the other person money and they have stopped repaying me.,whether the caller owes the debt or is trying to collect it,Bankruptcy,Personal,I need relief from my own credit cards and medical bills.,I need relief from my own credit cards and medical bills.,bankruptcy_vs_creditor,AtoB,expanded_workbook_grounded,108;110;120,,true,bankruptcy_collections_role_confusion,false,synthetic_candidate_needs_human_validation
legacy_195,legacy_p03_BtoA_05,"There is a dispute about pets in the building. The other party claims I am violating the agreement by having an animal, and I need guidance to resolve this.",Real Property,Landlord Residential,Real Property,Tenant (Residential),I occupy the apartment as a renter. The lease is in my name.,I'm the tenant living in the apartment.,Are you the tenant or owner listed on the lease?,Real Property,Landlord Residential,The clarifying answer confirms the original Real Property issue and does not add the fact that would support Real Property.,"No. My issue is the original Real Property matter, not the alternative described.",tenant_vs_landlord,BtoA,legacy_200_snapshot,,p03_BtoA_05,false,,false,legacy_candidate_needs_revalidation
x0588,f20_BtoA_03,I want to stop competitors from copying a new creation.,Intellectual Property,Patent (Reg Patent Attys Only),Intellectual Property,Trademark/Copyright,The creation is software code and written content that I want to register.,The creation is software code and written content that I want to register.,whether the creation is expressive branding/content or a functional invention,Intellectual Property,Patent (Reg Patent Attys Only),"The product has a new functional mechanism, not merely artwork or branding.","The product has a new functional mechanism, not merely artwork or branding.",copyright_vs_patent,BtoA,expanded_workbook_grounded,10;40;282,,true,,false,synthetic_candidate_needs_human_validation
x0561,f19_BtoA_06,Social Security turned down my application and I do not understand why. What are my options?,Administrative Law,Social Security/SSI,Administrative Law,SSD (Social Security Disability),I have enough work credits and am appealing an SSD decision.,I have enough work credits and am appealing an SSD decision.,whether the benefit is work-credit SSDI or needs-based SSI,Administrative Law,Social Security/SSI,I applied for SSI because I have almost no income or resources.,I applied for SSI because I have almost no income or resources.,ssd_vs_ssi,BtoA,expanded_workbook_grounded,94;96;397,,true,,false,synthetic_candidate_needs_human_validation
x0131,f05_AtoB_11,A dispute became physical and I do not know what legal help I need. I do not know what to do next.,Criminal Law,Misdemeanor,Family Law,Restraining Orders,My child's other parent is threatening me and I need an order keeping them away.,My child's other parent is threatening me and I need an order keeping them away.,whether the caller faces charges or seeks protection and the relationship involved,Criminal Law,Misdemeanor,The prosecutor filed a misdemeanor case against me after the incident.,The prosecutor filed a misdemeanor case against me after the incident.,criminal_case_vs_protection,AtoB,expanded_workbook_grounded,418;419;422,,true,criminal_vs_restraining_wrong_stalking_default,true,synthetic_candidate_needs_human_validation
legacy_136,legacy_p05_BtoA_06,I have a situation where someone who was working for my company is starting to make legal demands after we separated.,Business & Corporate,"General (Contracts, Business, Organization)",Labor & Employment,Wrongful Discharge,The separation was a firing from an employee position.,"I fired him from his employee job, and now he's saying it wasn't fair and wants to sue.",reason for ending the working relationship,Business & Corporate,"General (Contracts, Business, Organization)",The clarifying answer confirms the original Business & Corporate issue and does not add the fact that would support Labor & Employment.,"No. My issue is the original Business & Corporate matter, not the alternative described.",employee_vs_employer,BtoA,legacy_200_snapshot,,p05_BtoA_06,false,,false,legacy_candidate_needs_revalidation
x0796,f27_BtoA_10,My business partner and I agreed to separate but the paperwork was never completed. I do not know what to do next.,Business & Corporate,Sale of Business,Bankruptcy,Business,"Creditors are suing the company, which has no assets left to pay them.","Creditors are suing the company, which has no assets left to pay them.",whether the company is insolvent or the issue is ownership transfer and dissolution,Business & Corporate,Sale of Business,The business can pay its debts; I need documents transferring my ownership to the other partner.,The business can pay its debts; I need documents transferring my ownership to the other partner.,business_bankruptcy_vs_dissolution,BtoA,expanded_workbook_grounded,33;109,,true,bankruptcy_collections_role_confusion,false,synthetic_candidate_needs_human_validation
x0206,f07_BtoA_11,I need assistance after my termination and a decision about my income. I do not know what to do next.,Administrative Law,Unemployment,Labor & Employment,Wrongful Discharge,I was fired for reporting misconduct and have not applied for unemployment.,I was fired for reporting misconduct and have not applied for unemployment.,whether the dispute is with the employer or the state unemployment agency,Administrative Law,Unemployment,"My hearing is about unemployment benefits, not a lawsuit against the employer.","My hearing is about unemployment benefits, not a lawsuit against the employer.",wrongful_discharge_vs_unemployment,BtoA,expanded_workbook_grounded,12;27;32;342,,true,employment_admin_ignores_hearing_signals,false,synthetic_candidate_needs_human_validation
x0140,f05_BtoA_05,Someone I know has threatened me and I need legal help. What are my options?,Family Law,Restraining Orders,Criminal Law,Misdemeanor,The police arrested me and I am the person facing criminal charges.,The police arrested me and I am the person facing criminal charges.,whether the caller faces charges or seeks protection and the relationship involved,Family Law,Restraining Orders,My former partner assaulted me and keeps coming to my home.,My former partner assaulted me and keeps coming to my home.,criminal_case_vs_protection,BtoA,expanded_workbook_grounded,418;419;422,,true,criminal_vs_restraining_wrong_stalking_default,false,synthetic_candidate_needs_human_validation
x0739,f25_BtoA_09,There is a problem involving the VA and my home financing. I do not know what to do next.,Real Property,"Government Loans (VA,FHA,Etc.)",Administrative Law,Military/Veterans,I am appealing denial of VA medical care and pension benefits.,I am appealing denial of VA medical care and pension benefits.,whether the VA issue is a personal benefit or a government-backed property loan,Real Property,"Government Loans (VA,FHA,Etc.)",My benefits are intact; the issue is approval of a VA home loan.,My benefits are intact; the issue is approval of a VA home loan.,veterans_benefits_vs_va_loan,BtoA,expanded_workbook_grounded,384;424,,true,,false,synthetic_candidate_needs_human_validation
x0496,f17_BtoA_01,The other parent is preventing me from seeing my child.,Family Law,Child Custody/Visitation,Family Law,Paternity,"Parentage has never been legally established, and that must happen first.","Parentage has never been legally established, and that must happen first.",whether parentage is legally established and whether custody is disputed,Family Law,Child Custody/Visitation,I am on the birth certificate and only need a parenting-time order.,I am on the birth certificate and only need a parenting-time order.,paternity_vs_custody,BtoA,expanded_workbook_grounded,23;38;51,,true,,false,synthetic_candidate_needs_human_validation
x0052,f02_BtoA_07,I need help keeping my former partner away while we sort out issues involving our child. What are my options?,Family Law,Restraining Orders,Family Law,Child Custody/Visitation,There have been no threats; the only dispute is the parenting schedule.,There have been no threats; the only dispute is the parenting schedule.,whether the dispute concerns parenting time or violence and protection,Family Law,Restraining Orders,The other parent hit me while I was holding our child and threatened to come back.,The other parent hit me while I was holding our child and threatened to come back.,custody_vs_restraining,BtoA,expanded_workbook_grounded,8;38;51,,true,domestic_violence_low_question_coverage,false,synthetic_candidate_needs_human_validation
x0494,f17_AtoB_14,I am not listed in some of my child's records and need legal advice. Can a lawyer help me?,Family Law,Paternity,Family Law,Child Custody/Visitation,Paternity is already established; the dispute is over custody and visits.,Paternity is already established; the dispute is over custody and visits.,whether parentage is legally established and whether custody is disputed,Family Law,Paternity,I need genetic testing and a paternity judgment.,I need genetic testing and a paternity judgment.,paternity_vs_custody,AtoB,expanded_workbook_grounded,23;38;51,,true,,false,synthetic_candidate_needs_human_validation
x0464,f16_AtoB_14,I believe negligent medical care caused terrible harm to a relative. Can a lawyer help me?,General Litigation,Malpractice-Medical,General Litigation,Wrongful Death,The patient never recovered and died; we need a wrongful-death attorney.,The patient never recovered and died; we need a wrongful-death attorney.,whether the patient survived and who would bring the claim,General Litigation,Malpractice-Medical,My relative is alive but now has permanent injuries from the medical error.,My relative is alive but now has permanent injuries from the medical error.,malpractice_vs_wrongful_death,AtoB,expanded_workbook_grounded,24,,true,,false,synthetic_candidate_needs_human_validation
x0269,f09_BtoA_14,My work injury involved another business and I need to know who is responsible. Can a lawyer help me?,Workers' Comp,Third Party litigation,Workers' Comp,State,No outside person or company caused it; I slipped while doing my ordinary job.,No outside person or company caused it; I slipped while doing my ordinary job.,whether someone other than the employer caused the work injury,Workers' Comp,Third Party litigation,A subcontractor who is not my employer created the dangerous condition.,A subcontractor who is not my employer created the dangerous condition.,workers_comp_vs_third_party,BtoA,expanded_workbook_grounded,28;349;420,,true,injury_location_does_not_flip_off_clock,false,synthetic_candidate_needs_human_validation
x0078,f03_BtoA_03,I want help getting away from my partner and protecting myself.,Family Law,Restraining Orders,Family Law,General (Divorce/Separation),Nobody has restricted my money or threatened me; I just want a divorce.,Nobody has restricted my money or threatened me; I just want a divorce.,"whether the partner uses money, threats, or documents to control the caller",Family Law,Restraining Orders,"I am not allowed to work or use our money, and my spouse threatens to hurt me if I leave.","I am not allowed to work or use our money, and my spouse threatens to hurt me if I leave.",separation_vs_financial_abuse,BtoA,expanded_workbook_grounded,51,,true,domestic_violence_low_question_coverage,false,synthetic_candidate_needs_human_validation
x0190,f07_AtoB_10,My employer let me go and I think the reason was unfair. I do not know what to do next.,Labor & Employment,Wrongful Discharge,Administrative Law,Unemployment,The employment department says I am ineligible for benefits and set an appeal deadline.,The employment department says I am ineligible for benefits and set an appeal deadline.,whether the dispute is with the employer or the state unemployment agency,Labor & Employment,Wrongful Discharge,"I am challenging the employer's retaliatory firing, not a benefits decision.","I am challenging the employer's retaliatory firing, not a benefits decision.",wrongful_discharge_vs_unemployment,AtoB,expanded_workbook_grounded,12;27;32;342,,true,employment_admin_ignores_hearing_signals,false,synthetic_candidate_needs_human_validation
x0500,f17_BtoA_05,The other parent is preventing me from seeing my child. What are my options?,Family Law,Child Custody/Visitation,Family Law,Paternity,"Parentage has never been legally established, and that must happen first.","Parentage has never been legally established, and that must happen first.",whether parentage is legally established and whether custody is disputed,Family Law,Child Custody/Visitation,I am on the birth certificate and only need a parenting-time order.,I am on the birth certificate and only need a parenting-time order.,paternity_vs_custody,BtoA,expanded_workbook_grounded,23;38;51,,true,,false,synthetic_candidate_needs_human_validation
x0108,f04_BtoA_03,I am scared because a person I know keeps coming to my house.,Family Law,Restraining Orders,General Litigation,Stalking Orders,"The person is a former coworker, not a family member or intimate partner.","The person is a former coworker, not a family member or intimate partner.",the caller's relationship to the person and any history of abuse,Family Law,Restraining Orders,The person is my child's other parent and has assaulted me before.,The person is my child's other parent and has assaulted me before.,stalking_vs_restraining,BtoA,expanded_workbook_grounded,70;73;387;422,,true,criminal_vs_restraining_wrong_stalking_default,false,synthetic_candidate_needs_human_validation
x0716,f24_BtoA_14,Someone is using the internet to attack me and involve other people. Can a lawyer help me?,General Litigation,Online Harassment/Doxing/Bullying,General Litigation,Libel/Slander/Defamation,"I need a defamation claim for false factual statements, not unwanted messages.","I need a defamation claim for false factual statements, not unwanted messages.",whether the harm is a false factual statement or repeated harassment and doxing,General Litigation,Online Harassment/Doxing/Bullying,The conduct is repeated threats and doxing rather than one reputational statement.,The conduct is repeated threats and doxing rather than one reputational statement.,defamation_vs_online_harassment,BtoA,expanded_workbook_grounded,73;290,,true,,false,synthetic_candidate_needs_human_validation
